family,scientificName,document,field,reference
MYRTACEAE,"Myrcia oreioeca",profile,ecology,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 28 abril 2015."
MYRTACEAE,"Myrcia rubiginosa",profile,distribution,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 28 abril 2015."
MYRTACEAE,"Myrcia rubiginosa",profile,distribution,"CNCFlora. 2015. Base de dados do Centro Nacional de Conservação da Flora. Disponível em <http://cncflora.jbrj.gov.br/portal/>. Acesso em 28 abril 2015."
MYRTACEAE,"Myrcia rubiginosa",profile,ecology,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 28 abril 2015."
RUBIACEAE,"Faramea diversifolia",profile,distribution,"Müller, J. 1881. Rubiaceae I. in Martius, C. F. P. de; Eichler, A. G. & Urban, I. Flora Brasiliensis: Enumeratio Plantarum in Brasilia 6(5):105-162."
RUBIACEAE,"Faramea diversifolia",profile,ecology,"Jardim, J.G., Gomes, M., 2015. Faramea in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio Janeiro.Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB13943>. Acesso em: 27 Abr. 2015."
MYRTACEAE,"Myrciaria pallida",profile,distribution,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 29 abril 2015."
MYRTACEAE,"Myrciaria pallida",profile,distribution,"Souza, M. 2014. Myrtaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 29 abril 2015."
MYRTACEAE,"Myrciaria pallida",profile,ecology,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 29 abril 2015."
MYRTACEAE,"Myrciaria pallida",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
MYRTACEAE,"Myrciaria pallida",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
MYRTACEAE,"Myrciaria pallida",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
MYRTACEAE,"Myrciaria pallida",profile,threats,"Mota, L.D.M., 2009. Produção agrícola, meio ambiente e saúde em áreas rurais de Nova Friburgo, RJ: conflitos e negociações. Fundação Oswaldo Cruz. Tese de Doutorado. 155 p."
MYRTACEAE,"Myrciaria pallida",profile,threats,"Bomtempo, C.B.T., Lardosa, E.I., Marcelo Rodrigues Felippe, Brancato, M.A., Magalhães, M.A.F., 2010. Plano de manejo reserva biológica de araras - RBA - Fase 1. Instituto Estadual do Ambiente - INEA, Brasil."
RUBIACEAE,"Hindsia ramosissima",profile,ecology,"Di Maio, F.R. ; Oliveira, J.A. 2014. Hindsia in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB38887>. Acesso em: 29 Abr. 2015"
RUBIACEAE,"Hindsia ramosissima",profile,threats,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>. ICMBio, 2014a. ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>. ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
RUBIACEAE,"Hindsia ramosissima",profile,threats,"Viana, F. M. de F., & Rocha, C. H. B. (2009). Impactos ambientais em unidades de conservação. Universidade Federal de Juiz de Fora."
RUBIACEAE,"Hindsia ramosissima",profile,threats,"Castro, E.B.V. de. 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos, Brasília, Instituto Chico Mendes de Conservação da Biodiversidade, Portaria ICMBio. Brasil."
RUBIACEAE,"Hindsia ramosissima",profile,threats,"Bomtempo, C.B.T., Lardosa, E.I., Marcelo Rodrigues Felippe, Brancato, M.A., Magalhães, M.A.F., 2010. Plano de manejo reserva biológica de araras - RBA - Fase 1. Instituto Estadual do Ambiente - INEA, Brasil."
RUBIACEAE,"Hindsia glabra",profile,ecology,"Di Maio, F.R. ; Oliveira, J.A. 2014. Hindsia in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB38887>. Acesso em: 29 Abr. 2015"
RUBIACEAE,"Hindsia glabra",profile,threats,"Barros, M.I.A. De. 2003. Caracterização da visitação, dos visitantes e avaliação dos impactos ecológicos e recreativos do planalto do Parque Nacional do Itatiaia. Piracicaba, SP 121."
RUBIACEAE,"Hindsia glabra",profile,threats,"Aximoff, I., 2007. Impactos do fogo na vegetação do Planalto do Itatiaia. Relatório Técnico. Parq. Nac. Itatiaia. ICMBio/MMA."
RUBIACEAE,"Hindsia glabra",profile,actions,"MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014. a ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
ERIOCAULACEAE,"Paepalanthus macaheesis",profile,taxonomicNotes,"Trovó, M. ; Sano, P.T. (in prep.) Sheeding light in a Eriocaulaceae from the shadows: the Paepalanthus macaheensis case. Phytotaxa"
ERIOCAULACEAE,"Paepalanthus macaheesis",profile,economicValue,"Trovó, M. & Sano, P.T. (in prep.) Sheeding light in a Eriocaulaceae from the shadows: the Paepalanthus macaheensis case. Phytotaxa"
ERIOCAULACEAE,"Paepalanthus macaheesis",profile,population,"Trovó, M.;Sano, P.T. (in prep.) Sheeding light in a Eriocaulaceae from the shadows: the Paepalanthus macaheensis case. Phytotaxa"
ERIOCAULACEAE,"Paepalanthus macaheesis",profile,distribution,"Trovó, M.; Sano, P.T. (in prep.) Sheeding light in a Eriocaulaceae from the shadows: the Paepalanthus macaheensis case. Phytotaxa"
ERIOCAULACEAE,"Paepalanthus macaheesis",profile,ecology,"Trovó, M.; Sano, P.T. (in prep.) Sheeding light in a Eriocaulaceae from the shadows: the Paepalanthus macaheensis case. Phytotaxa"
ERIOCAULACEAE,"Paepalanthus macaheesis",profile,reproduction,"Trovó, M.; Sano, P.T. (in prep.) Sheeding light in a Eriocaulaceae from the shadows: the Paepalanthus macaheensis case. Phytotaxa"
ERIOCAULACEAE,"Paepalanthus macaheesis",profile,threats,"Trovó, M.; Sano, P.T. (in prep.) Sheeding light in a Eriocaulaceae from the shadows: the Paepalanthus macaheensis case. Phytotaxa"
