family,scientificNameWithoutAuthorship,scientificNameAuthorship
OCHNACEAE,"Luxemburgia diciliata",Dwyer
OCHNACEAE,"Luxemburgia hatschbachiana",Sastre
OCHNACEAE,"Luxemburgia speciosa",A.St.-Hil.
OCHNACEAE,"Ouratea acicularis","R.G.Chacon & K.Yamam."
OCHNACEAE,"Sauvagesia lanceolata",Sastre
OCHNACEAE,"Sauvagesia oliveirae","Harley & Giul."
OCHNACEAE,"Sauvagesia ribeiroi","Harley & Giul."
ORCHIDACEAE,"Acianthera amaralii","(Pabst) F.Barros & L.Guimarães"
ORCHIDACEAE,"Dungsia marcaliana","Campacci & Chiron"
ORCHIDACEAE,"Habenaria meeana",Toscano
ORCHIDACEAE,"Habenaria pseudohamata",Toscano
ORCHIDACEAE,"Hadrolaelia praestans","(Rchb.f.) Chiron & V.P.Castro"
ORCHIDACEAE,"Hoffmannseggella pendula","Mota et al."
ORCHIDACEAE,"Hoffmannseggella pfisteri","(Pabst & Senghas) Chiron & V.P.Castro"
ORCHIDACEAE,"Leptotes vellozicola","van den Berg et al."
ORCHIDACEAE,"Sarcoglottis riocontensis","E.C.Smidt & Toscano"
OROBANCHACEAE,"Esterhazya nanuzae",V.C.Souza
OROBANCHACEAE,"Physocalyx scaberrimus",Philcox
OXALIDACEAE,"Oxalis areolata",Taub.
OXALIDACEAE,"Oxalis pretoensis",Lourteig
OXALIDACEAE,"Oxalis veadeirosensis",Lourteig
PASSIFLORACEAE,"Passiflora hypoglauca",Harms
PASSIFLORACEAE,"Passiflora mucugeana","T.S.Nunes & L.P.Queiroz"
PIPERACEAE,"Peperomia warmingii",C.DC.
PLANTAGINACEAE,"Angelonia pratensis","Gardner ex Benth."
POACEAE,"Andropogon campestris",Trin.
POACEAE,"Axonopus aureus",P.Beauv.
POACEAE,"Axonopus grandifolius",Renvoize
POACEAE,"Dichanthelium aequivaginatum","(Swallen) Zuloaga"
POACEAE,"Dichanthelium assurgens","(Renvoize) Zuloaga"
POACEAE,"Dichanthelium congestum","(Renvoize) Zuloaga"
POACEAE,"Dichanthelium sendulskyii","(Zuloaga & Morrone) Zuloaga"
POACEAE,"Digitaria chaseae",Henrard
POACEAE,"Digitaria pampinosa",Henrard
POACEAE,"Guadua magna","Londoño & Filg."
POACEAE,"Mesosetum alatum",Filg.
POACEAE,"Mesosetum longiaristatum",Filg.
POACEAE,"Ophiochloa bryoides","G.H.Rua & R.C.Oliveira"
POACEAE,"Otachyrium piligerum","Send. & Soderstr."
POACEAE,"Panicum ephemeroides","Zuloaga & Morrone"
POACEAE,"Panicum noterophilum",Renvoize
POACEAE,"Panicum nutabundum","Zuloaga & Morrone"
POACEAE,"Paspalum biaristatum","Filg. & Davidse"
POACEAE,"Paspalum brachytrichum",Hack.
POACEAE,"Paspalum burmanii","Filg. et al."
POACEAE,"Paspalum cachimboense","Davidse et al."
POACEAE,"Paspalum filgueirasii","Morrone & Zuloaga"
POACEAE,"Paspalum longiaristatum","Davidse & Filg."
POACEAE,"Paspalum petrense",A.G.Burm.
POACEAE,"Paspalum vallsii","R.C.Oliveira & G.H.Rua"
POACEAE,"Rheochloa scabrifolia","Filg. et al."
POACEAE,"Rupichloa acuminata","(Renvoize) Salariato & Morrone"
POACEAE,"Sporobolus hians","Van Schaack"
POACEAE,"Sporobolus paucifolius","Boechat & Longhi-Wagner"
POACEAE,"Streptostachys lanciflora","R.P.Oliveira & Longhi-Wagner"
POLYGALACEAE,"Asemeia marquesiana","(J.F.B.Pastore & T.B.Cavalc.) J.F.B.Pastore & J.R.Abbott"
POLYGALACEAE,"Asemeia pohliana","(A.St.-Hil.  Moq.)  J.F.B.Pastore & J.R.Abbott"
POLYGALACEAE,"Polygala apparicioi",Brade
POLYGALACEAE,"Polygala asperuloides",Kunth
POLYGALACEAE,"Polygala bevilacquai",Marques
POLYGALACEAE,"Polygala grazielae",Marques
POLYGALACEAE,"Polygala irwinii",Wurdack
POLYGALACEAE,"Polygala juncea",A.St.-Hil.
POLYGALACEAE,"Polygala malmeana",Chodat
POLYGALACEAE,"Polygala patens","J.F.B.Pastore & Marques"
POLYGALACEAE,"Polygala pseudocoriacea",Chodat
POLYGALACEAE,"Polygala pseudoerica","A.St.-Hil. & Moq."
POLYGALACEAE,"Polygala suganumae","J.F.B.Pastore & Marques"
POLYGALACEAE,"Polygala trifurcata",Chodat
POLYGALACEAE,"Polygala vollii",Brade
POLYGALACEAE,"Securidaca acuminata","A.St.-Hil. & Moq."
POLYGONACEAE,"Coccoloba cereifera",Schwacke
PRIMULACEAE,"Myrsine cipoensis","M.F.Freitas & Kin.-Gouv."
RHABDODENDRACEAE,"Rhabdodendron gardneranum","(Benth.) Sandwith"
RUBIACEAE,"Borreria amapaensis","E.L.Cabral & Bacigalupo"
RUBIACEAE,"Borreria burchellii","E.L.Cabral & Bacigalupo"
RUBIACEAE,"Borreria gracillima",DC.
RUBIACEAE,"Borreria guimaraesensis","E.L.Cabral & Bacigalupo"
RUBIACEAE,"Borreria irwiniana",E.L.Cabral
RUBIACEAE,"Borreria paulista","E.L.Cabral & Bacigalupo"
RUBIACEAE,"Borreria rosmarinifolia","E.L.Cabral & Bacigalupo"
RUBIACEAE,"Borreria tocantinsiana","E.L.Cabral & Bacigalupo"
RUBIACEAE,"Diodia macrophylla",K.Schum.
RUBIACEAE,"Galianthe macedoi",E.L.Cabral
RUBIACEAE,"Galianthe matogrossiana",E.L.Cabral
RUBIACEAE,"Mitracarpus pusillus",Steyerm.
RUBIACEAE,"Psyllocarpus schwackei",K.Schum.
RUBIACEAE,"Staelia tocantinsiana","R.M.Salas & E.L.Cabral"
SANTALACEAE,"Phoradendron anamariae",Rizzini
SANTALACEAE,"Phoradendron dimerostachys",Rizzini
SANTALACEAE,"Phoradendron virens",Rizzini
SCHOEPFIACEAE,"Schoepfia velutina",Sandwith
SCROPHULARIACEAE,"Buddleja longiflora",Brade
SCROPHULARIACEAE,"Buddleja speciosissima",Taub.
PLANTAGINACEAE,"Philcoxia goiasensis",P.Taylor
PLANTAGINACEAE,"Philcoxia minensis","V.C.Souza & Giul."
SOLANACEAE,"Brunfelsia rupestris",Plowman
SOLANACEAE,"Solanum eitenii",Agra
SYMPLOCACEAE,"Symplocos glaberrima",Gontsch.
SYMPLOCACEAE,"Symplocos insolita","Aranha et al."
SYMPLOCACEAE,"Symplocos saxatilis","Aranha et al."
TURNERACEAE,"Piriqueta araguaiana",Arbo
TURNERACEAE,"Piriqueta caiapoensis",Arbo
TURNERACEAE,"Piriqueta cristobaliae",Arbo
TURNERACEAE,"Piriqueta emasensis",Arbo
TURNERACEAE,"Piriqueta lourteigiae",Arbo
TURNERACEAE,"Turnera asymmetrica",Arbo
TURNERACEAE,"Turnera cipoensis",Arbo
TURNERACEAE,"Turnera coccinea",Arbo
TURNERACEAE,"Turnera collotricha",Arbo
TURNERACEAE,"Turnera coriacea",Urb.
TURNERACEAE,"Turnera elliptica",Urb.
TURNERACEAE,"Turnera foliosa",Urb.
TURNERACEAE,"Turnera gardneriana",Arbo
TURNERACEAE,"Turnera ignota",Arbo
TURNERACEAE,"Turnera luetzelburgii",Sleumer
TURNERACEAE,"Turnera pinifolia",Cambess.
TURNERACEAE,"Turnera princeps",Arbo
TURNERACEAE,"Turnera reginae",Arbo
TURNERACEAE,"Turnera revoluta",Urb.
TURNERACEAE,"Turnera riedeliana",Urb.
VELLOZIACEAE,"Barbacenia andersonii","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Barbacenia blackii",L.B.Sm.
VELLOZIACEAE,"Barbacenia contasana","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Barbacenia cylindrica","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Barbacenia fulva","Goethart & Henrard"
VELLOZIACEAE,"Barbacenia glabra","Goethart & Henrard"
VELLOZIACEAE,"Barbacenia hatschbachii","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Barbacenia lymansmithii","Mello-Silva & N.L.Menezes"
VELLOZIACEAE,"Barbacenia minima","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Barbacenia reflexa","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Barbacenia regis",L.B.Sm.
VELLOZIACEAE,"Barbacenia umbrosa","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Barbacenia williamsii",L.B.Sm.
VELLOZIACEAE,"Vellozia bradei",Schulze-Menz
VELLOZIACEAE,"Vellozia costata","L.B.Sm. & Ayensu"
VELLOZIACEAE,"Vellozia crinita","Goethart & Henrard"
VELLOZIACEAE,"Vellozia exilis","Goethart & Henrard"
VELLOZIACEAE,"Vellozia graomogolensis",L.B.Sm.
VELLOZIACEAE,"Vellozia luteola","Mello-Silva & N.L.Menezes"
VELLOZIACEAE,"Vellozia maxillarioides",L.B.Sm.
VELLOZIACEAE,"Vellozia prolifera",Mello-Silva
VELLOZIACEAE,"Vellozia sellowii",Seub.
VELLOZIACEAE,"Vellozia spiralis",L.B.Sm.
VELLOZIACEAE,"Vellozia tillandsioides",Mello-Silva
VELLOZIACEAE,"Vellozia torquata","L.B.Sm. & Ayensu"
VERBENACEAE,"Bouchea chascanoides",Moldenke
VERBENACEAE,"Bouchea fluminensis","(Vell.) Moldenke"
VERBENACEAE,"Lippia ciliata",Salimena
VERBENACEAE,"Lippia duartei",Moldenke
VERBENACEAE,"Lippia gardneriana",Schauer
VERBENACEAE,"Lippia grandiflora","Mart. & Schauer"
VERBENACEAE,"Lippia macedoi",Moldenke
VERBENACEAE,"Stachytarpheta ajugifolia",Schauer
VERBENACEAE,"Stachytarpheta bicolor",Hook.f.
VERBENACEAE,"Stachytarpheta discolor",Cham.
VERBENACEAE,"Stachytarpheta froesii",Moldenke
VERBENACEAE,"Stachytarpheta galactea",S.Atkins
VERBENACEAE,"Stachytarpheta integrifolia","(Pohl) Walp."
VERBENACEAE,"Stachytarpheta itambensis",S.Atkins
VERBENACEAE,"Stachytarpheta lacunosa",Schauer
VERBENACEAE,"Stachytarpheta lychnitis",Mart.
VERBENACEAE,"Stachytarpheta monachinoi",Moldenke
VERBENACEAE,"Stachytarpheta pohliana",Cham.
VOCHYSIACEAE,"Callisthene erythroclada",Warm.
VOCHYSIACEAE,"Qualea elegans","Taub. ex Benoist"
VOCHYSIACEAE,"Vochysia petraea",Warm.
VOCHYSIACEAE,"Vochysia pygmaea",Bong.
VOCHYSIACEAE,"Vochysia rotundifolia",Mart.
XYRIDACEAE,"Xyris archeri","L.B.Sm. & Downs"
XYRIDACEAE,"Xyris diaphanobracteata","Kral & Wand."
XYRIDACEAE,"Xyris goyazensis",Malme
XYRIDACEAE,"Xyris itambensis","Kral & Wand."
XYRIDACEAE,"Xyris jataiana","Kral & Wand."
XYRIDACEAE,"Xyris lanuginosa",Seub.
XYRIDACEAE,"Xyris mertensiana","Körn. ex Malme"
XYRIDACEAE,"Xyris obcordata","Kral & Wand."
XYRIDACEAE,"Xyris paradisiaca",Wand.
XYRIDACEAE,"Xyris picea","Kral & Wand."
XYRIDACEAE,"Xyris pranceana","Kral & Wand."
XYRIDACEAE,"Xyris rupicola",Kunth
XYRIDACEAE,"Xyris spectabilis",Mart.
XYRIDACEAE,"Xyris subsetigera",Malme
XYRIDACEAE,"Xyris veruina",Malme
XYRIDACEAE,"Xyris vestita",Malme
XYRIDACEAE,"Xyris villosicarinata","Kral & Wand."
ERIOCAULACEAE,"Leiothrix fulgida var. milho-verdensis","(Silveira) Giul."
