family,scientificName,action,situation,details,references
GESNERIACEAE,"Paliavana plumerioides","3.4 Ex-situ conservation","on going","Planta em cultivo no Jardim Botanico Plantarum",
POACEAE,"Panicum nutabundum","1.1 Site/area protection","on going","Em 2005 foi criada a Reserva Biológica Nascentes da Serra do Cachimbo, com plano de manejo publicado em 2009 (MMA/ICMBio, 2009). ","MMA/ICMBio. Plano de Manejo da Reserva Biológica Nascentes da Serra do Cachimbo. Brasília, DF. Disponível em:<http://www.icmbio.gov.br/portal/images/stories/imgs-unidades-coservacao/rebio_nascentes_da_serra_do_cachimbo.pdf>. 2009. Acessado em 8 jan. 2014."
CARYOPHYLLACEAE,"Paronychia fasciculata","1.1 Site/area protection","on going","As coletas indicadas para a Serra do Curral estão protegidas na área de proteção ambiental do Parque das Mangabeiras (IBGE, 2013). Entretanto, ainda que a Serra do Curral, seja considerada monumento símbolo da cidade de Belo Horizonte, tombado em 1960 pelo Iphan, tem sido afetada pela exploração do minério de ferro, em parte devido à precariedade da definição de área protegida feita no processo de tombamento federal (O Tempo, 2013). ","IBGE-Instituto Brasileiro de Geografia e Estatística. Cidades@ Diamantina Disponível em: < http://www.ibge.gov.br/cidadesat/xtras/perfil.php?codmun=312160&search=minas-gerais|diamantina >. Acessado em 24 de agosto . 2013;O Tempo. Iphan terá que delimitar perímetro de tombamento da Serra do Curral. Disponível em: http://www.otempo.com.br/cidades/iphan-ter%C3%A1-que-delimitar-per%C3%ADmetro-de-tombamento-da-serra-do-curral-1.757245. Acesso em: 9 dez. 2013.;MARCHIORETTO, M. S., SILVA, V. L., BITTENCOURT, C.C.C. Análise da Distribuição Geográfica da Família Caryophyllaceae no Rio Grande do Sul. PESQUISAS, BOTÂNICA n. 61, p. 205-218, 2010."
POACEAE,"Paspalum brachytrichum","1.1 Site/area protection","on going","Há registro de coleta da espécie em Nova Lima no Parque Estadual do Rola-Moça (IEF-MG, 2014)","IEF-MG - Instituto Estadual de Florestas de Minas Gerais. Parque Estadual do Rola-Moça. Disponível em: <http://www.ief.mg.gov.br/component/content/198?task=view>. Acessado em 9 jan. 2014"
POACEAE,"Paspalum petrense","5.1.2 National level","on going","O município de Pirenópolis é tombado pelo Patrimônio Histórico Nacional (IPHAN), de acordo com o IBGE (2013).","IBGE-Instituto Brasileiro de Geografia e Estatística. Cidades@ Pirenópolis Disponível em: < http://www.ibge.gov.br/cidadesat/xtras/perfil.php?codmun=521730&search=goias|piren%F3polis >. Acessado em 24 de agosto . 2013"
POACEAE,"Paspalum petrense","3.4 Ex-situ conservation","on going","A espécie foi coletada na Reserva ecológica do IBGE em cultivo a partir de muda estéril (F.C.A. Oliveira 718).",
POACEAE,"Paspalum petrense","1.1 Site/area protection","on going","Espécie coletada na Reserva Biológica da Serra Dourada-Cerradão (J.A. Rizzo 11345).",
PASSIFLORACEAE,"Passiflora hypoglauca","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó.",
PASSIFLORACEAE,"Passiflora mucugeana","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Chapada Diamantina. ",
MALPIGHIACEAE,"Peixotoa anadenanthera","1.1 Site/area protection",needed,"Apesar de ocorrer na região da Chapada dos Veadeiros, não há nenhuma referência a ocorrência desta espécie dentro dos limites do Parque Nacional que protege os remanescentes de vegetação na região (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>."
MALPIGHIACEAE,"Peixotoa axillaris","1.1 Site/area protection",needed,"A espécie não ocorre dentro dpos limites de nenhuma Unidade de Conservação (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>."
ARACEAE,"Philodendron cipoense","1.1 Site/area protection","on going","Coletada no Parque Nacional da Serra do Cipó (Sakuragui et al., 2005) e no Parque Natural Municipal do Ribeirão do Campo (R.C. Mota 1825).","SAKURAGUI, C.M., MAYO, S.J. ; COELHO, M.A.N. Taxonomic revision of Brazilian species of Philodendron section Macrolebium. Kew Bull, v.60, p. 465-513, 2005."
ARACEAE,"Philodendron cipoense","3.4 Ex-situ conservation","on going","Cultivada no estado do Rio de Janeiro, em Pedra de Guaratiba, Sítio Burle Marx (M. Nadruz 946).",
ARACEAE,"Philodendron pachyphyllum","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Chapada Diamantina (Sakuragui et al., 2005).","SAKURAGUI, C.M., MAYO, S.J. ; COELHO, M.A.N. Taxonomic revision of Brazilian species of Philodendron section Macrolebium. Kew Bull. 60: 465-513, 2005."
ARACEAE,"Philodendron rhizomatosum","1.1 Site/area protection","on going","Espécie ocorre no Parque Nacional da Serra do Cipó (Sakuragui et al., 2005).","SAKURAGUI, C.M., MAYO, S.J. ; COELHO, M.A.N. Taxonomic revision of Brazilian species of Philodendron section Macrolebium. Kew Bull, v.60, p. 465-513, 2005."
ARACEAE,"Philodendron rhizomatosum","3.4 Ex-situ conservation","on going","Cultivada no Estado de São Paulo, no município de Pouso Alto na Fazenda Sertãozinho (Sakuragui et al., 2005).","SAKURAGUI, C.M., MAYO, S.J. ; COELHO, M.A.N. Taxonomic revision of Brazilian species of Philodendron section Macrolebium. Kew Bull, v.60, p. 465-513, 2005."
SANTALACEAE,"Phoradendron anamariae","1.1 Site/area protection","on going","Ocorre em Unidade de Conservação: Parque Nacional da Chapada dos Veadeiros, GO (J.R. Pirani et al. 1701).",
SANTALACEAE,"Phoradendron virens","1.1 Site/area protection","on going","Espécie presente em dados de coleta na APA de Cafuringa (APA de Cafuringa, 2013)","APA de Cafuringa. Disponivel em: <http://www.ibram.df.gov.br/component/content/article/257-unidades-de-conservacao/264-apa-de-cafuringa.html>. Acessado em 11 de agosto. 2013"
TURNERACEAE,"Piriqueta emasensis","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional das Emas (Arbo, 2002).","ARBO, M. M. Una especie nueva de Piriqueta (Turneraceae) del Parque Nacional das Emas, Goiás, Brasil. Bol. Bot. Univ. São Paulo, v. 20,  p.13-15, 2002. "
BROMELIACEAE,"Pitcairnia curvidens","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó e na RPPN Alto da Boa Vista.",
ACANTHACEAE,"Poikilacanthus bahiensis","1.1 Site/area protection","on going","Coletada no Parque Estadual do Morro do Chapéu, Bahia (J.M. Gonçalves 10).",
FABACEAE,"Poiretia bahiana","1.1 Site/area protection","on going","Coletada no Parque Nacional da Chapada Diamantina (RB 408254 Col: Mattos Silva, L.A. 2768) e  no Refúgio Ecológico Montano, Palmeiras (IPA; Pinto, P. 438)",
FABACEAE,"Poiretia marginata","1.1 Site/area protection","on going","Coletada na Estação Ecológica do Panga, Uberlândia, Minas Gerais (I. Schiavini s.n., HUFU 859)",
FABACEAE,"Poiretia unifoliolata","1.1 Site/area protection",,"Ocorre no Parque Nacional da Serra do Cipó (T.B. Cavalcanti CFSC10652).",
POLYGALACEAE,"Polygala apparicioi","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó e no Parque Nacional da Serra da Canastra (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala bevilacquai","1.1 Site/area protection",needed,"As populações de P. bevilacquai não encontram-se protegidas por nenhuma categoria de unidade de conservação (CNCFlora, 2013). Porém, a coordenada de registro em área de entorno da Estação experimental de Itirapina, se refere à localidade dentro de área protegida, na Estação Ecológica de Itirapina (Negrão, com. pess.)","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/> ;NEGRÃO, R. 2014. Comunicação Pessoal da Colaboradora Raquel Negrão para Eduardo Fernadez, Analista de Dados do CNCFlora."
POLYGALACEAE,"Polygala grazielae","1.1 Site/area protection",needed,"Não há registro de ocorrência deste táxon dentro dos limites de nenhuma Unidade de Conservação (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala juncea","1.1 Site/area protection","on going","A espécie ocorre dentros do limites do Parque Nacional da Serra da Canastra (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala malmeana","1.1 Site/area protection","on going","A espécie ocorre dentros dos limites do Parque Nacional da Chapada dos Guimarães e na RPPN Linda Serra dos Topázios, ambas em Mato Grosso (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala patens","1.1 Site/area protection",needed,"As subpopulações conhecidas desta espécie não encontram-se protegidas por nenhuma categoria de Unidade de Conservação (CNCFlora, 2013); entretanto, a localidade de ocorrência da espécie (Fazenda Renascer) é de difícil acesso e o manejo adotado para a área teve pouco impacto sobre a população de P. patens nos últimos anos.","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala pseudocoriacea","1.1 Site/area protection",needed,"A espécie não encontra-se protegida por nenhuma categoria de unidade de conservação (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala suganumae","1.1 Site/area protection",needed,"As subpopulações conhecidas desta espécie não encontram-se protegidas por nenhuma categoria de Unidade de Conservação (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala trifurcata","1.1 Site/area protection","on going","A espécie possui registros dentro dos limites do Parque Nacional da Chapada Diamantina (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
POLYGALACEAE,"Polygala vollii","1.1 Site/area protection","on going","A espécie possui registros somente dentro dos limites do Parque Nacional do Caparaó (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>"
GENTIANACEAE,"Prepusa montana","1.1 Site/area protection","on going","Presente no Parque Nacional da Chapada Diamantina, no Parque Estadual do Morro do Chapéu e no Parque Municipal do Mucugê (Guimarães, com. pess.).",
BURSERACEAE,"Protium dawsonii","1.1 Site/area protection","on going","Ocorre em Unidade de Conservação: Parque Nacional de Brasília (P.C.M. Ramos 525). ",
MYRTACEAE,"Psidium firmum","1.1 Site/area protection","on going","A espécie ocorre em Unidades de Conservação, como o Parque Estadual da Serra do Pirineus, o Parque Nacional da Chapada Diamantina e o Jardim Botânico de Brasília. ",
RUBIACEAE,"Psyllocarpus schwackei","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó, MG.",
MELASTOMATACEAE,"Pterolepis rotundifolia","1.1 Site/area protection","on going","Ocorre em unidades de conservação: Parque Nacional da Chapada Diamantina (A.A. Conceição 1320) e Parque Municipal de Mucugê (R.M. Harley 54632).",
POACEAE,"Rheochloa scabrifolia","1.1 Site/area protection","on going","Ocorre no Parque Nacional das Emas, que possui plano de manejo (MMA/IBAMA, 2004).","MMA/IBAMA. Plano de Manejo Parque Nacional das Emas. Disponível em:<http://www.icmbio.gov.br/portal/images/stories/imgs-unidades-coservacao/parna_emas.pdf>. Acessado em 17 de agosto de 2013. 2004"
CACTACEAE,"Rhipsalis agudoensis","2.1 Site/area management",needed,"Necessidade de redescobrir esta espécie na natureza já que não foi registrada novamente desde a coleta do material tipo na década de 80 (Santos, com. pess.). ",
CYPERACEAE,"Rhynchospora enmanuelis","1.1 Site/area protection",needed,"Nos locais de ocorrência da espécie não existem Unidades de Conservação, sendo necessário a implantação dos mesmos devido às fortes pressões ambientais e degradação ocorridas tanto em Tupã-SP quanto em Araucária, PR. ",
CYPERACEAE,"Rhynchospora tenuis","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra da Canastra (J.N. Nakajima 962; 3709).",
CONNARACEAE,"Rourea tenuis","1.1 Site/area protection","on going","A espécie foi coletada no Parque Nacional e Histórico do Monte Pascoal (A.M. Amorim 2530).",
OCHNACEAE,"Sauvagesia lanceolata","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Chapada dos Veadeiros (Cardoso, 2009).","CARDOSO, D.B.O.S. Ochnaceae. In: GIULIETTI, A.M.; RAPINI, A.; ANDRADE, M.J.G.; QUEIROZ, L.P.; SILVA, J.M.C. Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 293-296."
OCHNACEAE,"Sauvagesia oliveirae","5.4.2 National level","on going","Espécie com indicação de status de ameaça na obra original como ""Em perigo"" (EN)(Harley et al., 2005).","HARLEY, R.M.; GIULIETTI, A.M.; LEITE, K.R.B. Two new species and a new record of Sauvagesia (Ochnaceae) in the Chapada Diamantina of Bahia, Brazil. Kew Bull. 60: 571-580. 2005."
ARALIACEAE,"Schefflera botumirimensis","1.1 Site/area protection",needed,"A serra onde a espécie ocorre não é legalmente protegida (Fiaschi, com. pess.)","FIASCHI, P. Comunicação pessoal do especialista Pedro Fiaschi para o analista de dados Eduardo Fernandez, pesquisador do CNCFlora, 2013."
ARALIACEAE,"Schefflera cephalantha","1.1 Site/area protection","on going","A espécie encontra-se protegida atualmente pelo Parque Nacional da Chapada dos Guimarães (Fiaschi & Pirani, 2008).","MMA/ICMBio. Plano de Manejo do Parque Nacional da Chapada dos Guimarães. Brasília, DF. p. Presente em: <http://www.icmbio.gov.br/portal/images/stories/imgs-unidades-coservacao/parna_chapada-dos-guimaraes.pdf>., 2009.;FIASCHI, P.; PIRANI, J.R. 2008. Padrões de distribuição geográfica das espécies de Schefflera J. R. Forst. & G. Forst. (Araliaceae) do Brasil extra-amazônico. Revista Brasil. Bot., V.31, n.4, p.633-644."
ARALIACEAE,"Schefflera fruticosa","1.1 Site/area protection","on going","A espécie possui sub populações protegidas pelos limites do Parque Nacional da Serra do Cipó, MG (Fiaschi & Pirani, 2005).","FIASCHI, P.; PIRANI, J.R. 2005. Three New Species of Schefflera (Araliaceae) from the Espinhaço Range in Minas Gerais Brazil, NOVON 15(1): 17-122."
GENTIANACEAE,"Schultesia irwiniana","1.1 Site/area protection",needed,"Espécie não protegida (Guimarães, com. pess.).",
GENTIANACEAE,"Schultesia pachyphylla","1.1 Site/area protection","on going","De acordo com notas de coleta, a espécie está presente no parque Nacional da Chapada Diamantina (G. Almeida-Silva 152), e no Parque Estadual das Sete Passagens (N.G. Jesus 1258), indicando algum tipo de proteção a espécie.",
GENTIANACEAE,"Schultesia sucreana","1.1 Site/area protection","on going","Espécie encontrada no Parque Nacional de Sete Cidades, Piauí (Guimarães, 2002). A maior parte da flora encontrada no parque é típica de Cerrado, com espécies como ""murici"", ""cascudo"", ""lixeira"", ""bacuri"", ""pequi"" e ""pau-terra"", avistadas com facilidade, e nas manchas de Caatinga encontram-se ""juazeiros"", ""juremas"", ""aroeiras"" e cactos, como o ""xique-xique"" e a ""coroa-de-frade"" (IBDF, 1979).","IBDF. Instituto Brasileiro de Desenvolvimento Florestal. Plano de Manejo Parque Nacional de Sete Cidades. Disponível em:<http://www.icmbio.gov.br/portal/images/stories/imgs-unidades-coservacao/PARNA%20SETE%20CIDADES.pdf>. Acessado em 18 de agosto de 2013. 1979;GUIMARÃES, E.F. Schultesia Mart. (Gentianaceae) – Revisão taxonômica. Tese de doutorado, Museu Nacional, Universidade Federal do Rio de Janeiro, Rio de Janeiro, 2002."
CYPERACEAE,"Scleria cuyabensis","1.1 Site/area protection","on going","A espécie ocorre no Parque Estadual Serra dos Pirineus e no Parque Nacional da Chapada dos Veadeiros.",
VERBENACEAE,"Stachytarpheta froesii","1.1 Site/area protection","on going","A espécie foi coletada dentro do Parque Nacional da Chapada Diamantina (M.G.L. Wandeley 1599).",
VERBENACEAE,"Stachytarpheta integrifolia","2.1 Site/area management","on going","Algumas das localidades onde foi coletada estão dentro do Parque Nacional de Chapada dos Veadeiros, no entanto, outras estão fora dos limites da área de proteção (Atkins, 2005). ","ATKINS, S. The genus Stachytarpheta (Verbenaceae) in Brazil. Kew Bulletin, v. 60, n. 2, p. 161-272, 2005."
VERBENACEAE,"Stachytarpheta lacunosa","2.1 Site/area management",needed,"Todas as localidades estão dentro de um raio de 25 km umas das outras, ao longo dos cumes do extremo norte da Chapada Diamantina. No momento essas áreas não são protegidas (Atkins, 2005).","ATKINS, S. The genus Stachytarpheta (Verbenaceae) in Brazil. Kew Bulletin, v. 60, n. 2, p. 161-272, 2005."
RUBIACEAE,"Staelia tocantinsiana","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional do Araguaia.",
ACANTHACEAE,"Staurogyne minarum","1.1 Site/area protection","on going","Ocorre no Parque Natural do Caraça (Catas Altas) e na Reserva Biológica do Jambreiro (Nova Lima) em Minas Gerais (Kameyama et al., 2009).","KAMEYAMA, C.; CORTÊS, A.L.A.; PROFICE, S.R.; BRAZ, D.M., DALY, D.C. Acanthaceae. In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservação Internacional; Universidade Estadual de Feira de Santana, 2009. pp. 39 - 43."
ACANTHACEAE,"Stenandrium irwinii","1.1 Site/area protection","on going","Ocorre no Parque Nacional da Chapada Diamantina (Kameyama, et al., 2009).","KAMEYAMA, C.; CORTÊS, A.L.A.; PROFICE, S.R.; BRAZ, D.M., DALY, D.C. Acanthaceae. In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservação Internacional; Universidade Estadual de Feira de Santana, 2009. pp. 39 - 43."
ASTERACEAE,"Stenophalium heringeri","1.1 Site/area protection","on going","A espécie foi encontrada dentro dos limites do Parque Nacional de Brasília (C.R. Martins 787).",
ASTERACEAE,"Stevia resinosa","1.1 Site/area protection","on going","Há registros da espécie em Unidades de Conservação, como no Parque Estadual do Ibitipoca (R.C. Forzza 1813).",
LORANTHACEAE,"Struthanthus planaltinae","1.1 Site/area protection","on going","A espécie ocorre na Reserva Ecológica do IBGE (E.P. Heringer 2874). Entretanto, todas as reservas do Distrito Federal estão circundadas pela malha urbana e sob pressão intensa do crescimento urbano (UNESCO, 2002).","UNESCO - Organização das Nações Unidas para a Educação, a Ciência e a Cultura.Vegetação do Distrito Federal : tempo e espaço. Brasília : UNESCO, 2002.  2.ed. 80p."
LORANTHACEAE,"Struthanthus pusillifolius","1.1 Site/area protection","on going","Espécie encontrada na Reserva Ecológica do Roncador (E.P. Heringer 157), APA IBGE. A Reserva Ecológica do Roncador trata-se de uma das mais importantes reservas ecológicas do Brasil e é mantida pelo Instituto Brasileiro de Geografia e Estatística (IBGE). Entretanto, todas as reservas do Distrito Federal estão circundadas pela malha urbana e sob pressão intensa pelo crescimento urbano (UNESCO, 2002). A espécie também ocorre em Minas Gerais, na área do Parque Nacional Serra da Canastra.","UNESCO - Organização das Nações Unidas para a Educação, a Ciência e a Cultura.Vegetação do Distrito Federal : tempo e espaço. Brasília : UNESCO, 2002.  2.ed. 80p."
SYMPLOCACEAE,"Symplocos glaberrima","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó, MG.",
SYMPLOCACEAE,"Symplocos insolita","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó, MG.",
SYMPLOCACEAE,"Symplocos saxatilis","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó, MG.",
ERIOCAULACEAE,"Syngonanthus bracteosus","1.1 Site/area protection","on going","A região de ocorrência da espécie conta com o Parque Estadual da Serra do Cabral (http://www.ief.mg.gov.br/areas-protegidas/210). ",
ERIOCAULACEAE,"Syngonanthus hygrotrichus","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó, MG.",
ERIOCAULACEAE,"Syngonanthus latifolius","1.1 Site/area protection",needed,"A Serra do Roncador não se encontra dentro dos limites de nenhuma Unidade de Conservação. Dado o endemismo da especie da espécie no local, bem como as características paisagística, ambientais e ecológicas, seria importante a demarcação da Serra do Roncador, ou parte dela, dentro alguma categoria de Unidade de Conservação segundo o Sistema Nacional de Unidades de Conservação. ",
BROMELIACEAE,"Tillandsia sprengeliana","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Chapada Diamantina.",
COMMELINACEAE,"Tripogandra elata","3.4 Ex-situ conservation","on going","Cultivada no Museu de Biologia Mello Leitão, no estado do Espírito Santo (J.A. Lombardi 1144), e no Jardim Botânico de Belo Horizonte em Minas Gerais (Pellegrini, com. pess.).",
COMMELINACEAE,"Tripogandra warmingiana","1.1 Site/area protection","on going","Ocorre em Unidades de Conservação: Reserva Ecológica do Rio das Pedras (J.A. Lira Neto 473) e Parque Estadual da Serra da Tiririca no estado do Rio de Janeiro, APA Carste de Lagoa Santa e Estação Biológica de Caratinga em Minas Gerais (Herrmann et al., 1998; Pellegrini et al., 2013).","PELLEGRINI, M.O.O.; AONA-PINHEIRO, L.Y.S.; FORZZA, R.C. Taxonomy and conservation status of Tripogandra warmingiana (Seub.) Handlos (Commelinaceae), a previously obscure taxon from Brazil. Phytotaxa 91 (2): 39–49, 2013.;HERRMANN, G.; KOHLER, H.C.; DUARTE, J.C.; CARVALHO, P.G.S. Plano de Manejo Área de Proteção Ambiental Carste de Lagoa Santa. Instituto Brasileiro  do Meio Ambiente e dos Recursos Naturais Renováveis. IBAMA; CPRM; GERIDE; Fundação Biodiversitas. Belo Horizonte, MG. 1998."
TURNERACEAE,"Turnera cipoensis","1.1 Site/area protection","on going","Ocorre no Parque Nacional da Serra do Cipó (G.S. França s.n., BHCB 17636), no município de Santana do Riacho, e no Parque Nacional da Serra da Canastra, no município de São Roque de Minas (L.S. Kinoshita et al. 96145) em Minas Gerais.",
TURNERACEAE,"Turnera ignota","1.1 Site/area protection","on going","A espécie ocorre no Parque Estadual do Rio Preto (Arbo & Giulietti, 2009).

","ARBO, M.M.; GIULIETTI, A.M.  Turneraceae  In: GIULIETTI, A.M.; RAPINI, A.; ANDRADE, M.J.G.; QUEIROZ, L.P.; SILVA, J.M.C. Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 385-390."
TURNERACEAE,"Turnera luetzelburgii","1.1 Site/area protection","on going","Ocorre no Parque Nacional da Chapada Diamantina (A.A. Conceição 4110).
",
TURNERACEAE,"Turnera pinifolia","1.1 Site/area protection","on going"," A espécie ocorre no Parque Estadual da Serra dos Pirineus (M.L. Fonseca 5021).",
VELLOZIACEAE,"Vellozia crinita","5.1.2 National level","on going","Considerada ""Vulnerável"" (VU) em avaliação empreendida pela Biodiversitas (2007).",
VELLOZIACEAE,"Vellozia crinita","1.1 Site/area protection","on going","Ocorre em Unidade de Conservação: Parque Estadual de Ibitipoca (R. Mello-Silva 3249).",
VELLOZIACEAE,"Vellozia spiralis","1.1 Site/area protection","on going","Ocorre em Unidade de Conservação: Parque Estadual de Grão-Mogol (J. Alcantara 1210).",
VOCHYSIACEAE,"Vochysia petraea","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Chapada dos Guimarães.",
VOCHYSIACEAE,"Vochysia pygmaea","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipó.",
VOCHYSIACEAE,"Vochysia rotundifolia","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Serra do Cipóe no Parque Estadual do Biribiri, no estado de Minas Gerais (Shimizu, com. pess.).",
ASTERACEAE,"Wedelia souzae","1.1 Site/area protection","on going","A espécie possui registros dentro dos limites do Parque Nacional da Chapada dos Veadeiros (CNCFlora, 2013).","CNCFlora - Base de Dados do Centro Nacional de Conservação da Flora <www.cncflora.jbrj.gov.,br>. acesso em: 12.11.2013"
XYRIDACEAE,"Xyris archeri","1.1 Site/area protection","on going","A espécie possui registros de coleta dentro dos limites do Parque Estadual de Ibitipoca, MG (R.C. Forzza 3035) e possivelmente dentro dos limites do Parque Nacional da Serra do Cipó (W.A. Archer 4977).",
XYRIDACEAE,"Xyris diaphanobracteata","1.1 Site/area protection",,"A espécie ocorre dentro dos limites do Parque Nacional da Chapada dos Veadeiros (GO) (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>."
XYRIDACEAE,"Xyris goyazensis","1.1 Site/area protection","on going","A espécie ocorre dentro dos limites do Parque Nacional da Chapada dos Veadeiros (GO) (A.A.A. Barbosa 187).",
XYRIDACEAE,"Xyris jataiana","1.1 Site/area protection","on going","A espécie provavelmente ocorre dentro dos limites do Parque Nacional da Chapada dos Veadeiros, GO (Wanderley, 2009).","WANDERLEY, M.G.L. Xyridaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
XYRIDACEAE,"Xyris lanuginosa","1.1 Site/area protection","on going","A espécie apresenta registras dentro dos limites de duas Unidades de Conservação de Proteção Integral: Parque Nacional da Chapada dos Veadeiros (GO) e Parque Nacional da Chapada dos Guimarães (MT) (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>."
XYRIDACEAE,"Xyris mertensiana","1.1 Site/area protection","on going","A espécie ocorre dentro dos limites do Parque Nacional da Chapada Diamantina (Wanderley, 2009; CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>.;WANDERLEY, M.G.L. Xyridaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
XYRIDACEAE,"Xyris obcordata","1.1 Site/area protection","on going","A espécie possui registros de ocorrência no Parque Estadual de Grão Mogol (Wanderley & Silva, 2009).",
XYRIDACEAE,"Xyris paradisiaca","1.1 Site/area protection","on going","A espécie ocorre dentro dos limites do Parque Nacional da Chapada dos Veadeiros (GO) (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>."
XYRIDACEAE,"Xyris picea","1.1 Site/area protection",needed,"Apesar de ocorrer em Unidades de Conservação, as mesmas não são de proteção integral; portanto, existe a necessidade real de se proteger efetivamente a região de ocorrência de X. picea através da criação de novas Unidades de Conservação de Proteção Integral (Fernandez, com. pess.).",
XYRIDACEAE,"Xyris pranceana","1.1 Site/area protection","on going","A espécie provavelmente ocorre dentro dos limites do Parque Nacional da Chapada dos Veadeiros, GO (CNCFlora, 2013).","CNCFlora. 2013. Base de Dados do Centro Nacional de Conservação da Flora. Disponível em: <http://cncflora.jbrj.gov.br/portal/>."
