family,scientificNameWithoutAuthorship,scientificNameAuthorship,analysis,assessment,category,criteria
SOLANACEAE,"Brunfelsia rupestris",Plowman,done,comments,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
SOLANACEAE,"Solanum eitenii",Agra,done,comments,CR,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
SYMPLOCACEAE,"Symplocos glaberrima",Gontsch.,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
SYMPLOCACEAE,"Symplocos insolita","Aranha et al.",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
SYMPLOCACEAE,"Symplocos saxatilis","Aranha et al.",done,comments,CR,"B1ab(i,iii)"
TURNERACEAE,"Piriqueta araguaiana",Arbo,done,comments,DD,
TURNERACEAE,"Piriqueta caiapoensis",Arbo,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
TURNERACEAE,"Piriqueta cristobaliae",Arbo,done,comments,DD,
TURNERACEAE,"Piriqueta emasensis",Arbo,done,comments,DD,
TURNERACEAE,"Piriqueta lourteigiae",Arbo,done,comments,DD,
TURNERACEAE,"Turnera asymmetrica",Arbo,done,comments,DD,
TURNERACEAE,"Turnera cipoensis",Arbo,done,comments,VU,"B1ab(i,ii,iii)"
TURNERACEAE,"Turnera coccinea",Arbo,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
TURNERACEAE,"Turnera collotricha",Arbo,done,comments,CR,"B1ab(i,iii)"
TURNERACEAE,"Turnera coriacea",Urb.,done,comments,EN,"B1ab(i,ii,iii)"
TURNERACEAE,"Turnera elliptica",Urb.,done,comments,DD,
TURNERACEAE,"Turnera foliosa",Urb.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
TURNERACEAE,"Turnera gardneriana",Arbo,done,comments,DD,
TURNERACEAE,"Turnera ignota",Arbo,done,comments,CR,"B2ab(i,ii,iii)"
TURNERACEAE,"Turnera luetzelburgii",Sleumer,done,comments,VU,"B1ab(i,ii,iii)"
TURNERACEAE,"Turnera pinifolia",Cambess.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
TURNERACEAE,"Turnera princeps",Arbo,done,comments,DD,
TURNERACEAE,"Turnera reginae",Arbo,done,comments,DD,
TURNERACEAE,"Turnera revoluta",Urb.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
TURNERACEAE,"Turnera riedeliana",Urb.,done,comments,CR,"B2ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia andersonii","L.B.Sm. & Ayensu",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia blackii",L.B.Sm.,done,comments,VU,"A2c;B1ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia contasana","L.B.Sm. & Ayensu",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,iii)"
VELLOZIACEAE,"Barbacenia cylindrica","L.B.Sm. & Ayensu",done,comments,CR,"B2ab(ii,iii)"
VELLOZIACEAE,"Barbacenia fulva","Goethart & Henrard",done,comments,EN,"B2ab(ii,iii)"
VELLOZIACEAE,"Barbacenia glabra","Goethart & Henrard",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia hatschbachii","L.B.Sm. & Ayensu",done,comments,EN,"B1ab(i,iii)"
VELLOZIACEAE,"Barbacenia lymansmithii","Mello-Silva & N.L.Menezes",done,comments,CR,"B2ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia minima","L.B.Sm. & Ayensu",done,comments,DD,
VELLOZIACEAE,"Barbacenia reflexa","L.B.Sm. & Ayensu",done,comments,CR,"B2ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia regis",L.B.Sm.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia umbrosa","L.B.Sm. & Ayensu",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Barbacenia williamsii",L.B.Sm.,done,comments,EN,"B1ab(i,iii)"
VELLOZIACEAE,"Vellozia bradei",Schulze-Menz,done,comments,CR,"B2ab(i,ii,iii)"
VELLOZIACEAE,"Vellozia costata","L.B.Sm. & Ayensu",done,comments,DD,
VELLOZIACEAE,"Vellozia crinita","Goethart & Henrard",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Vellozia exilis","Goethart & Henrard",done,comments,EN,
VELLOZIACEAE,"Vellozia graomogolensis",L.B.Sm.,done,comments,DD,
VELLOZIACEAE,"Vellozia luteola","Mello-Silva & N.L.Menezes",done,comments,EN,"B2ab(i,ii,iii)"
VELLOZIACEAE,"Vellozia maxillarioides",L.B.Sm.,done,comments,EN,"A2c;B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Vellozia prolifera",Mello-Silva,done,comments,CR,"B2ab(i,ii,iii)"
VELLOZIACEAE,"Vellozia sellowii",Seub.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Vellozia spiralis",L.B.Sm.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VELLOZIACEAE,"Vellozia tillandsioides",Mello-Silva,done,comments,CR,"B1ab(i,iii)"
VELLOZIACEAE,"Vellozia torquata","L.B.Sm. & Ayensu",done,comments,DD,
VERBENACEAE,"Bouchea chascanoides",Moldenke,done,comments,DD,
VERBENACEAE,"Bouchea fluminensis","(Vell.) Moldenke",done,comments,LC,
VERBENACEAE,"Lippia ciliata",Salimena,done,comments,DD,
VERBENACEAE,"Lippia duartei",Moldenke,done,comments,CR,"B1ab(i,ii,iii)"
VERBENACEAE,"Lippia gardneriana",Schauer,done,comments,VU,"B2ab(i,ii,iii)"
VERBENACEAE,"Lippia grandiflora","Mart. & Schauer",done,comments,VU,"B2ab(i,ii,iii)"
VERBENACEAE,"Lippia macedoi",Moldenke,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VERBENACEAE,"Stachytarpheta ajugifolia",Schauer,done,comments,EN,"B2ab(i,ii,iii,iv)"
VERBENACEAE,"Stachytarpheta bicolor",Hook.f.,done,comments,LC,
VERBENACEAE,"Stachytarpheta discolor",Cham.,done,comments,EN,"B1ab(i,ii,iii)+2b(i,ii,iii)"
VERBENACEAE,"Stachytarpheta froesii",Moldenke,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VERBENACEAE,"Stachytarpheta galactea",S.Atkins,done,comments,DD,
VERBENACEAE,"Stachytarpheta integrifolia","(Pohl) Walp.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VERBENACEAE,"Stachytarpheta itambensis",S.Atkins,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VERBENACEAE,"Stachytarpheta lacunosa",Schauer,done,comments,VU,"B2ab(i,ii,iii)"
VERBENACEAE,"Stachytarpheta lychnitis",Mart.,done,comments,VU,"B1ab(i,ii,iii)"
VERBENACEAE,"Stachytarpheta monachinoi",Moldenke,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VERBENACEAE,"Stachytarpheta pohliana",Cham.,done,comments,DD,
VOCHYSIACEAE,"Callisthene erythroclada",Warm.,done,comments,VU,B1ab(iii)+2ab(iii)
VOCHYSIACEAE,"Qualea elegans","Taub. ex Benoist",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VOCHYSIACEAE,"Vochysia petraea",Warm.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VOCHYSIACEAE,"Vochysia pygmaea",Bong.,done,comments,EN,B1ab(iii)+2ab(iii)
VOCHYSIACEAE,"Vochysia rotundifolia",Mart.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
XYRIDACEAE,"Xyris archeri","L.B.Sm. & Downs",done,comments,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris diaphanobracteata","Kral & Wand.",done,comments,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris goyazensis",Malme,done,comments,EN,"B2ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris itambensis","Kral & Wand.",done,comments,DD,
XYRIDACEAE,"Xyris jataiana","Kral & Wand.",done,comments,DD,
XYRIDACEAE,"Xyris lanuginosa",Seub.,done,comments,EN,"B2ab(ii,iii,v)"
XYRIDACEAE,"Xyris mertensiana","Körn. ex Malme",done,comments,EN,"B2ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris obcordata","Kral & Wand.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
XYRIDACEAE,"Xyris paradisiaca",Wand.,done,comments,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris picea","Kral & Wand.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
XYRIDACEAE,"Xyris pranceana","Kral & Wand.",done,comments,DD,
XYRIDACEAE,"Xyris rupicola",Kunth,done,comments,EN,"B1ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris spectabilis",Mart.,done,comments,EN,"B2ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris subsetigera",Malme,done,comments,EN,"B1ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris veruina",Malme,done,comments,EN,"B1ab(i,ii,iii,v)"
XYRIDACEAE,"Xyris vestita",Malme,done,comments,VU,"B2ab(i,iii,v)"
XYRIDACEAE,"Xyris villosicarinata","Kral & Wand.",done,comments,DD,
ERIOCAULACEAE,"Leiothrix fulgida var. milho-verdensis","(Silveira) Giul.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
,,,open,comments,DD,
,,,done,open,LC,
,,,,comments,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v);D1"
,,,open,,,
,,,open,,,
