"Familia";"Nome";"Analise";"Avaliação";"Categoria";"Criterio"
"CLUSIACEAE";"Kielmeyera sigillata";"done";"published";"CR";"B2b(iii,iv,v);D"
"COMBRETACEAE";"Buchenavia hoehneana";"done";"published";"NT";""
"COMBRETACEAE";"Buchenavia iguaratensis";"done";"published";"LC";""
"COMBRETACEAE";"Buchenavia kleinii";"done";"published";"LC";""
"COMBRETACEAE";"Buchenavia pabstii";"done";"published";"VU";"B1ab(i,iii);D2"
"COMBRETACEAE";"Buchenavia rabelloana";"done";"published";"VU";"B1ab(iii);D2"
"COMBRETACEAE";"Combretum rupicola";"done";"published";"CR";"B1ab(i,ii,iii,v);C2a(i);D"
"COMBRETACEAE";"Terminalia acuminata";"done";"published";"EN";"B1ab(iii,v);C2a(i)"
"COMBRETACEAE";"Terminalia argentea";"done";"published";"LC";""
"COMBRETACEAE";"Terminalia januariensis";"done";"published";"LC";""
"COMBRETACEAE";"Terminalia kuhlmannii";"done";"published";"NT";""
"COMBRETACEAE";"Terminalia reitzii";"done";"published";"DD";""
"COMMELINACEAE";"Callisia monandra";"done";"published";"LC";""
"COMMELINACEAE";"Dichorisandra acaulis";"done";"published";"EN";"B1ab(i,ii,v)"
"COMMELINACEAE";"Dichorisandra glaziovii";"done";"published";"VU";"D2"
"COMMELINACEAE";"Dichorisandra leucophthalmos";"done";"published";"VU";"A4c;B1ab(iii,v)"
"COMMELINACEAE";"Dichorisandra neglecta";"done";"published";"CR";"B2ab(iii,v)"
"COMMELINACEAE";"Dichorisandra perforans";"done";"published";"LC";""
"COMMELINACEAE";"Siderasis fuscata";"done";"published";"EN";"B1ab(ii,iii,v)+2ab(ii,iii,v)"
"COMMELINACEAE";"Tinantia erecta";"done";"published";"LC";""
"CONNARACEAE";"Connarus rostratus";"done";"published";"LC";""
"CONNARACEAE";"Rourea gracilis";"done";"published";"NT";""
"CONNARACEAE";"Rourea psammophila";"done";"published";"LC";""
"CONNARACEAE";"Rourea pseudospadicea";"done";"published";"EN";"B2ab(iii)"
"CONVOLVULACEAE";"Aniseia martinicensis var. ambigua";"done";"published";"DD";""
"CONVOLVULACEAE";"Bonamia burchellii";"done";"published";"LC";""
"CONVOLVULACEAE";"Convolvulus hasslerianus";"done";"published";"DD";""
"CONVOLVULACEAE";"Cuscuta obtusiflora";"done";"published";"NT";""
"CONVOLVULACEAE";"Evolvulus aurigenius";"done";"published";"LC";""
"CONVOLVULACEAE";"Evolvulus barbatus";"done";"published";"DD";""
"CONVOLVULACEAE";"Evolvulus chrysotrichos";"done";"published";"EN";"B1ab(iii,iv)"
"CONVOLVULACEAE";"Evolvulus cressoides";"done";"published";"NT";""
"CONVOLVULACEAE";"Evolvulus ericifolius";"done";"published";"LC";""
"CONVOLVULACEAE";"Evolvulus filipes";"done";"published";"LC";""
"CONVOLVULACEAE";"Evolvulus fuscus";"done";"published";"NT";""
"CONVOLVULACEAE";"Evolvulus glaziovii";"done";"published";"VU";"B1ab(iii)"
"CONVOLVULACEAE";"Evolvulus kramerioides";"done";"published";"VU";"B1ab(iii,iv)"
"CONVOLVULACEAE";"Evolvulus rariflorus";"done";"published";"VU";"B1ab(iii,iv)"
"CONVOLVULACEAE";"Evolvulus riedelii";"done";"published";"EN";"B2ab(ii,iii,iv,v)"
"CONVOLVULACEAE";"Evolvulus stellariifolius";"done";"published";"EN";"B2ab(iii,v)"
"CONVOLVULACEAE";"Ipomoea acutisepala";"done";"published";"LC";""
"CONVOLVULACEAE";"Ipomoea argentea";"done";"published";"DD";""
"CONVOLVULACEAE";"Ipomoea campestris";"done";"published";"DD";""
"CONVOLVULACEAE";"Ipomoea carajasensis";"done";"published";"VU";"D2"
"CONVOLVULACEAE";"Ipomoea cavalcantei";"done";"published";"EN";"B1ab(iii,iv)"
"CONVOLVULACEAE";"Ipomoea cynanchifolia";"done";"published";"DD";""
"CONVOLVULACEAE";"Ipomoea daturiflora";"done";"published";"VU";"B1ab(i,iii,iv)"
"CONVOLVULACEAE";"Ipomoea fimbriosepala";"done";"published";"LC";""
"CONVOLVULACEAE";"Ipomoea hirsutissima";"done";"published";"DD";""
"CONVOLVULACEAE";"Ipomoea macedoi";"done";"published";"CR";"B2ab(ii,iii,iv,v)"
"CONVOLVULACEAE";"Ipomoea sericophylla";"done";"published";"LC";""
"CONVOLVULACEAE";"Ipomoea subrevoluta";"done";"published";"VU";"D2"
"CONVOLVULACEAE";"Iseia luxurians";"done";"published";"LC";""
"CONVOLVULACEAE";"Jacquemontia hallieriana";"done";"published";"VU";"B1ab(iii,iv)"
"CONVOLVULACEAE";"Jacquemontia revoluta";"done";"published";"EN";"B1ab(iii,iv)"
"CONVOLVULACEAE";"Merremia aturensis";"done";"published";"LC";""
"CONVOLVULACEAE";"Merremia repens";"done";"published";"EN";"B1ab(iii,iv)"
"CONVOLVULACEAE";"Operculina alata";"done";"published";"LC";""
"CONVOLVULACEAE";"Operculina macrocarpa";"done";"published";"LC";""
"COSTACEAE";"Chamaecostus subsessilis";"";"";"";""
"COSTACEAE";"Chamaecostus cuspidatus";"";"";"";""
"COSTACEAE";"Chamaecostus fragilis";"";"";"";""
"COSTACEAE";"Chamaecostus fusiformis";"";"";"";""
"COSTACEAE";"Costus scaber";"";"";"";""
"CRASSULACEAE";"Crassula peduncularis";"done";"published";"CR";"B1ab(iii,iv)"
"CUCURBITACEAE";"Cayaponia bonariensis";"done";"published";"LC";""
"CUCURBITACEAE";"Cayaponia espelina";"done";"published";"LC";""
"CUCURBITACEAE";"Cayaponia pedata";"done";"published";"DD";""
"CUCURBITACEAE";"Cayaponia trilobata";"done";"published";"LC";""
"CUCURBITACEAE";"Ceratosanthes hilariana";"done";"published";"LC";""
"CULCITACEAE";"Culcita coniifolia";"done";"published";"NT";""
"CUNONIACEAE";"Lamanonia cuneata";"done";"published";"LC";""
"CUNONIACEAE";"Weinmannia discolor";"done";"published";"LC";""
"CUNONIACEAE";"Weinmannia organensis";"done";"published";"NT";""
"CUNONIACEAE";"Weinmannia paulliniifolia";"done";"published";"NT";""
"CYATHEACEAE";"Alsophila capensis";"done";"published";"LC";""
"CYATHEACEAE";"Alsophila capensis subsp. polypodioides";"done";"published";"LC";""
"CYATHEACEAE";"Cnemidaria uleana";"done";"published";"LC";""
"CYATHEACEAE";"Cyathea corcovadensis";"done";"published";"LC";""
"CYATHEACEAE";"Cyathea glaziovii";"done";"published";"LC";""
"CYATHEACEAE";"Cyathea poeppigii";"done";"published";"DD";""
"CYATHEACEAE";"Cyathea pungens";"done";"published";"LC";""
"CYCLANTHACEAE";"Asplundia polymera";"done";"published";"LC";""
"CYCLANTHACEAE";"Asplundia polymera subsp. reitzii";"done";"published";"VU";"D2"
"CYMODOCEACEAE";"Halodule emarginata";"done";"published";"DD";""
"CYMODOCEACEAE";"Halodule wrightii";"done";"published";"LC";""
"CYPERACEAE";"Bulbostylis distichoides";"done";"published";"VU";"D2"
"CYPERACEAE";"Bulbostylis fendleri";"done";"published";"LC";""
"CYPERACEAE";"Bulbostylis latifolia";"done";"published";"NT";""
"CYPERACEAE";"Bulbostylis loefgrenii";"done";"published";"LC";""
"CYPERACEAE";"Bulbostylis nesiotis";"done";"published";"VU";"D2"
"CYPERACEAE";"Bulbostylis smithii";"done";"published";"EN";"B1ab(iii)"
"CYPERACEAE";"Cryptangium claussenii";"done";"published";"LC";""
"CYPERACEAE";"Cyperus atlanticus";"done";"published";"VU";"D2"
"CYPERACEAE";"Cyperus giganteus";"done";"published";"LC";""
"CYPERACEAE";"Cyperus rotundus";"done";"published";"LC";""
"CYPERACEAE";"Eleocharis barrosii";"done";"published";"LC";""
"CYPERACEAE";"Eleocharis bonariensis";"done";"published";"LC";""
"CYPERACEAE";"Eleocharis plicarhachis";"done";"published";"LC";""
"CYPERACEAE";"Eleocharis stenocarpa";"done";"published";"DD";""
"CYPERACEAE";"Eleocharis urceolata";"done";"published";"DD";""
"CYPERACEAE";"Hypolytrum amorimii";"done";"published";"CR";"B1ab(iii,v)"
"CYPERACEAE";"Hypolytrum bahiense";"done";"published";"EN";"B1ab(ii,iii,iv,v)"
"CYPERACEAE";"Hypolytrum lucennoi";"done";"published";"VU";"D2"
"CYPERACEAE";"Hypolytrum paraense";"done";"published";"EN";"B1ab(iii,v)"
"CYPERACEAE";"Lagenocarpus bracteosus";"done";"published";"EN";"B2ab(iii,v)"
"CYPERACEAE";"Machaerina ensifolia";"done";"published";"NT";""
"CYPERACEAE";"Pleurostachys angustifolia";"done";"published";"CR";"B2ab(iii,v)"
"CYPERACEAE";"Pycreus flavescens";"done";"published";"LC";""
"CYPERACEAE";"Rhynchospora biflora";"done";"published";"LC";""
"CYPERACEAE";"Rhynchospora filiformis";"done";"published";"LC";""
"CYPERACEAE";"Rhynchospora nardifolia";"done";"published";"LC";""
"CYPERACEAE";"Rhynchospora paranaensis";"done";"published";"DD";""
"CYPERACEAE";"Rhynchospora warmingii";"done";"published";"LC";""
"CYPERACEAE";"Scleria balansae";"done";"published";"VU";"D2"
"CYPERACEAE";"Trilepis tenuis";"done";"published";"CR";"B2ab(iii,v)"
"DENNSTAEDTIACEAE";"Blotiella lindeniana";"done";"published";"LC";""
"DICHAPETALACEAE";"Stephanopodium engleri";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"DICHAPETALACEAE";"Stephanopodium magnifolium";"done";"published";"CR";"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
"DICKSONIACEAE";"Dicksonia sellowiana";"done";"published";"EN";"A2abcd"
"DICRANACEAE";"Atractylocarpus brasiliensis";"done";"published";"EN";"B1ab(i,ii,iii)"
"DICRANACEAE";"Atractylocarpus longisetus";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"DICRANACEAE";"Campylopus densicoma";"done";"published";"EN";"B1ab(i,ii,iii)"
"DILLENIACEAE";"Davilla glaziovii";"done";"published";"CR";"B1ab(iii)+2ab(iii)"
"DILLENIACEAE";"Davilla macrocarpa";"done";"published";"VU";"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
"DILLENIACEAE";"Doliocarpus glomeratus";"done";"published";"LC";""
"DILLENIACEAE";"Doliocarpus lancifolius";"done";"published";"EN";"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
"DIOSCOREACEAE";"Dioscorea aesculifolia";"done";"published";"DD";""
"DIOSCOREACEAE";"Dioscorea campestris";"done";"published";"LC";""
"DIOSCOREACEAE";"Dioscorea grandiflora";"done";"published";"LC";""
"DIOSCOREACEAE";"Dioscorea kunthiana";"done";"published";"LC";""
"DIOSCOREACEAE";"Dioscorea loefgrenii";"done";"published";"VU";"D2"
"DIOSCOREACEAE";"Dioscorea mantiqueirensis";"done";"published";"CR";"B2ab(i,ii,iii,iv,v)"
"DIOSCOREACEAE";"Dioscorea mollis";"done";"published";"LC";""
"DIOSCOREACEAE";"Dioscorea pseudomacrocapsa";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"DIOSCOREACEAE";"Dioscorea sanpaulensis";"done";"published";"EN";"B1ab(iii,iv,v)"
"DIOSCOREACEAE";"Dioscorea stegelmanniana";"done";"published";"LC";""
"DIOSCOREACEAE";"Dioscorea trilinguis";"done";"published";"EN";"B2ab(i,ii,iii)"
"DITRICHACEAE";"Chrysoblastella chilensis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"DROSERACEAE";"Drosera graomogolensis";"done";"published";"EN";"B2ab(iii)"
"DRYOPTERIDACEAE";"Polybotrya speciosa";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Polystichum bradei";"done";"published";"EN";"B2ab(iii)"
"DRYOPTERIDACEAE";"Ctenitis anniesii";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Ctenitis eriocaulis";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Ctenitis fenestralis";"done";"published";"DD";""
"DRYOPTERIDACEAE";"Elaphoglossum acrocarpum";"done";"published";"VU";"D2"
"DRYOPTERIDACEAE";"Elaphoglossum amplissimum";"done";"published";"EN";"B2ab(i,iii)"
"DRYOPTERIDACEAE";"Elaphoglossum beckeri";"done";"published";"CR";"A2c;B2ab(iii);D"
"DRYOPTERIDACEAE";"Elaphoglossum edwallii";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum gayanum";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum herminieri";"done";"published";"DD";""
"DRYOPTERIDACEAE";"Elaphoglossum iguapense";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum insigne";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum itatiayense";"done";"published";"NT";""
"DRYOPTERIDACEAE";"Elaphoglossum jamesonii";"done";"published";"DD";""
"DRYOPTERIDACEAE";"Elaphoglossum langsdorffii";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum macahense";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum nigrescens";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum pteropus";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum strictum";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum tamandarei";"done";"published";"NT";""
"DRYOPTERIDACEAE";"Elaphoglossum tectum";"done";"published";"LC";""
"DRYOPTERIDACEAE";"Elaphoglossum wettsteinii";"done";"published";"NT";""
"DRYOPTERIDACEAE";"Megalastrum wacketii";"done";"published";"EN";"B2ab(i,ii,iii,iv)"
"EBENACEAE";"Diospyros duartei";"done";"published";"NT";""
"EBENACEAE";"Diospyros hispida";"done";"published";"LC";""
"ELAEOCARPACEAE";"Sloanea garckeana";"done";"published";"LC";""
"ELAEOCARPACEAE";"Sloanea hirsuta";"done";"published";"LC";""
"ELAEOCARPACEAE";"Sloanea obtusifolia";"done";"published";"EN";"A2c"
"ELATINACEAE";"Elatine lindbergii";"";"";"";""
"EPHEDRACEAE";"Ephedra tweediana";"";"";"";""
"ERICACEAE";"Agarista chlorantha";"done";"published";"LC";""
"ERICACEAE";"Agarista niederleinii";"done";"published";"LC";""
"ERICACEAE";"Agarista nummularia";"done";"published";"LC";""
"ERICACEAE";"Agarista pulchra";"done";"published";"NT";""
"ERICACEAE";"Gaultheria sleumeriana";"done";"published";"CR";"B2ab(i,ii,iii);C2a(i,ii);D"
"ERICACEAE";"Gaylussacia angulata";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ERICACEAE";"Gaylussacia caparoensis";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ERICACEAE";"Gaylussacia centunculifolia";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ERICACEAE";"Gaylussacia decipiens";"done";"published";"NT";""
"ERICACEAE";"Gaylussacia harleyi";"done";"published";"VU";"A2c;B1ab(i,iii)"
"ERICACEAE";"Gaylussacia montana";"done";"published";"LC";""
"ERICACEAE";"Gaylussacia oleifolia";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ERICACEAE";"Gaylussacia pruinosa";"done";"published";"CR";"B2ab(i,ii,iii)"
"ERICACEAE";"Gaylussacia retivenia";"done";"published";"CR";"B2ab(i,ii,iii,iv)"
"ERICACEAE";"Gaylussacia retusa";"done";"published";"NT";""
"ERICACEAE";"Gaylussacia rhododendron";"done";"published";"LC";""
"ERICACEAE";"Gaylussacia setosa";"done";"published";"CR";"B1ab(ii,iii)"
"ERICACEAE";"Gaylussacia vitis-idaea";"done";"published";"NT";""
"ERIOCAULACEAE";"Actinocephalus cabralensis";"done";"published";"DD";""
"ERIOCAULACEAE";"Actinocephalus ciliatus";"done";"published";"DD";""
"ERIOCAULACEAE";"Actinocephalus cipoensis";"done";"published";"CR";"B2ab(ii,iii,iv)"
"ERIOCAULACEAE";"Actinocephalus claussenianus";"done";"published";"VU";"D2"
"ERIOCAULACEAE";"Eriocaulon melanolepis";"done";"published";"DD";""
"ERIOCAULACEAE";"Leiothrix echinocephala";"done";"published";"VU";"B1a+2b(i,iii,iv)"
"ERIOCAULACEAE";"Leiothrix gomesii";"done";"published";"DD";""
"ERIOCAULACEAE";"Leiothrix linearis";"done";"published";"DD";""
"ERIOCAULACEAE";"Leiothrix schlechtendalii";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus ater";"done";"published";"CR";"B1ab(i,ii,iii)"
"ERIOCAULACEAE";"Paepalanthus bellus";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus catharinae var. hatschbachii";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus crinitus";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus extremensis";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus garimpensis";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus grao-mogolensis";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus hydra";"done";"published";"EN";"B1ab(i,iii,iv)"
"ERIOCAULACEAE";"Paepalanthus lepidus";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus rhizomatosus";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus scytophyllus";"done";"published";"DD";""
"ERIOCAULACEAE";"Paepalanthus uncinatus";"done";"published";"DD";""
"ERIOCAULACEAE";"Comanthera bahiensis";"done";"published";"EN";"B1ab(i,iii,iv)"
"ERIOCAULACEAE";"Comanthera brasiliana";"done";"published";"CR";"B1ab(i,ii,iii,v)"
"ERIOCAULACEAE";"Syngonanthus caulescens";"done";"published";"LC";""
"ERIOCAULACEAE";"Comanthera elegans";"done";"published";"EN";"B1ab(i,iii,iv)"
"ERIOCAULACEAE";"Comanthera harleyi";"done";"published";"VU";"B1ab(i,iii,iv)"
"ERIOCAULACEAE";"Syngonanthus helminthorrhizus";"done";"published";"LC";""
"ERIOCAULACEAE";"Syngonanthus itambeensis";"done";"published";"EN";"B1ab(i,iii,v)"
"ERIOCAULACEAE";"Syngonanthus laricifolius";"done";"published";"VU";"B1ab(i,iii,iv)"
"ERIOCAULACEAE";"Comanthera magnifica";"done";"published";"DD";""
"ERIOCAULACEAE";"Comanthera mucugensis";"done";"published";"EN";"B1ab(i,iii,iv)"
"ERIOCAULACEAE";"Syngonanthus niger";"done";"published";"DD";""
"ERIOCAULACEAE";"Comanthera suberosa";"done";"published";"DD";""
"ERIOCAULACEAE";"Comanthera vernonioides";"done";"published";"DD";""
"ERIOCAULACEAE";"Syngonanthus widgrenianus";"done";"published";"DD";""
"ERYTHROXYLACEAE";"Erythroxylum ambiguum";"done";"published";"LC";""
"ERYTHROXYLACEAE";"Erythroxylum anguifugum";"done";"published";"LC";""
"ERYTHROXYLACEAE";"Erythroxylum bezerrae";"done";"published";"EN";"B2ab(iii,v)"
"ERYTHROXYLACEAE";"Erythroxylum catharinense";"done";"published";"EN";"B2ab(iii,v)"
"ERYTHROXYLACEAE";"Erythroxylum coelophlebium";"done";"published";"LC";""
"ERYTHROXYLACEAE";"Erythroxylum compressum";"done";"published";"EN";"B2ab(iii)"
"ERYTHROXYLACEAE";"Erythroxylum distortum";"done";"published";"NT";""
"ERYTHROXYLACEAE";"Erythroxylum leal-costae";"done";"published";"CR";"A2c"
"ERYTHROXYLACEAE";"Erythroxylum maracasense";"done";"published";"NT";""
"ERYTHROXYLACEAE";"Erythroxylum mattos-silvae";"done";"published";"EN";"B2ab(iii,v)"
"ERYTHROXYLACEAE";"Erythroxylum membranaceum";"done";"published";"EN";"B1ab(iii,v)"
"ERYTHROXYLACEAE";"Erythroxylum myrsinites";"done";"published";"LC";""
"ERYTHROXYLACEAE";"Erythroxylum nelson-rosae";"done";"published";"EN";"B1ab(iii,v)"
"ERYTHROXYLACEAE";"Erythroxylum passerinum";"done";"published";"LC";""
"ERYTHROXYLACEAE";"Erythroxylum pauferrense";"done";"published";"EN";"B2ab(iii,v)"
"ERYTHROXYLACEAE";"Erythroxylum pelleterianum";"done";"published";"LC";""
"ERYTHROXYLACEAE";"Erythroxylum petrae-caballi";"done";"published";"VU";"B1ab(iii,v)"
"ERYTHROXYLACEAE";"Erythroxylum pulchrum";"done";"published";"LC";""
"ERYTHROXYLACEAE";"Erythroxylum tianguanum";"done";"published";"CR";"B1ab(iii,v)"
"ESCALLONIACEAE";"Escallonia chlorophylla";"done";"published";"LC";""
"ESCALLONIACEAE";"Escallonia farinacea";"done";"published";"LC";""
"ESCALLONIACEAE";"Escallonia obtusissima";"done";"published";"VU";"B2b(i,ii,iii)"
"ESCALLONIACEAE";"Escallonia petrophila";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"EUPHORBIACEAE";"Adenophaedra cearensis";"done";"published";"CR";"B2ab(iii)"
"EUPHORBIACEAE";"Algernonia dimitrii";"done";"published";"CR";"A2c"
"EUPHORBIACEAE";"Algernonia kuhlmannii";"done";"published";"CR";"B2ab(iii)"
"EUPHORBIACEAE";"Astraea cincta";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Astraea lobata";"done";"published";"LC";""
"EUPHORBIACEAE";"Bernardia confertifolia";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Bernardia crassifolia";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Bernardia similis";"done";"published";"DD";""
"EUPHORBIACEAE";"Caperonia buettneriacea";"done";"published";"VU";"D2"
"EUPHORBIACEAE";"Caperonia palustris";"done";"published";"LC";""
"EUPHORBIACEAE";"Chiropetalum gymnadenium";"done";"published";"VU";"A2c"
"EUPHORBIACEAE";"Chiropetalum foliosum";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Croton compressus";"done";"published";"LC";""
"EUPHORBIACEAE";"Croton glechomifolius";"done";"published";"DD";""
"EUPHORBIACEAE";"Croton hirtus";"done";"published";"LC";""
"EUPHORBIACEAE";"Croton leptobotryus";"done";"published";"VU";"B2ab(iii)"
"EUPHORBIACEAE";"Croton luetzelburgii";"done";"published";"DD";""
"EUPHORBIACEAE";"Croton serratifolius";"done";"published";"LC";""
"EUPHORBIACEAE";"Croton sphaerogynus";"done";"published";"LC";""
"EUPHORBIACEAE";"Dalechampia glechomifolia";"done";"published";"LC";""
"EUPHORBIACEAE";"Dalechampia leandrii";"done";"published";"NT";""
"EUPHORBIACEAE";"Dalechampia purpurata";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Dalechampia riparia";"done";"published";"CR";"B2ab(iii)"
"EUPHORBIACEAE";"Dalechampia weddelliana";"done";"published";"LC";""
"EUPHORBIACEAE";"Euphorbia appariciana";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Euphorbia attastoma";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Euphorbia crossadenia";"done";"published";"EN";"B2ab(iii)"
"EUPHORBIACEAE";"Euphorbia gymnoclada";"done";"published";"VU";"A2c"
"EUPHORBIACEAE";"Euphorbia holochlorina";"done";"published";"CR";"B2ab(iii)"
"EUPHORBIACEAE";"Joannesia princeps";"done";"published";"LC";""
"EUPHORBIACEAE";"Manihot carthaginensis";"done";"published";"LC";""
"EUPHORBIACEAE";"Manihot procumbens";"done";"published";"VU";"B2ab(iii)"
"EUPHORBIACEAE";"Tetrorchidium rubrivenium";"done";"published";"LC";""
"FABACEAE";"Abarema acreana";"done";"published";"DD";""
"FABACEAE";"Abarema cochliacarpos";"done";"published";"LC";""
"FABACEAE";"Abarema filamentosa";"done";"published";"LC";""
"FABACEAE";"Abarema obovata";"done";"published";"LC";""
"FABACEAE";"Abarema turbinata";"done";"published";"NT";""
"FABACEAE";"Abarema villifera";"done";"published";"DD";""
"FABACEAE";"Senegalia parviceps";"done";"published";"DD";""
"FABACEAE";"Adesmia paranensis";"done";"published";"NT";""
"FABACEAE";"Aeschynomene denticulata";"done";"published";"LC";""
"FABACEAE";"Aeschynomene fructipendula";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"FABACEAE";"Aeschynomene montevidensis";"done";"published";"LC";""
"FABACEAE";"Aeschynomene selloi";"done";"published";"LC";""
"FABACEAE";"Albizia burkartiana";"done";"published";"VU";"D2"
"FABACEAE";"Albizia decandra";"done";"published";"NT";""
"FABACEAE";"Albizia edwallii";"done";"published";"LC";""
"FABACEAE";"Albizia glabripetala";"done";"published";"EN";"B1ab(i,ii,iii)"
"FABACEAE";"Albizia niopoides";"done";"published";"LC";""
"FABACEAE";"Amburana acreana";"done";"published";"VU";"A2cd"
"FABACEAE";"Andira vermifuga";"done";"published";"LC";""
"FABACEAE";"Apuleia leiocarpa";"done";"published";"VU";"A2d"
