"Familia";"Nome";"Analise";"Avaliação";"Categoria";"Criterio"
"BROMELIACEAE";"Tillandsia reclinata";"done";"published";"CR";"B2ab(ii,iii,v);C2a(i,ii);D"
"BROMELIACEAE";"Tillandsia recurvifolia";"done";"published";"DD";""
"BROMELIACEAE";"Tillandsia streptocarpa";"done";"published";"LC";""
"BROMELIACEAE";"Tillandsia sucrei";"done";"published";"CR";"B1ab(iii,v)+2ab(iii,v)"
"BROMELIACEAE";"Tillandsia tenuifolia";"done";"published";"LC";""
"BROMELIACEAE";"Tillandsia toropiensis";"done";"published";"DD";""
"BROMELIACEAE";"Tillandsia tricholepis";"done";"published";"LC";""
"BROMELIACEAE";"Tillandsia usneoides";"done";"published";"LC";""
"BROMELIACEAE";"Tillandsia winkleri";"done";"published";"DD";""
"BROMELIACEAE";"Tillandsia xiphioides";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea altimontana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea altomacaensis";"done";"published";"CR";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea amadoi";"done";"published";"CR";"B2ab(ii,iii)"
"BROMELIACEAE";"Vriesea amethystina";"done";"published";"CR";"B1ab(iii)"
"BROMELIACEAE";"Vriesea appariciana";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea arachnoidea";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea atropurpurea";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea belloi";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea biguassuensis";"done";"published";"EN";"B1ab(ii,iii)"
"BROMELIACEAE";"Vriesea bituminosa";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea bleherae";"done";"published";"CR";"B2ab(iii)"
"BROMELIACEAE";"Vriesea botafogensis";"done";"published";"CR";"B1ab(ii,iii,v)+2ab(ii,iii,v)"
"BROMELIACEAE";"Vriesea brassicoides";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea breviscapa";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea brusquensis";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea cacuminis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea calimaniana";"done";"published";"CR";"B2ab(iii)"
"BROMELIACEAE";"Vriesea carinata";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea cearensis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea clausseniana";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea colnagoi";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea corcovadensis";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea costae";"done";"published";"CR";"B2ab(iii)"
"BROMELIACEAE";"Vriesea debilis";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea delicatula";"done";"published";"VU";"B1ab(iii)"
"BROMELIACEAE";"Vriesea diamantinensis";"done";"published";"EN";"B1b(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea drepanocarpa";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea duvaliana";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea eltoniana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea erythrodactylon";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea flammea";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea flava";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea fosteriana";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea friburgensis var. tucumanensis";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea funebris";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea gigantea";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea goniorachis";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea gracilior";"done";"published";"VU";"B1ab(iii)"
"BROMELIACEAE";"Vriesea harrylutheri";"done";"published";"CR";"B2ab(iii)"
"BROMELIACEAE";"Vriesea hieroglyphica";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea hoehneana";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea incurvata";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea itatiaiae";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea kautskyana";"done";"published";"VU";"B1ab(iii)"
"BROMELIACEAE";"Vriesea languida";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea leptantha";"done";"published";"CR";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea longistaminea";"done";"published";"CR";"B2ab(ii,iii)"
"BROMELIACEAE";"Vriesea lubbersii";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea menescalii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea minarum";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"BROMELIACEAE";"Vriesea morrenii";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea muelleri";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea neoglutinosa";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea pabstii";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea pardalina";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea parviflora";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea pastuchoffiana";"done";"published";"EN";"B1ab(iii)+2ab(iii);C2a(ii)"
"BROMELIACEAE";"Vriesea pauperrima";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea penduliflora";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"BROMELIACEAE";"Vriesea pereirae";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea philippocoburgii";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea pinottii";"done";"published";"EN";"B1ab(ii,iii)"
"BROMELIACEAE";"Vriesea platynema";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea platzmannii";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea plurifolia";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea procera";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea procera var. debilis";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea psittacina";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea racinae";"done";"published";"EN";"B1ab(iii)"
"BROMELIACEAE";"Vriesea recurvata";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea reitzii";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea repandostachys";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea rhodostachys";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea rodigasiana";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea rubyae";"done";"published";"CR";"B1ab(iii)+2ab(iii);C2a(i);D"
"BROMELIACEAE";"Vriesea saundersii";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea sazimae";"done";"published";"VU";"B1ab(iii)"
"BROMELIACEAE";"Vriesea scalaris";"done";"published";"LC";""
"BROMELIACEAE";"Vriesea sceptrum";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea schunkii";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea schwackeana";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea seideliana";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea sparsiflora";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea sucrei";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BROMELIACEAE";"Vriesea thyrsoidea";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea triangularis";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea triligulata";"done";"published";"NT";""
"BROMELIACEAE";"Vriesea vidalii";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea warmingii";"done";"published";"DD";""
"BROMELIACEAE";"Vriesea wawranea";"done";"published";"EN";"B1ab(iii)"
"BROMELIACEAE";"Vriesea weberi";"done";"published";"CR";"B2ab(iii)"
"BROMELIACEAE";"Wittrockia superba";"done";"published";"EN";"C2a(i)"
"BROMELIACEAE";"Bromelia macedoi";"done";"published";"VU";"D2"
"BRUCHIACEAE";"Pringleella subulata";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"BRYACEAE";"Brachymenium hornschunchianum";"done";"published";"LC";""
"BURMANNIACEAE";"Apteria aphylla";"done";"published";"LC";""
"BURMANNIACEAE";"Burmannia bicolor";"done";"published";"LC";""
"BURMANNIACEAE";"Burmannia flava";"done";"published";"LC";""
"BURMANNIACEAE";"Cymbocarpa refracta";"done";"published";"LC";""
"BURMANNIACEAE";"Dictyostega orobanchoides";"done";"published";"LC";""
"BURMANNIACEAE";"Miersiella umbellata";"done";"published";"LC";""
"BURSERACEAE";"Bursera simaruba";"done";"published";"VU";"B2ab(iii)"
"BURSERACEAE";"Dacryodes edilsonii";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"BURSERACEAE";"Protium bahianum";"done";"published";"EN";"B2ab(ii,iii)"
"BURSERACEAE";"Protium giganteum var. crassifolium";"done";"published";"VU";"B1ab(ii,iii)"
"BURSERACEAE";"Protium heptaphyllum subsp. cordatum";"done";"published";"DD";""
"BURSERACEAE";"Protium icicariba var. talmonii";"done";"published";"EN";"B1ab(iii)"
"BURSERACEAE";"Protium inodorum";"done";"published";"EN";"B1ab(iii)"
"BURSERACEAE";"Protium kleinii";"done";"published";"LC";""
"BURSERACEAE";"Tetragastris occhionii";"done";"published";"EN";"B2ab(ii,iii)"
"BURSERACEAE";"Trattinnickia ferruginea";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"BURSERACEAE";"Trattinnickia mensalis";"done";"published";"EN";"B2ab(iii)"
"CABOMBACEAE";"Cabomba aquatica";"done";"published";"LC";""
"CABOMBACEAE";"Cabomba caroliniana";"done";"published";"LC";""
"CABOMBACEAE";"Cabomba furcata";"done";"published";"LC";""
"CACTACEAE";"Arrojadoa bahiensis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Arrojadoa dinae";"done";"published";"NT";""
"CACTACEAE";"Arrojadoa eriocaulis";"done";"published";"EN";"B2ab(iii)"
"CACTACEAE";"Arthrocereus glaziovii";"done";"published";"EN";"B1ab(ii,iii)"
"CACTACEAE";"Arthrocereus melanurus subsp. melanurus";"done";"published";"EN";"B2ab(iii)"
"CACTACEAE";"Arthrocereus melanurus subsp. magnus";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Arthrocereus melanurus subsp. odorus";"done";"published";"EN";"B1ab(iii)"
"CACTACEAE";"Arthrocereus rondonianus";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Brasilicereus markgrafii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Brasiliopuntia brasiliensis";"done";"published";"LC";""
"CACTACEAE";"Cereus mirabella";"done";"published";"VU";"B2ab(ii,iii)"
"CACTACEAE";"Cipocereus bradei";"done";"published";"VU";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Cipocereus crassisepalus";"done";"published";"EN";"B1ab(i,iii,iv)"
"CACTACEAE";"Cipocereus laniflorus";"done";"published";"EN";"D"
"CACTACEAE";"Cipocereus minensis";"done";"published";"VU";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Cipocereus pusilliflorus";"done";"published";"CR";"C1+2a(i)"
"CACTACEAE";"Coleocephalocereus buxbaumianus subsp. flavisetus";"done";"published";"VU";"B2ab(ii,iii)"
"CACTACEAE";"Coleocephalocereus fluminensis subsp. decumbens";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Coleocephalocereus purpureus";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Discocactus bahiensis";"done";"published";"VU";"B2ab(ii,iii,iv)"
"CACTACEAE";"Discocactus catingicola";"done";"published";"VU";"B2ab(iii)"
"CACTACEAE";"Discocactus ferricola";"done";"published";"DD";""
"CACTACEAE";"Discocactus heptacanthus";"done";"published";"DD";""
"CACTACEAE";"Discocactus horstii";"done";"published";"CR";"B2ab(iii)"
"CACTACEAE";"Discocactus placentiformis";"done";"published";"NT";""
"CACTACEAE";"Discocactus pseudoinsignis";"done";"published";"CR";"B1ab(ii,iii)"
"CACTACEAE";"Discocactus zehntneri";"done";"published";"VU";"B1ab(i,iii,iv)"
"CACTACEAE";"Echinopsis calochlora";"done";"published";"CR";"B2ab(iii)"
"CACTACEAE";"Echinopsis oxygona";"done";"published";"EN";"B1ab(iii,v)+2ab(iii,v)"
"CACTACEAE";"Epiphyllum phyllanthus";"done";"published";"LC";""
"CACTACEAE";"Espostoopsis dybowskii";"done";"published";"EN";"B2ab(iii)"
"CACTACEAE";"Facheiroa cephaliomelana";"done";"published";"EN";"B2ab(iii)"
"CACTACEAE";"Facheiroa cephaliomelana subsp. estevesii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Facheiroa ulei";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Frailea buenekeri";"done";"published";"EN";"B1ab(iii)"
"CACTACEAE";"Frailea castanea";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Frailea curvispina";"done";"published";"DD";""
"CACTACEAE";"Frailea gracillima";"done";"published";"NT";""
"CACTACEAE";"Frailea mammifera";"done";"published";"CR";"B2ab(iii)"
"CACTACEAE";"Frailea phaeodisca";"done";"published";"EN";"B1ab(iii,iv,v)+2ab(iii,iv,v)"
"CACTACEAE";"Frailea pumila";"done";"published";"VU";"B1ab(iii)"
"CACTACEAE";"Frailea pygmaea";"done";"published";"VU";"B1ab(iii,iv,v)"
"CACTACEAE";"Frailea schilinzkyana";"done";"published";"DD";""
"CACTACEAE";"Gymnocalycium denudatum";"done";"published";"EN";"B1ab(iii,iv,v)"
"CACTACEAE";"Gymnocalycium horstii";"done";"published";"DD";""
"CACTACEAE";"Gymnocalycium horstii subsp. buenekeri";"done";"published";"DD";""
"CACTACEAE";"Hatiora cylindrica";"done";"published";"DD";""
"CACTACEAE";"Hatiora herminiae";"done";"published";"VU";"B1ab(iii,iv,v)"
"CACTACEAE";"Hatiora rosea";"done";"published";"DD";""
"CACTACEAE";"Hylocereus setaceus";"done";"published";"LC";""
"CACTACEAE";"Lepismium cruciforme";"done";"published";"LC";""
"CACTACEAE";"Lepismium houlletianum";"done";"published";"LC";""
"CACTACEAE";"Lepismium warmingianum";"done";"published";"LC";""
"CACTACEAE";"Melocactus azureus";"done";"published";"EN";"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
"CACTACEAE";"Melocactus conoideus";"done";"published";"CR";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"CACTACEAE";"Melocactus deinacanthus";"done";"published";"CR";"A3c;B2ab(i,iii)"
"CACTACEAE";"Melocactus ferreophilus";"done";"published";"EN";"A3c;B1ab(i,ii,iii,v);C2a(i)"
"CACTACEAE";"Melocactus glaucescens";"done";"published";"EN";"A3ce;B1ab(iii);C2a(i)"
"CACTACEAE";"Melocactus lanssensianus";"done";"published";"EN";"B1b(i,iii)"
"CACTACEAE";"Melocactus pachyacanthus";"done";"published";"EN";"B1ab(i,iii,v)"
"CACTACEAE";"Melocactus paucispinus";"done";"published";"VU";"B1ab(iii,v);C2a(i)"
"CACTACEAE";"Melocactus violaceus";"done";"published";"VU";"A2c"
"CACTACEAE";"Melocactus violaceus subsp. ritteri";"done";"published";"EN";"A3c;B1ab(i,iii,iv,v)"
"CACTACEAE";"Micranthocereus albicephalus";"done";"published";"EN";"B1ab(iii)"
"CACTACEAE";"Micranthocereus auriazureus";"done";"published";"EN";"B1ab(iii,v)+2ab(iii,v)"
"CACTACEAE";"Micranthocereus dolichospermaticus";"done";"published";"EN";"B1ab(ii,iii)"
"CACTACEAE";"Micranthocereus polyanthus";"done";"published";"EN";"B1b(iii,v)+2b(iii,v)"
"CACTACEAE";"Micranthocereus streckeri";"done";"published";"CR";"B2ab(i,ii,iii,v);C2a(ii)"
"CACTACEAE";"Micranthocereus violaciflorus";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CACTACEAE";"Opuntia monacantha";"done";"published";"LC";""
"CACTACEAE";"Parodia alacriportana";"done";"published";"DD";""
"CACTACEAE";"Parodia arnostiana";"done";"published";"DD";""
"CACTACEAE";"Parodia buiningii";"done";"published";"DD";""
"CACTACEAE";"Parodia concinna";"done";"published";"EN";"A2c;B1ab(i,ii,iii,iv,v)"
"CACTACEAE";"Parodia crassigibba";"done";"published";"EN";"B1ab(i,ii,iii,iv,v)"
"CACTACEAE";"Parodia erinacea";"done";"published";"EN";"A2c;B1ab(i,ii,iii,iv,v)"
"CACTACEAE";"Parodia haselbergii";"done";"published";"DD";""
"CACTACEAE";"Parodia haselbergii subsp. graessneri";"done";"published";"DD";""
"CACTACEAE";"Parodia herteri";"done";"published";"DD";""
"CACTACEAE";"Parodia horstii";"done";"published";"DD";""
"CACTACEAE";"Parodia leninghausii";"done";"published";"DD";""
"CACTACEAE";"Parodia linkii";"done";"published";"LC";""
"CACTACEAE";"Parodia magnifica";"done";"published";"DD";""
"CACTACEAE";"Parodia mammulosa";"done";"published";"EN";"B1ab(i,ii,iii,iv,v)"
"CACTACEAE";"Parodia neohorstii";"done";"published";"DD";""
"CACTACEAE";"Parodia ottonis";"done";"published";"LC";""
"CACTACEAE";"Parodia oxycostata";"done";"published";"VU";"B2ab(iii);C2a(i)"
"CACTACEAE";"Parodia rechensis";"done";"published";"CR";"A2ad;C2a(i,ii);D"
"CACTACEAE";"Parodia schumanniana";"done";"published";"DD";""
"CACTACEAE";"Parodia scopa";"done";"published";"EN";"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
"CACTACEAE";"Pereskia aculeata";"done";"published";"LC";""
"CACTACEAE";"Pereskia aureiflora";"done";"published";"VU";"A2c;B1ab(ii,iii)"
"CACTACEAE";"Pereskia bahiensis";"done";"published";"LC";""
"CACTACEAE";"Pereskia grandifolia";"done";"published";"LC";""
"CACTACEAE";"Pereskia stenantha";"done";"published";"LC";""
"CACTACEAE";"Pilosocereus arrabidae";"done";"published";"LC";""
"CACTACEAE";"Pilosocereus aureispinus";"done";"published";"DD";""
"CACTACEAE";"Pilosocereus aurisetus subsp. aurilanatus";"done";"published";"EN";"B1ab(iii)"
"CACTACEAE";"Pilosocereus azulensis";"done";"published";"CR";"B1a+2ab(iii);C2a(i,ii)"
"CACTACEAE";"Pilosocereus brasiliensis";"done";"published";"NT";""
"CACTACEAE";"Pilosocereus floccosus";"done";"published";"NT";""
"CACTACEAE";"Pilosocereus floccosus subsp. quadricostatus";"done";"published";"EN";"B1ab(i,iii)"
"CACTACEAE";"Pilosocereus fulvilanatus";"done";"published";"EN";"B1ab(i,iii)"
"CACTACEAE";"Pilosocereus glaucochrous";"done";"published";"VU";"B1b(i,iii)"
"CACTACEAE";"Pilosocereus machrisii";"done";"published";"LC";""
"CACTACEAE";"Pilosocereus magnificus";"done";"published";"EN";"B1ab(i,iii)"
"CACTACEAE";"Pilosocereus multicostatus";"done";"published";"EN";"B1ab(iii)"
"CACTACEAE";"Pilosocereus piauhyensis";"done";"published";"LC";""
"CACTACEAE";"Pseudoacanthocereus brasiliensis";"done";"published";"DD";""
"CACTACEAE";"Quiabentia zehntneri";"done";"published";"LC";""
"CACTACEAE";"Rhipsalis baccifera subsp. hileiabaiana";"done";"published";"DD";""
"CACTACEAE";"Rhipsalis cereoides";"done";"published";"CR";"B1ab(iii,iv)"
"CACTACEAE";"Rhipsalis crispata";"done";"published";"DD";""
"CACTACEAE";"Rhipsalis dissimilis";"done";"published";"DD";""
"CACTACEAE";"Rhipsalis elliptica";"done";"published";"LC";""
"CACTACEAE";"Rhipsalis floccosa";"done";"published";"LC";""
"CACTACEAE";"Rhipsalis hoelleri";"done";"published";"NT";""
"CACTACEAE";"Rhipsalis oblonga";"done";"published";"NT";""
"CACTACEAE";"Rhipsalis pacheco-leonis";"done";"published";"EN";"B1ab(iii)"
"CACTACEAE";"Rhipsalis paradoxa";"done";"published";"LC";""
"CACTACEAE";"Rhipsalis paradoxa subsp. septentrionalis";"done";"published";"EN";"B1ab(iii,iv)"
"CACTACEAE";"Rhipsalis pilocarpa";"done";"published";"NT";""
"CACTACEAE";"Rhipsalis russellii";"done";"published";"LC";""
"CACTACEAE";"Rhipsalis sulcata";"done";"published";"DD";""
"CACTACEAE";"Schlumbergera kautskyi";"done";"published";"EN";"B1ab(v)"
"CACTACEAE";"Schlumbergera microsphaerica";"done";"published";"VU";"B1a+2ac(iii,iv)"
"CACTACEAE";"Schlumbergera opuntioides";"done";"published";"VU";"B1ab(iii)"
"CACTACEAE";"Schlumbergera truncata";"done";"published";"LC";""
"CACTACEAE";"Tacinga braunii";"done";"published";"VU";"D2"
"CACTACEAE";"Tacinga funalis";"done";"published";"DD";""
"CACTACEAE";"Tacinga inamoena";"done";"published";"DD";""
"CACTACEAE";"Tacinga palmadora";"done";"published";"LC";""
"CACTACEAE";"Tacinga saxatilis";"done";"published";"LC";""
"CACTACEAE";"Tacinga saxatilis subsp. estevesii";"done";"published";"DD";""
"CACTACEAE";"Tacinga werneri";"done";"published";"DD";""
"CACTACEAE";"Uebelmannia buiningii";"done";"published";"CR";"B2ab(iii,v);C2a(i)"
"CACTACEAE";"Uebelmannia gummifera";"done";"published";"VU";"B1ab(iii)"
"CACTACEAE";"Uebelmannia pectinifera";"done";"published";"EN";"C2a(i)"
"CALYCERACEAE";"Acicarpha tribuloides";"done";"published";"LC";""
"CALYCERACEAE";"Boopis bupleuroides";"done";"published";"EN";"B2ab(iii)"
"CALYCERACEAE";"Boopis itatiaiae";"done";"published";"EN";"B2ab(iii,iv)"
"CAMPANULACEAE";"Lobelia anceps";"done";"published";"EN";"B2ab(iii,iv)"
"CAMPANULACEAE";"Lobelia hederacea";"done";"published";"NT";""
"CAMPANULACEAE";"Lobelia hilaireana";"done";"published";"EN";"B1ab(iii)"
"CAMPANULACEAE";"Lobelia langeana";"done";"published";"EN";"B2ab(iii,iv)"
"CAMPANULACEAE";"Lobelia nummularioides";"done";"published";"LC";""
"CAMPANULACEAE";"Lobelia santos-limae";"done";"published";"CR";"B1ab(iii)"
"CAMPANULACEAE";"Lobelia xalapensis";"done";"published";"LC";""
"CAMPANULACEAE";"Siphocampylus corymbiferus";"done";"published";"NT";""
"CAMPANULACEAE";"Siphocampylus lycioides";"done";"published";"NT";""
"CAMPANULACEAE";"Siphocampylus verticillatus";"done";"published";"LC";""
"CANNABACEAE";"Celtis ehrenbergiana";"done";"published";"LC";""
"CAPPARACEAE";"Crateva tapia";"";"";"";""
"CAPPARACEAE";"Hemiscola diffusa";"";"";"";""
"CARICACEAE";"Jacaratia spinosa";"done";"published";"LC";""
"CARYOCARACEAE";"Caryocar brasiliense";"done";"published";"LC";""
"CARYOCARACEAE";"Caryocar coriaceum";"done";"published";"LC";""
"CARYOCARACEAE";"Caryocar edule";"done";"published";"LC";""
"CELASTRACEAE";"Elachyptera coriacea";"done";"published";"DD";""
"CELASTRACEAE";"Elachyptera festiva";"done";"published";"LC";""
"CELASTRACEAE";"Elachyptera micrantha";"done";"published";"LC";""
"CELASTRACEAE";"Maytenus acanthophylla";"done";"published";"VU";"D2"
"CELASTRACEAE";"Maytenus aquifolia";"done";"published";"LC";""
"CELASTRACEAE";"Maytenus basidentata";"done";"published";"CR";"B2ab(iii,iv,v)"
"CELASTRACEAE";"Maytenus boaria";"done";"published";"NT";""
"CELASTRACEAE";"Maytenus brasiliensis";"done";"published";"LC";""
"CELASTRACEAE";"Maytenus floribunda";"done";"published";"LC";""
"CELASTRACEAE";"Maytenus glaucescens";"done";"published";"LC";""
"CELASTRACEAE";"Maytenus ilicifolia";"done";"published";"LC";""
"CELASTRACEAE";"Maytenus quadrangulata";"done";"published";"EN";"B2ab(ii,iii,iv)"
"CELASTRACEAE";"Maytenus robusta";"done";"published";"LC";""
"CELASTRACEAE";"Maytenus rupestris";"done";"published";"VU";"D2"
"CELASTRACEAE";"Peritassa longifolia";"done";"published";"VU";"D2"
"CELASTRACEAE";"Peritassa sadleri";"done";"published";"CR";"B1ab(iii,iv)"
"CELASTRACEAE";"Salacia arborea";"done";"published";"LC";""
"CELASTRACEAE";"Salacia mosenii";"done";"published";"CR";"B1ab(i,iii,iv)+2ab(ii,iii,iv)"
"CELASTRACEAE";"Tontelea lanceolata";"done";"published";"EN";"B2ab(ii,iii)"
"CELASTRACEAE";"Tontelea leptophylla";"done";"published";"LC";""
"CELASTRACEAE";"Tontelea martiana";"done";"published";"EN";"B2ab(ii,iii,iv)"
"CEPHALOZIACEAE";"Cephalozia crassifolia";"done";"published";"LC";""
"CEPHALOZIELLACEAE";"Cylindrocolea rhizantha";"done";"published";"LC";""
"CERATOPHYLLACEAE";"Ceratophyllum submersum";"done";"published";"NT";""
"CHRYSOBALANACEAE";"Couepia belemii";"done";"published";"VU";"B1ab(iii)"
"CHRYSOBALANACEAE";"Couepia carautae";"done";"published";"EN";"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
"CHRYSOBALANACEAE";"Couepia joaquinae";"done";"published";"CR";"B2ab(iii,iv)"
"CHRYSOBALANACEAE";"Couepia leitaofilhoi";"done";"published";"VU";"D2"
"CHRYSOBALANACEAE";"Couepia meridionalis";"done";"published";"CR";"B2ab(ii,iii)"
"CHRYSOBALANACEAE";"Couepia monteclarensis";"done";"published";"LC";""
"CHRYSOBALANACEAE";"Couepia schottii";"done";"published";"EN";"B2ab(i,ii,iii)"
"CHRYSOBALANACEAE";"Exellodendron gracile";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CHRYSOBALANACEAE";"Hirtella insignis";"done";"published";"EN";"B2ab(i,ii,iii,iv)"
"CHRYSOBALANACEAE";"Hirtella parviunguis";"done";"published";"CR";"B2ab(iii)"
"CHRYSOBALANACEAE";"Hirtella racemosa";"done";"published";"LC";""
"CHRYSOBALANACEAE";"Hirtella santosii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"CHRYSOBALANACEAE";"Licania anneae";"done";"published";"DD";""
"CHRYSOBALANACEAE";"Licania aracaensis";"done";"published";"LC";""
"CHRYSOBALANACEAE";"Licania arianeae";"done";"published";"EN";"B2ab(i,ii,iii,iv)"
"CHRYSOBALANACEAE";"Licania belemii";"done";"published";"EN";"B2b(ii,iv,v)"
"CHRYSOBALANACEAE";"Licania bellingtonii";"done";"published";"DD";""
"CHRYSOBALANACEAE";"Licania conferruminata";"done";"published";"CR";"B2ab(i,ii,iv)"
"CHRYSOBALANACEAE";"Licania gardneri";"done";"published";"LC";""
"CHRYSOBALANACEAE";"Licania indurata";"done";"published";"EN";"B2ab(i,ii)"
"CHRYSOBALANACEAE";"Parinari brasiliensis";"done";"published";"EN";"B2ab(iii)"
"CISTACEAE";"Helianthemum brasiliense";"done";"published";"EN";"B2ab(iii)"
"CLETHRACEAE";"Clethra scabra";"done";"published";"LC";""
"CLETHRACEAE";"Clethra uleana";"done";"published";"LC";""
"CLUSIACEAE";"Clusia aemygdioi";"done";"published";"EN";"B1ab(iii,iv)"
"CLUSIACEAE";"Clusia criuva";"done";"published";"LC";""
"CLUSIACEAE";"Clusia organensis";"done";"published";"LC";""
"CLUSIACEAE";"Kielmeyera occhioniana";"done";"published";"EN";"A2c"
"CLUSIACEAE";"Kielmeyera rufotomentosa";"done";"published";"CR";"B2ab(iii,iv);D"
"CLUSIACEAE";"Kielmeyera rupestris";"done";"published";"CR";"B2ab(iii,iv,v);D"
