family,acceptedNameUsage,valid,invalid,not_validated,sig_ok,sig_nok,no_sig,used,unused,total,eoo,aoo
IRIDACEAE,Trimezia pusilla,10,2,0,11,1,0,10,2,12,"73.082,6km","20,0km"
IRIDACEAE,Trimezia sabini,5,0,0,5,0,0,5,0,5,"38.442,24km","20,0km"
ISOETACEAE,Isoetes martii,18,1,0,19,0,0,18,1,19,"143.606,23km","28,0km"
JUNGERMANNIACEAE,Jungermannia amoena,11,1,0,11,1,0,11,1,12,"182.890,11km","36,0km"
LACISTEMATACEAE,Lacistema lucidum,89,12,0,99,2,0,89,12,101,"101.946,41km","100,0km"
LACISTEMATACEAE,Lacistema robustum,83,34,0,110,7,0,83,34,117,"430.710,06km","168,0km"
LAMIACEAE,Cunila incana,6,3,0,6,3,0,6,3,9,"972,81km","12,0km"
LAMIACEAE,Eriope anamariae,17,0,0,17,0,0,17,0,17,"872,34km","52,0km"
LAMIACEAE,Eriope blanchetii,28,5,0,31,2,0,28,5,33,"6.472,33km","44,0km"
LAMIACEAE,Eriope crassipes,210,41,0,229,22,0,210,41,251,"3.204.586,05km","516,0km"
LAMIACEAE,Eriope luetzelburgii,53,0,0,53,0,0,53,0,53,"7.291,78km","128,0km"
LAMIACEAE,Eriope machrisae,8,1,0,9,0,0,8,1,9,"2.431,61km","24,0km"
LAMIACEAE,Eriope macrostachya,216,15,0,222,9,0,216,15,231,"1.178.782,05km","472,0km"
LAMIACEAE,Eriope simplex,6,1,0,7,0,0,6,1,7,"36.746,13km","20,0km"
LAMIACEAE,Glechon ciliata,39,6,0,41,4,0,39,6,45,"748.635,55km","124,0km"
LAMIACEAE,Glechon discolor,27,2,0,27,2,0,27,2,29,"33.752,61km","48,0km"
LAMIACEAE,Glechon squarrosa,1,0,0,1,0,0,1,0,1,"271,24km","4,0km"
LAMIACEAE,Hesperozygis nitida,115,3,0,115,3,0,115,3,118,"375.745,66km","176,0km"
LAMIACEAE,Hesperozygis ringens,4,0,0,4,0,0,4,0,4,"39.733,46km","12,0km"
LAMIACEAE,Hypenia aristulata,3,0,0,3,0,0,3,0,3,"26,85km","12,0km"
LAMIACEAE,Hypenia crispata,2,1,0,3,0,0,2,1,3,"154,47km","12,0km"
LAMIACEAE,Hypenia subrosea,5,2,0,7,0,0,5,2,7,"2.477,09km","20,0km"
LAMIACEAE,Hyptidendron amethystoides,25,3,0,26,2,0,25,3,28,"597.452,93km","64,0km"
LAMIACEAE,Hyptidendron asperrimum,94,34,0,106,22,0,94,34,128,"533.681,1km","240,0km"
LAMIACEAE,Hyptidendron claussenii,1,9,0,6,4,0,1,9,10,"266,46km","4,0km"
LAMIACEAE,Hyptidendron conspersum,2,3,0,2,3,0,2,3,5,"514,66km","8,0km"
LAMIACEAE,Hyptis althaeifolia,149,11,0,151,9,0,149,11,160,"1.245.302,94km","248,0km"
LAMIACEAE,Hyptis amethystoides,2,0,0,2,0,0,2,0,2,"255,78km","4,0km"
LAMIACEAE,Hyptis angustifolia,5,1,0,6,0,0,5,1,6,"392,35km","8,0km"
LAMIACEAE,Hyptis apertiflora,39,4,0,41,2,0,39,4,43,"4.531,78km","40,0km"
LAMIACEAE,Hyptis arenaria,4,1,0,4,1,0,4,1,5,"3.378,0km","16,0km"
LAMIACEAE,Hyptis asperrima,2,0,0,2,0,0,2,0,2,"536,12km","8,0km"
LAMIACEAE,Hyptis bahiensis,7,0,0,7,0,0,7,0,7,"3.574,47km","24,0km"
LAMIACEAE,Hyptis caprariifolia,6,0,0,6,0,0,6,0,6,"600,4km","20,0km"
LAMIACEAE,Hyptis carvalhoi,9,2,0,11,0,0,9,2,11,"5.312,61km","32,0km"
LAMIACEAE,Hyptis colligata,5,2,0,6,1,0,5,2,7,"913,32km","20,0km"
LAMIACEAE,Hyptis crispata,1,0,0,1,0,0,1,0,1,"262,5km","4,0km"
LAMIACEAE,Hyptis cruciformis,19,6,0,24,1,0,19,6,25,"2.329,5km","64,0km"
LAMIACEAE,Hyptis delicatula,7,2,0,9,0,0,7,2,9,"963,28km","28,0km"
LAMIACEAE,Hyptis digitata,5,0,0,5,0,0,5,0,5,"414,11km","16,0km"
LAMIACEAE,Hyptis fallax,10,0,0,10,0,0,10,0,10,"44.207,66km","28,0km"
LAMIACEAE,Hyptis frondosa,9,4,0,11,2,0,9,4,13,"22.566,3km","28,0km"
LAMIACEAE,Hyptis hamatidens,3,7,0,7,3,0,3,7,10,"5.718,67km","12,0km"
LAMIACEAE,Hyptis imbricatiformis,13,1,0,14,0,0,13,1,14,"1.774,44km","24,0km"
LAMIACEAE,Hyptis lagenaria,31,0,0,31,0,0,31,0,31,"283.176,81km","84,0km"
LAMIACEAE,Hyptis lutescens,138,20,0,151,7,0,138,20,158,"1.227.753,94km","388,0km"
LAMIACEAE,Hyptis pachyphylla,25,3,0,27,1,0,25,3,28,"5.681,01km","64,0km"
LAMIACEAE,Hyptis paludosa,8,3,0,8,3,0,8,3,11,"89.530,95km","32,0km"
LAMIACEAE,Hyptis penaeoides,10,1,0,10,1,0,10,1,11,"620,72km","24,0km"
LAMIACEAE,Hyptis pinheiroi,3,0,0,3,0,0,3,0,3,"0,01km","8,0km"
LAMIACEAE,Hyptis piranii,6,1,0,7,0,0,6,1,7,"10,62km","12,0km"
LAMIACEAE,Hyptis sancti-gabrielii,11,2,0,13,0,0,11,2,13,"446,39km","28,0km"
LAMIACEAE,Hyptis simulans,10,0,0,10,0,0,10,0,10,"42.847,42km","24,0km"
LAMIACEAE,Hyptis stachydifolia,16,9,0,25,0,0,16,9,25,"20.818,24km","44,0km"
LAMIACEAE,Hyptis subrosea,2,0,0,2,0,0,2,0,2,"522,72km","8,0km"
LAMIACEAE,Hyptis tagetifolia,4,3,0,7,0,0,4,3,7,"395,01km","8,0km"
LAMIACEAE,Hyptis tricephala,2,0,0,2,0,0,2,0,2,"540,16km","8,0km"
LAMIACEAE,Hyptis viatica,6,0,0,6,0,0,6,0,6,"122,91km","16,0km"
LAMIACEAE,Ocimum neurophyllum,1,0,0,1,0,0,1,0,1,"270,61km","4,0km"
LAMIACEAE,Ocimum nudicaule,12,3,0,14,1,0,12,3,15,"121.662,97km","36,0km"
LAMIACEAE,Ocimum ovatum,14,3,0,15,2,0,14,3,17,"1.005.079,68km","56,0km"
LAMIACEAE,Salvia congestiflora,17,4,0,18,3,0,17,4,21,"35.832,03km","52,0km"
LAMIACEAE,Salvia espirito-santensis,6,1,0,7,0,0,6,1,7,"269,69km","4,0km"
LAMIACEAE,Salvia fruticetorum,12,0,0,12,0,0,12,0,12,"1.454,67km","12,0km"
LAMIACEAE,Salvia itaguassuensis,6,0,0,6,0,0,6,0,6,"268,91km","4,0km"
LAMIACEAE,Salvia reitzii,1,0,0,1,0,0,1,0,1,"287,27km","4,0km"
LAMIACEAE,Salvia uliginosa,25,6,0,27,4,0,25,6,31,"265.801,13km","72,0km"
LAURACEAE,Aiouea acarodomatifera,28,2,0,28,2,0,28,2,30,"183.822,36km","56,0km"
LAURACEAE,Aiouea barbellata,4,0,0,4,0,0,4,0,4,"274,85km","4,0km"
LAURACEAE,Aiouea bracteata,7,0,0,7,0,0,7,0,7,"11.959,44km","16,0km"
LAURACEAE,Aiouea piauhyensis,30,21,0,38,13,0,30,21,51,"787.004,79km","72,0km"
LAURACEAE,Aiouea trinervis,144,24,0,146,22,0,144,24,168,"4.236.769,63km","324,0km"
LAURACEAE,Aniba ferrea,29,2,0,30,1,0,29,2,31,"27.346,01km","28,0km"
LAURACEAE,Aniba heringeri,116,12,0,116,12,0,116,12,128,"1.710.365,2km","212,0km"
LAURACEAE,Aniba intermedia,38,3,0,39,2,0,38,3,41,"168.109,36km","68,0km"
LAURACEAE,Aniba rosaeodora,77,22,0,77,22,0,77,22,99,"754.287,64km","92,0km"
LAURACEAE,Aniba santalodora,10,2,0,10,2,0,10,2,12,"7.509,46km","28,0km"
LAURACEAE,Beilschmiedia linharensis,15,0,0,15,0,0,15,0,15,"61.525,82km","40,0km"
LAURACEAE,Beilschmiedia rigida,10,3,0,13,0,0,10,3,13,"1.208,27km","28,0km"
LAURACEAE,Cinnamomum australe,8,1,0,9,0,0,8,1,9,"80.164,2km","24,0km"
LAURACEAE,Cinnamomum chana,6,1,0,7,0,0,6,1,7,"384,25km","12,0km"
LAURACEAE,Cinnamomum hatschbachii,30,0,0,30,0,0,30,0,30,"7.905,4km","56,0km"
LAURACEAE,Cinnamomum portosecurianum,5,0,0,5,0,0,5,0,5,"264,57km","4,0km"
LAURACEAE,Cinnamomum quadrangulum,36,4,0,40,0,0,36,4,40,"9.531,4km","64,0km"
LAURACEAE,Cinnamomum triplinerve,92,6,0,93,5,0,92,6,98,"5.172.649,88km","248,0km"
LAURACEAE,Dicypellium caryophyllaceum,2,1,0,2,1,0,2,1,3,"507,64km","8,0km"
MYRTACEAE,Eugenia excelsa,165,18,0,167,16,0,165,18,183,"4.395.729,5km","364,0km"
LAURACEAE,Licaria triplicalyx,2,0,0,2,0,0,2,0,2,"269,15km","4,0km"
LAURACEAE,Mezilaurus crassiramea,39,12,0,42,9,0,39,12,51,"503.949,79km","88,0km"
LAURACEAE,Mezilaurus itauba,92,28,0,92,28,0,92,28,120,"2.950.997,4km","176,0km"
LAURACEAE,Mezilaurus navalium,12,7,0,14,5,0,12,7,19,"1.168,55km","20,0km"
LAURACEAE,Nectandra angustifolia,34,14,0,34,14,0,34,14,48,"677.507,66km","108,0km"
LAURACEAE,Nectandra barbellata,70,5,0,71,4,0,70,5,75,"69.712,88km","88,0km"
LAURACEAE,Nectandra barcellensis,1,0,0,1,0,0,1,0,1,"253,83km","4,0km"
LAURACEAE,Nectandra cissiflora,211,39,0,226,24,0,211,39,250,"5.693.460,4km","376,0km"
LAURACEAE,Nectandra cymbarum,1,1,0,1,1,0,1,1,2,"253,45km","4,0km"
LAURACEAE,Nectandra debilis,5,4,0,8,1,0,5,4,9,"10.353,84km","12,0km"
LAURACEAE,Nectandra elaiophora,1,0,0,1,0,0,1,0,1,"253,47km","4,0km"
LAURACEAE,Nectandra falcifolia,21,0,0,21,0,0,21,0,21,"51.371,38km","56,0km"
LAURACEAE,Nectandra grandiflora,448,50,0,465,33,0,448,50,498,"1.022.246,21km","844,0km"
LAURACEAE,Nectandra grisea,5,0,0,5,0,0,5,0,5,"54.866,31km","12,0km"
LAURACEAE,Nectandra hihua,91,12,0,93,10,0,91,12,103,"4.401.259,95km","248,0km"
LAURACEAE,Nectandra lucida,4,8,0,8,4,0,4,8,12,"276.523,09km","12,0km"
LAURACEAE,Nectandra matogrossensis,1,2,0,1,2,0,1,2,3,"264,34km","4,0km"
LAURACEAE,Nectandra micranthera,20,0,0,20,0,0,20,0,20,"28.482,24km","48,0km"
LAURACEAE,Nectandra myriantha,2,9,0,3,8,0,2,9,11,"261,03km","4,0km"
LAURACEAE,Nectandra paranaensis,36,2,0,38,0,0,36,2,38,"34.374,0km","56,0km"
LAURACEAE,Nectandra psammophila,58,14,0,59,13,0,58,14,72,"1.204.537,86km","176,0km"
LAURACEAE,Nectandra riedelii,5,2,0,6,1,0,5,2,7,"4.384,17km","16,0km"
LAURACEAE,Nectandra warmingii,17,3,0,17,3,0,17,3,20,"450.481,9km","48,0km"
LAURACEAE,Ocotea aciphylla,523,42,0,524,41,0,523,42,565,"5.700.347,86km","812,0km"
LAURACEAE,Ocotea angustifolia,2,3,0,2,3,0,2,3,5,"550,8km","8,0km"
LAURACEAE,Ocotea arechavaletae,3,0,0,3,0,0,3,0,3,"273,7km","4,0km"
LAURACEAE,Ocotea basicordatifolia,10,3,0,11,2,0,10,3,13,"1.625,18km","20,0km"
LAURACEAE,Ocotea beulahiae,15,4,0,19,0,0,15,4,19,"3.275,74km","36,0km"
LAURACEAE,Ocotea beyrichii,7,4,0,9,2,0,7,4,11,"27.586,52km","28,0km"
LAURACEAE,Ocotea bicolor,271,5,0,271,5,0,271,5,276,"943.309,91km","492,0km"
LAURACEAE,Ocotea bragai,22,0,0,22,0,0,22,0,22,"2.891,2km","28,0km"
LAURACEAE,Ocotea catharinensis,261,12,0,262,11,0,261,12,273,"552.730,42km","436,0km"
LAURACEAE,Ocotea conferta,6,4,0,10,0,0,6,4,10,"419,14km","16,0km"
LAURACEAE,Ocotea confertiflora,8,1,0,8,1,0,8,1,9,"69.926,22km","20,0km"
LAURACEAE,Ocotea cordata,16,0,0,16,0,0,16,0,16,"52.919,93km","40,0km"
LAURACEAE,Ocotea costulata,29,11,0,29,11,0,29,11,40,"3.315.849,31km","60,0km"
LAURACEAE,Ocotea cryptocarpa,40,0,0,40,0,0,40,0,40,"197,87km","36,0km"
LAURACEAE,Ocotea curucutuensis,21,0,0,21,0,0,21,0,21,"28.963,52km","44,0km"
LAURACEAE,Ocotea cymbarum,22,13,0,22,13,0,22,13,35,"1.179.783,51km","72,0km"
LAURACEAE,Ocotea daphnifolia,165,5,0,167,3,0,165,5,170,"1.244.429,87km","356,0km"
LAURACEAE,Ocotea eichleri,1,2,0,2,1,0,1,2,3,"273,3km","4,0km"
LAURACEAE,Ocotea ensifolia,1,4,0,3,2,0,1,4,5,"268,4km","4,0km"
LAURACEAE,Ocotea felix,4,1,0,5,0,0,4,1,5,"2.106,12km","12,0km"
LAURACEAE,Ocotea frondosa,17,2,0,17,2,0,17,2,19,"415.443,25km","32,0km"
LAURACEAE,Ocotea gracilipes,14,1,0,14,1,0,14,1,15,"742.237,67km","28,0km"
LAURACEAE,Ocotea gurgelii,13,5,0,13,5,0,13,5,18,"229.887,74km","48,0km"
LAURACEAE,Ocotea inconspicua,4,2,0,4,2,0,4,2,6,"57.375,67km","12,0km"
LAURACEAE,Ocotea kuhlmannii,79,8,0,79,8,0,79,8,87,"430.742,68km","148,0km"
LAURACEAE,Ocotea lanceolata,62,9,0,62,9,0,62,9,71,"872.030,94km","132,0km"
LAURACEAE,Ocotea lancifolia,445,22,0,445,22,0,445,22,467,"2.469.896,65km","1.252,0km"
LAURACEAE,Ocotea langsdorffii,112,14,0,115,11,0,112,14,126,"64.623,7km","116,0km"
LAURACEAE,Ocotea laxa,141,6,0,141,6,0,141,6,147,"1.103.515,48km","328,0km"
LAURACEAE,Ocotea lobbii,94,5,0,94,5,0,94,5,99,"766.587,74km","204,0km"
LAURACEAE,Ocotea martiana,7,1,0,7,1,0,7,1,8,"59.354,2km","20,0km"
LAURACEAE,Ocotea martiniana,35,4,0,35,4,0,35,4,39,"156.564,23km","72,0km"
LAURACEAE,Ocotea mosenii,3,0,0,3,0,0,3,0,3,"10.379,73km","24,0km"
LAURACEAE,Ocotea nectandrifolia,67,2,0,67,2,0,67,2,69,"455.338,56km","292,0km"
LAURACEAE,Ocotea nummularia,4,2,0,4,2,0,4,2,6,"253,15km","12,0km"
LAURACEAE,Ocotea nunesiana,41,0,0,41,0,0,41,0,41,"131.233,83km","88,0km"
LAURACEAE,Ocotea odorifera,459,40,0,466,33,0,459,40,499,"853.950,3km","952,0km"
LAURACEAE,Ocotea opaca,4,0,0,4,0,0,4,0,4,"534,17km","8,0km"
LAURACEAE,Ocotea paulensis,4,0,0,4,0,0,4,0,4,"18.480,46km","12,0km"
LAURACEAE,Ocotea polyantha,30,3,0,30,3,0,30,3,33,"161.446,38km","76,0km"
LAURACEAE,Ocotea porosa,443,29,0,453,19,0,443,29,472,"570.896,58km","648,0km"
LAURACEAE,Ocotea pretiosa,25,15,0,29,11,0,25,15,40,"411.318,12km","72,0km"
LAURACEAE,Ocotea puberula,927,41,0,927,41,0,927,41,968,"6.879.743,15km","1.752,0km"
LAURACEAE,Ocotea pulchella,1590,71,0,1592,69,0,1590,71,1661,"2.152.735,31km","2.140,0km"
LAURACEAE,Ocotea pulchra,88,4,0,89,3,0,88,4,92,"212.521,44km","196,0km"
LAURACEAE,Ocotea regeliana,5,1,0,5,1,0,5,1,6,"233.328,89km","20,0km"
LAURACEAE,Ocotea rhynchophylla,36,0,0,36,0,0,36,0,36,"7.730,75km","24,0km"
LAURACEAE,Ocotea rigida,2,10,0,10,2,0,2,10,12,"541,82km","8,0km"
LAURACEAE,Ocotea serrana,59,0,0,59,0,0,59,0,59,"1.121,45km","36,0km"
LAURACEAE,Ocotea silvestris,303,7,0,304,6,0,303,7,310,"652.390,3km","576,0km"
LAURACEAE,Ocotea tabacifolia,72,4,0,72,4,0,72,4,76,"2.592.273,15km","136,0km"
LAURACEAE,Ocotea tristis,507,15,0,507,15,0,507,15,522,"1.147.403,57km","704,0km"
LAURACEAE,Ocotea umbrosa,3,1,0,3,1,0,3,1,4,"1.370,89km","12,0km"
LAURACEAE,Ocotea vaccinioides,62,1,0,62,1,0,62,1,63,"325.006,12km","140,0km"
LAURACEAE,Ocotea variabilis,91,8,0,91,8,0,91,8,99,"988.971,69km","216,0km"
LAURACEAE,Persea glabra,7,0,0,7,0,0,7,0,7,"53,34km","16,0km"
LAURACEAE,Persea obovata,9,2,0,9,2,0,9,2,11,"375,83km","8,0km"
LAURACEAE,Persea pedunculosa,6,0,0,6,0,0,6,0,6,"4.990,11km","16,0km"
LAURACEAE,Persea punctata,1,6,0,2,5,0,1,6,7,"270,63km","4,0km"
LAURACEAE,Persea pyrifolia,112,16,0,117,11,0,112,16,128,"393.770,6km","280,0km"
LAURACEAE,Persea rufotomentosa,77,12,0,78,11,0,77,12,89,"420.882,1km","128,0km"
LAURACEAE,Persea willdenovii,76,4,0,77,3,0,76,4,80,"827.142,33km","396,0km"
LAURACEAE,Phoebe rivularis,4,0,0,4,0,0,4,0,4,"262,88km","4,0km"
LAURACEAE,Phyllostemonodaphne geminiflora,71,7,0,71,7,0,71,7,78,"1.083.728,63km","168,0km"
LAURACEAE,Rhodostemonodaphne capixabensis,30,0,0,30,0,0,30,0,30,"28.221,53km","72,0km"
LAURACEAE,Rhodostemonodaphne parvifolia,23,0,0,23,0,0,23,0,23,"2,38km","12,0km"
LAURACEAE,Rhodostemonodaphne recurva,10,0,0,10,0,0,10,0,10,"2.322,61km","28,0km"
LAURACEAE,Urbanodendron bahiense,31,4,0,31,4,0,31,4,35,"14.120,75km","72,0km"
LAURACEAE,Urbanodendron verrucosum,59,7,0,59,7,0,59,7,66,"102.394,75km","140,0km"
LAURACEAE,Williamodendron cinnamomeum,11,1,0,11,1,0,11,1,12,"45,54km","20,0km"
LECYTHIDACEAE,Allantoma integrifolia,32,0,0,32,0,0,32,0,32,"6.788,25km","48,0km"
LECYTHIDACEAE,Allantoma kuhlmannii,2,0,0,2,0,0,2,0,2,"257,79km","4,0km"
LECYTHIDACEAE,Asteranthos brasiliensis,14,23,0,14,23,0,14,23,37,"29.337,19km","24,0km"
LECYTHIDACEAE,Bertholletia excelsa,115,46,0,118,43,0,115,46,161,"1.921.918,2km","244,0km"
LECYTHIDACEAE,Cariniana brasiliensis,2,0,0,2,0,0,2,0,2,"524,66km","8,0km"
LECYTHIDACEAE,Cariniana ianeirensis,18,7,0,18,7,0,18,7,25,"778.221,44km","32,0km"
LECYTHIDACEAE,Cariniana integrifolia,14,0,0,14,0,0,14,0,14,"43,56km","16,0km"
LECYTHIDACEAE,Cariniana legalis,112,22,0,114,20,0,112,22,134,"2.787.733,6km","296,0km"
LECYTHIDACEAE,Cariniana pachyantha,3,1,0,3,1,0,3,1,4,"508,88km","8,0km"
LECYTHIDACEAE,Cariniana parvifolia,11,0,0,11,0,0,11,0,11,"535,35km","8,0km"
LECYTHIDACEAE,Chytroma miersii,2,0,0,2,0,0,2,0,2,"257,62km","4,0km"
LECYTHIDACEAE,Couratari asterotricha,6,0,0,6,0,0,6,0,6,"2.664,28km","16,0km"
LECYTHIDACEAE,Couratari atrovinosa,17,0,0,17,0,0,17,0,17,"56.966,06km","36,0km"
LECYTHIDACEAE,Couratari bragancae,4,1,0,4,1,0,4,1,5,"253,6km","4,0km"
LECYTHIDACEAE,Couratari duckei,5,0,0,5,0,0,5,0,5,"4.868,41km","12,0km"
LECYTHIDACEAE,Couratari guianensis,70,31,0,73,28,0,70,31,101,"2.162.208,75km","148,0km"
LECYTHIDACEAE,Couratari longipedicellata,24,0,0,24,0,0,24,0,24,"2.714,29km","24,0km"
LECYTHIDACEAE,Couratari pedicellaris,4,0,0,4,0,0,4,0,4,"357,15km","8,0km"
LECYTHIDACEAE,Couratari prancei,5,0,0,5,0,0,5,0,5,"1.406,7km","12,0km"
LECYTHIDACEAE,Couratari pyramidata,17,6,0,17,6,0,17,6,23,"4.477,46km","44,0km"
LECYTHIDACEAE,Couratari tauari,17,12,0,17,12,0,17,12,29,"97.111,33km","44,0km"
LECYTHIDACEAE,Couroupita acreensis,3,0,0,3,0,0,3,0,3,"515,13km","8,0km"
LECYTHIDACEAE,Couroupita froesii,1,0,0,1,0,0,1,0,1,"253,83km","4,0km"
LECYTHIDACEAE,Couroupita guianensis,81,25,0,81,25,0,81,25,106,"4.850.462,8km","176,0km"
LECYTHIDACEAE,Eschweilera alvimii,41,3,0,42,2,0,41,3,44,"100.391,4km","96,0km"
LECYTHIDACEAE,Eschweilera amazoniciformis,56,0,0,56,0,0,56,0,56,"4.625,37km","48,0km"
LECYTHIDACEAE,Eschweilera atropetiolata,102,7,0,102,7,0,102,7,109,"504.758,25km","100,0km"
LECYTHIDACEAE,Eschweilera carinata,19,3,0,19,3,0,19,3,22,"22.353,22km","36,0km"
LECYTHIDACEAE,Eschweilera compressa,32,4,0,31,5,0,31,5,36,"1.577,86km","60,0km"
LECYTHIDACEAE,Eschweilera cyathiformis,36,2,0,37,1,0,36,2,38,"3.462,72km","32,0km"
LECYTHIDACEAE,Eschweilera obversa,20,8,0,20,8,0,20,8,28,"686.116,89km","68,0km"
LECYTHIDACEAE,Eschweilera punctata,1,0,0,1,0,0,1,0,1,"255,6km","4,0km"
LECYTHIDACEAE,Eschweilera rabeliana,8,0,0,8,0,0,8,0,8,"290,4km","16,0km"
LECYTHIDACEAE,Eschweilera rhododendrifolia,31,4,0,32,3,0,31,4,35,"25.510,28km","52,0km"
LECYTHIDACEAE,Eschweilera rhodogonoclada,4,0,0,4,0,0,4,0,4,"265,23km","4,0km"
LECYTHIDACEAE,Eschweilera rionegrense,5,7,0,5,7,0,5,7,12,"3.390,44km","16,0km"
LECYTHIDACEAE,Eschweilera rodriguesiana,55,5,0,55,5,0,55,5,60,"489.114,09km","60,0km"
LECYTHIDACEAE,Eschweilera tetrapetala,23,4,0,27,0,0,23,4,27,"477,51km","28,0km"
LECYTHIDACEAE,Eschweilera truncata,52,1,0,52,1,0,52,1,53,"1.833.242,39km","108,0km"
LECYTHIDACEAE,Gustavia longepetiolata,2,3,0,2,3,0,2,3,5,"255,61km","4,0km"
LECYTHIDACEAE,Lecythis barnebyi,56,1,0,56,1,0,56,1,57,"14.992,08km","72,0km"
LECYTHIDACEAE,Lecythis lanceolata,58,13,0,62,9,0,58,13,71,"2.924.577,13km","148,0km"
LECYTHIDACEAE,Lecythis lurida,235,14,0,235,14,0,235,14,249,"3.177.018,28km","544,0km"
LECYTHIDACEAE,Lecythis parvifructa,39,0,0,39,0,0,39,0,39,"2.954,58km","52,0km"
LECYTHIDACEAE,Lecythis prancei,120,1,0,120,1,0,120,1,121,"3.218,6km","52,0km"
LECYTHIDACEAE,Lecythis retusa,55,8,0,55,8,0,55,8,63,"153.237,23km","64,0km"
LECYTHIDACEAE,Lecythis schomburgkii,6,0,0,6,0,0,6,0,6,"324.015,63km","24,0km"
LECYTHIDACEAE,Lecythis schwackei,5,2,0,7,0,0,5,2,7,"161.206,16km","20,0km"
LECYTHIDACEAE,Lecythis serrata,6,4,0,6,4,0,6,4,10,"1.962,5km","12,0km"
LEJEUNEACEAE,Bryopteris diffusa,175,2,0,175,2,0,175,2,177,"1.447.661,43km","196,0km"
ACANTHACEAE,Justicia bullata,0,1,0,1,0,0,0,1,1,n/a,n/a
LEJEUNEACEAE,Pycnolejeunea papillosa,4,0,0,4,0,0,4,0,4,"191.880,04km","16,0km"
LEJEUNEACEAE,Vitalianthus bischlerianus,8,0,0,8,0,0,8,0,8,"326.519,2km","28,0km"
LENTIBULARIACEAE,Genlisea aurea,60,1,0,60,1,0,60,1,61,"824.027,8km","160,0km"
LENTIBULARIACEAE,Genlisea filiformis,26,1,0,26,1,0,26,1,27,"1.763.680,75km","80,0km"
LENTIBULARIACEAE,Genlisea lobata,9,0,0,9,0,0,9,0,9,"5.924,36km","36,0km"
LENTIBULARIACEAE,Genlisea repens,14,1,0,14,1,0,14,1,15,"1.622.824,12km","48,0km"
LENTIBULARIACEAE,Genlisea violacea,30,1,0,30,1,0,30,1,31,"187.133,27km","76,0km"
LENTIBULARIACEAE,Utricularia erectiflora,24,6,0,24,6,0,24,6,30,"4.486.633,31km","88,0km"
LENTIBULARIACEAE,Utricularia flaccida,57,25,0,80,2,0,57,25,82,"103.615,69km","152,0km"
LENTIBULARIACEAE,Utricularia foliosa,189,33,0,189,33,0,189,33,222,"5.987.952,22km","500,0km"
LENTIBULARIACEAE,Utricularia hydrocarpa,7,1,0,7,1,0,7,1,8,"841.347,52km","28,0km"
LENTIBULARIACEAE,Utricularia longifolia,81,1,0,81,1,0,81,1,82,"494.997,04km","220,0km"
LENTIBULARIACEAE,Utricularia nigrescens,8,1,0,8,1,0,8,1,9,"1.115.612,88km","16,0km"
LENTIBULARIACEAE,Utricularia trichophylla,21,1,0,21,1,0,21,1,22,"4.143.295,7km","76,0km"
LENTIBULARIACEAE,Utricularia warmingii,8,5,0,8,5,0,8,5,13,"541,28km","8,0km"
LEPIDOZIACEAE,Paracromastigum dusenii,1,0,0,1,0,0,1,0,1,"273,94km","4,0km"
LIMNOCHARITACEAE,Limnocharis laforesti,12,2,0,12,2,0,12,2,14,"1.504.504,72km","48,0km"
LINACEAE,Cliococca selaginoides,25,4,0,25,4,0,25,4,29,"254.133,67km","76,0km"
LINACEAE,Linum erigeroides,3,0,0,3,0,0,3,0,3,"1.443,04km","12,0km"
LINACEAE,Linum littorale,42,5,0,42,5,0,42,5,47,"728.155,72km","120,0km"
LOASACEAE,Aosa parviflora,13,0,0,13,0,0,13,0,13,"314.891,93km","92,0km"
LOASACEAE,Blumenbachia eichleri,3,0,0,3,0,0,3,0,3,"26.408,18km","32,0km"
LOASACEAE,Blumenbachia scabra,14,0,0,14,0,0,14,0,14,"66.401,35km","48,0km"
LOASACEAE,Caiophora eichleri,10,0,0,10,0,0,10,0,10,"24.345,86km","24,0km"
LOASACEAE,Loasa parviflora,21,1,0,21,1,0,21,1,22,"76.680,16km","60,0km"
LOASACEAE,Loasa uleana,3,0,0,3,0,0,3,0,3,"273,84km","4,0km"
GELSEMIACEAE,Mostuea muricata,2,0,0,2,0,0,2,0,2,"544,53km","8,0km"
LOGANIACEAE,Spigelia aceifolia,21,0,0,21,0,0,21,0,21,"3.210,39km","40,0km"
LOGANIACEAE,Spigelia flava,31,0,0,31,0,0,31,0,31,"440,27km","80,0km"
LOGANIACEAE,Spigelia kuhlmannii,16,0,0,16,0,0,16,0,16,"1.832,08km","28,0km"
LOGANIACEAE,Spigelia lundiana,9,1,0,9,1,0,9,1,10,"23,35km","12,0km"
LOGANIACEAE,Spigelia reflexicalyx,11,0,0,11,0,0,11,0,11,"134.874,83km","24,0km"
LOGANIACEAE,Spigelia reitzii,8,1,0,9,0,0,8,1,9,"54.713,18km","28,0km"
LOGANIACEAE,Spigelia sellowiana,98,7,0,98,7,0,98,7,105,"82.761,24km","188,0km"
LOGANIACEAE,Spigelia vestita,15,0,0,15,0,0,15,0,15,"801,76km","12,0km"
LOGANIACEAE,Strychnos bicolor,23,3,0,23,3,0,23,3,26,"506.988,2km","68,0km"
LOGANIACEAE,Strychnos gardneri,62,0,0,55,7,0,55,7,62,"1.353.850,75km","156,0km"
