family,scientificNameWithoutAuthorship,scientificNameAuthorship,acceptedNameUsage
APOCYNACEAE,"Gyrostelma bornmulleri","Schltr. ex Malme","Gyrostelma bornmulleri Schltr. ex Malme"
APOCYNACEAE,"Gyrostelma oxypetaloides",E.Fourn.,"Gyrostelma oxypetaloides E.Fourn."
APOCYNACEAE,"Hemipogon abietoides",E.Fourn.,"Hemipogon abietoides E.Fourn."
APOCYNACEAE,"Hemipogon furlanii","(Fontella) Rapini","Hemipogon furlanii (Fontella) Rapini"
APOCYNACEAE,"Hemipogon harleyi","(Fontella) Goyder","Hemipogon harleyi (Fontella) Goyder"
APOCYNACEAE,"Hemipogon hatschbachii","(Fontella & Marquete) Rapini","Hemipogon hatschbachii (Fontella & Marquete) Rapini"
APOCYNACEAE,"Hemipogon irwinii","Fontella & PaixÃÂ£o","Hemipogon irwinii Fontella & PaixÃÂ£o"
APOCYNACEAE,"Hemipogon piranii","(Fontella) Rapini","Hemipogon piranii (Fontella) Rapini"
APOCYNACEAE,"Jobinia hatschbachii","Fontella & E.A.Schwarz","Jobinia hatschbachii Fontella & E.A.Schwarz"
APOCYNACEAE,"Macroditassa adnata","(E.Fourn.) Malme","Macroditassa adnata (E.Fourn.) Malme"
APOCYNACEAE,"Macroditassa lagoensis","(E.Fourn.) Malme","Macroditassa lagoensis (E.Fourn.) Malme"
APOCYNACEAE,"Macroditassa marianae","Fontella & M.V.Ferreira","Macroditassa marianae Fontella & M.V.Ferreira"
APOCYNACEAE,"Macroscepis aurea",E.Fourn.,"Macroscepis aurea E.Fourn."
APOCYNACEAE,"Macroscepis magnifica",Malme,"Macroscepis magnifica Malme"
APOCYNACEAE,"Malouetia cestroides","(Nees ex Mart.) MÃÂ¼ll.Arg.","Malouetia cestroides (Nees ex Mart.) MÃÂ¼ll.Arg."
APOCYNACEAE,"Mandevilla coccinea","(Hook. & Arn.) Woodson","Mandevilla coccinea (Hook. & Arn.) Woodson"
APOCYNACEAE,"Mandevilla fragrans","(Stadelm.) Woodson","Mandevilla fragrans (Stadelm.) Woodson"
APOCYNACEAE,"Mandevilla hirsuta","(A.Rich.) K.Schum.","Mandevilla hirsuta (A.Rich.) K.Schum."
APOCYNACEAE,"Mandevilla sellowii","(MÃÂ¼ll.Arg.) Woodson","Mandevilla sellowii (MÃÂ¼ll.Arg.) Woodson"
APOCYNACEAE,"Mandevilla venulosa","(MÃÂ¼ll.Arg.) Woodson","Mandevilla venulosa (MÃÂ¼ll.Arg.) Woodson"
APOCYNACEAE,"Marsdenia altissima","(Jacq.) Dugand","Marsdenia altissima (Jacq.) Dugand"
APOCYNACEAE,"Marsdenia fontellana","Morillo & Carnevali","Marsdenia fontellana Morillo & Carnevali"
APOCYNACEAE,"Marsdenia queirozii",Fontella,"Marsdenia queirozii Fontella"
APOCYNACEAE,"Matelea bahiensis","Morillo & Fontella","Matelea bahiensis Morillo & Fontella"
APOCYNACEAE,"Matelea glaziovii","(E.Fourn.) Morillo","Matelea glaziovii (E.Fourn.) Morillo"
APOCYNACEAE,"Matelea hatschbachii","(Fontella & Valente) Morillo","Matelea hatschbachii (Fontella & Valente) Morillo"
APOCYNACEAE,"Matelea marcoassisii",Fontella,"Matelea marcoassisii Fontella"
APOCYNACEAE,"Matelea santosii","Morillo & Fontella","Matelea santosii Morillo & Fontella"
APOCYNACEAE,"Metastelma giuliettianum",Fontella,"Metastelma giuliettianum Fontella"
APOCYNACEAE,"Metastelma harleyi",Fontella,"Metastelma harleyi Fontella"
APOCYNACEAE,"Minaria abortiva","(Silveira) Rapini","Minaria abortiva (Silveira) Rapini"
APOCYNACEAE,"Minaria acerosa","(Mart.) T.U.P.Konno & Rapini","Minaria acerosa (Mart.) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria bifurcata","(Rapini) T.U.P.Konno & Rapini","Minaria bifurcata (Rapini) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria diamantinensis","(Fontella) T.U.P.Konno & Rapini","Minaria diamantinensis (Fontella) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini","Minaria grazielae (Fontella & Marquete) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria hemipogonoides","(E.Fourn.) T.U.P.Konno & Rapini","Minaria hemipogonoides (E.Fourn.) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria inconspicua","(Rapini) Rapini","Minaria inconspicua (Rapini) Rapini"
APOCYNACEAE,"Minaria lourteigiae","(Fontella) T.U.P.Konno & Rapini","Minaria lourteigiae (Fontella) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria magisteriana","(Rapini) T.U.P.Konno & Rapini","Minaria magisteriana (Rapini) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria monocoronata","(Rapini) T.U.P.Konno & Rapini","Minaria monocoronata (Rapini) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria polygaloides","(Silveira) T.U.P.Konno & Rapini","Minaria polygaloides (Silveira) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Minaria refractifolia (K.Schum.) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria semirii","(Fontella) T.U.P.Konno & Rapini","Minaria semirii (Fontella) T.U.P.Konno & Rapini"
APOCYNACEAE,"Orthosia itatiaiensis",Malme,"Orthosia itatiaiensis Malme"
APOCYNACEAE,"Oxypetalum arnnotianum",H.Buek,"Oxypetalum arnnotianum H.Buek"
APOCYNACEAE,"Oxypetalum capitatum",Mart.,"Oxypetalum capitatum Mart."
APOCYNACEAE,"Oxypetalum confusum",Malme,"Oxypetalum confusum Malme"
APOCYNACEAE,"Oxypetalum dusenii",Malme,"Oxypetalum dusenii Malme"
APOCYNACEAE,"Oxypetalum ekblomii",Malme,"Oxypetalum ekblomii Malme"
APOCYNACEAE,"Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Oxypetalum glaziovii (E.Fourn.) Fontella & Marquete"
APOCYNACEAE,"Oxypetalum leonii",Fontella,"Oxypetalum leonii Fontella"
APOCYNACEAE,"Oxypetalum lineare",Decne.,"Oxypetalum lineare Decne."
APOCYNACEAE,"Oxypetalum regnellii","(Malme) Malme","Oxypetalum regnellii (Malme) Malme"
APOCYNACEAE,"Oxypetalum strictum",Mart.,"Oxypetalum strictum Mart."
APOCYNACEAE,"Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Oxypetalum warmingii (E.Fourn.) Fontella & Marquete"
APOCYNACEAE,"Prestonia bahiensis",MÃÂ¼ll.Arg.,"Prestonia bahiensis MÃÂ¼ll.Arg."
APOCYNACEAE,"Prestonia quinquangularis","(Jacq.) Spreng.","Prestonia quinquangularis (Jacq.) Spreng."
APOCYNACEAE,"Prestonia riedelii","(MÃÂ¼ll.Arg.) Markgr.","Prestonia riedelii (MÃÂ¼ll.Arg.) Markgr."
APOCYNACEAE,"Prestonia solanifolia","(MÃÂ¼ll.Arg.) Woodson","Prestonia solanifolia (MÃÂ¼ll.Arg.) Woodson"
APOCYNACEAE,"Prestonia tomentosa",R.Br.,"Prestonia tomentosa R.Br."
APOCYNACEAE,"Tabernaemontana cumata",Leeuwenb.,"Tabernaemontana cumata Leeuwenb."
APOCYNACEAE,"Tabernaemontana muricata","Link ex Roem. & Schult.","Tabernaemontana muricata Link ex Roem. & Schult."
APOCYNACEAE,"Tassadia obovata",Decne.,"Tassadia obovata Decne."
APOCYNACEAE,"Temnadenia violacea","(Vell.) Miers","Temnadenia violacea (Vell.) Miers"
AQUIFOLIACEAE,"Ilex auricula",S.Andrews,"Ilex auricula S.Andrews"
AQUIFOLIACEAE,"Ilex chamaedryfolia",Reissek,"Ilex chamaedryfolia Reissek"
AQUIFOLIACEAE,"Ilex loranthoides","Mart. ex Reissek","Ilex loranthoides Mart. ex Reissek"
AQUIFOLIACEAE,"Ilex neblinensis",Edwin,"Ilex neblinensis Edwin"
AQUIFOLIACEAE,"Ilex paraguariensis",A.St.-Hil.,"Ilex paraguariensis A.St.-Hil."
AQUIFOLIACEAE,"Ilex prostrata",Groppo,"Ilex prostrata Groppo"
ARACEAE,"Anthurium bromelicola","Mayo & L.P.Felix","Anthurium bromelicola Mayo & L.P.Felix"
ARACEAE,"Anthurium coriaceum",G.Don,"Anthurium coriaceum G.Don"
ARACEAE,"Anthurium fontellanus","Nadruz & Leoni","Anthurium fontellanus Nadruz & Leoni"
ARACEAE,"Anthurium ianthinopodum","(Schott ex Engl.) Nadruz & Mayo","Anthurium ianthinopodum (Schott ex Engl.) Nadruz & Mayo"
ARACEAE,"Anthurium jilekii",Schott,"Anthurium jilekii Schott"
ARACEAE,"Anthurium jureianum","Cath. & Olaio","Anthurium jureianum Cath. & Olaio"
ARACEAE,"Anthurium kunthii",Poepp.,"Anthurium kunthii Poepp."
ARACEAE,"Anthurium langsdorffii",Schott,"Anthurium langsdorffii Schott"
ARACEAE,"Anthurium longifolium","(Hoffmanns.) G.Don","Anthurium longifolium (Hoffmanns.) G.Don"
ARACEAE,"Anthurium lucidum",Kunth,"Anthurium lucidum Kunth"
ARACEAE,"Anthurium luschnathianum",Kunth,"Anthurium luschnathianum Kunth"
ARACEAE,"Anthurium organense",Engl.,"Anthurium organense Engl."
ARACEAE,"Anthurium parasiticum","(Vell.) Stellfeld","Anthurium parasiticum (Vell.) Stellfeld"
ARACEAE,"Anthurium parvum",N.E.Br.,"Anthurium parvum N.E.Br."
ARACEAE,"Anthurium radicans","K.Koch & Haage","Anthurium radicans K.Koch & Haage"
ARACEAE,"Anthurium xanthophylloides",G.M.Barroso,"Anthurium xanthophylloides G.M.Barroso"
ARACEAE,"Asterostigma cubense","(A.Rich.) K.Krause ex Bogner","Asterostigma cubense (A.Rich.) K.Krause ex Bogner"
ARACEAE,"Asterostigma lividum","(Lodd.) Engl.","Asterostigma lividum (Lodd.) Engl."
ARACEAE,"Asterostigma lombardii",E.G.GonÃÂ§.,"Asterostigma lombardii E.G.GonÃÂ§."
ARACEAE,"Dieffenbachia aglaonematifolia",Engl.,"Dieffenbachia aglaonematifolia Engl."
ARACEAE,"Dracontioides desciscens","(Schott) Engl.","Dracontioides desciscens (Schott) Engl."
ARACEAE,"Heteropsis flexuosa","(Kunth) G.S.Bunting","Heteropsis flexuosa (Kunth) G.S.Bunting"
ARACEAE,"Heteropsis spruceana",Schott,"Heteropsis spruceana Schott"
ARACEAE,"Lemna valdiviana",Phil.,"Lemna valdiviana Phil."
ARACEAE,"Philodendron fragile","Nadruz & Mayo","Philodendron fragile Nadruz & Mayo"
ARACEAE,"Philodendron hatschbachii","Nadruz & Mayo","Philodendron hatschbachii Nadruz & Mayo"
ARACEAE,"Philodendron missionum","(Hauman) Hauman","Philodendron missionum (Hauman) Hauman"
ARACEAE,"Philodendron spiritus-sancti",G.S.Bunting,"Philodendron spiritus-sancti G.S.Bunting"
ARACEAE,"Philodendron vargealtense",Sakur.,"Philodendron vargealtense Sakur."
ARACEAE,"Stenospermation ulei",K.Krause,"Stenospermation ulei K.Krause"
ARACEAE,"Taccarum peregrinum","(Schott) Engl.","Taccarum peregrinum (Schott) Engl."
ARACEAE,"Wolffiella oblonga","(Phil.) Hegelm.","Wolffiella oblonga (Phil.) Hegelm."
ARALIACEAE,"Aralia warmingiana","(Marchal) J.Wen","Aralia warmingiana (Marchal) J.Wen"
ARALIACEAE,"Dendropanax cuneatus","(DC.) Decne. & Planch.","Dendropanax cuneatus (DC.) Decne. & Planch."
ARALIACEAE,"Hydrocotyle exigua","(Urb.) Malme","Hydrocotyle exigua (Urb.) Malme"
ARALIACEAE,"Hydrocotyle langsdorffii",DC.,"Hydrocotyle langsdorffii DC."
ARALIACEAE,"Hydrocotyle pusilla",A.Rich.,"Hydrocotyle pusilla A.Rich."
ARALIACEAE,"Oreopanax capitatus","(Jacq.) Decne. & Planch.","Oreopanax capitatus (Jacq.) Decne. & Planch."
ARALIACEAE,"Oreopanax fulvus",Marchal,"Oreopanax fulvus Marchal"
ARALIACEAE,"Schefflera aurata",Fiaschi,"Schefflera aurata Fiaschi"
ARALIACEAE,"Schefflera calva","(Cham.) Frodin & Fiaschi","Schefflera calva (Cham.) Frodin & Fiaschi"
ARALIACEAE,"Schefflera gardneri","(Seem.) Frodin & Fiaschi","Schefflera gardneri (Seem.) Frodin & Fiaschi"
ARALIACEAE,"Schefflera glaziovii","(Taub.) Frodin & Fiaschi","Schefflera glaziovii (Taub.) Frodin & Fiaschi"
ARALIACEAE,"Schefflera sprucei","(Seem.) Harms","Schefflera sprucei (Seem.) Harms"
ARALIACEAE,"Schefflera succinea","Frodin & Fiaschi","Schefflera succinea Frodin & Fiaschi"
ARALIACEAE,"Schefflera varisiana",Frodin,"Schefflera varisiana Frodin"
ARAUCARIACEAE,"Araucaria angustifolia","(Bertol.) Kuntze","Araucaria angustifolia (Bertol.) Kuntze"
ARECACEAE,"Acrocomia emensis","(Toledo) Lorenzi","Acrocomia emensis (Toledo) Lorenzi"
ARECACEAE,"Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn","Acrocomia hassleri (Barb.Rodr.) W.J.Hahn"
ARECACEAE,"Aiphanes ulei","(Dammer) Burret","Aiphanes ulei (Dammer) Burret"
ARECACEAE,"Allagoptera arenaria","(Gomes) Kuntze","Allagoptera arenaria (Gomes) Kuntze"
ARECACEAE,"Allagoptera brevicalyx",Moraes,"Allagoptera brevicalyx Moraes"
ARECACEAE,"Astrocaryum aculeatissimum","(Schott) Burret","Astrocaryum aculeatissimum (Schott) Burret"
ARECACEAE,"Astrocaryum minus",Trail,"Astrocaryum minus Trail"
ARECACEAE,"Attalea barreirensis",Glassman,"Attalea barreirensis Glassman"
ARECACEAE,"Attalea brasiliensis",Glassman,"Attalea brasiliensis Glassman"
ARECACEAE,"Attalea funifera",Mart.,"Attalea funifera Mart."
ARECACEAE,"Attalea oleifera",Barb.Rodr.,"Attalea oleifera Barb.Rodr."
ARECACEAE,"Attalea phalerata","Mart. ex Spreng.","Attalea phalerata Mart. ex Spreng."
ARECACEAE,"Attalea tessmannii",Burret,"Attalea tessmannii Burret"
ARECACEAE,"Bactris constanciae",Barb.Rodr.,"Bactris constanciae Barb.Rodr."
ARECACEAE,"Bactris ferruginea",Burret,"Bactris ferruginea Burret"
ARECACEAE,"Bactris hatschbachii","Noblick ex A.J.Hend.","Bactris hatschbachii Noblick ex A.J.Hend."
ARECACEAE,"Bactris pickelii",Burret,"Bactris pickelii Burret"
ARECACEAE,"Bactris timbuiensis",H.Q.B.Fern.,"Bactris timbuiensis H.Q.B.Fern."
ARECACEAE,"Butia archeri","(Glassman) Glassman","Butia archeri (Glassman) Glassman"
ARECACEAE,"Butia capitata","(Mart.) Becc.","Butia capitata (Mart.) Becc."
ARECACEAE,"Butia eriospatha","(Mart. ex Drude) Becc.","Butia eriospatha (Mart. ex Drude) Becc."
ARECACEAE,"Butia leiospatha","(Barb.Rodr.) Becc.","Butia leiospatha (Barb.Rodr.) Becc."
ARECACEAE,"Butia leptospatha","(Burret) Noblick","Butia leptospatha (Burret) Noblick"
ARECACEAE,"Butia microspadix",Burret,"Butia microspadix Burret"
ARECACEAE,"Butia paraguayensis","(Barb.Rodr.) Bailey","Butia paraguayensis (Barb.Rodr.) Bailey"
ARECACEAE,"Butia purpurascens",Glassman,"Butia purpurascens Glassman"
ARECACEAE,"Butia yatay","(Mart.) Becc.","Butia yatay (Mart.) Becc."
ARECACEAE,"Euterpe edulis",Mart.,"Euterpe edulis Mart."
ARECACEAE,"Geonoma gamiova",Barb.Rodr.,"Geonoma gamiova Barb.Rodr."
ARECACEAE,"Geonoma schottiana",Mart.,"Geonoma schottiana Mart."
ARECACEAE,"Itaya amicorum",H.E.Moore,"Itaya amicorum H.E.Moore"
ARECACEAE,"Lytocaryum insigne","(Drude) Toledo","Lytocaryum insigne (Drude) Toledo"
ARECACEAE,"Mauritia carana",Wallace,"Mauritia carana Wallace"
ARECACEAE,"Prestoea tenuiramosa","(Dammer) H.E.Moore","Prestoea tenuiramosa (Dammer) H.E.Moore"
ARECACEAE,"Syagrus botryophora",Mart.,"Syagrus botryophora Mart."
ARECACEAE,"Syagrus glaucescens","Glaz. ex Becc.","Syagrus glaucescens Glaz. ex Becc."
ARECACEAE,"Syagrus macrocarpa",Barb.Rodr.,"Syagrus macrocarpa Barb.Rodr."
ARECACEAE,"Syagrus mendanhensis",Glassman,"Syagrus mendanhensis Glassman"
ARECACEAE,"Syagrus picrophylla",Barb.Rodr.,"Syagrus picrophylla Barb.Rodr."
ARECACEAE,"Syagrus pseudococos","(Raddi) Glassman","Syagrus pseudococos (Raddi) Glassman"
ARECACEAE,"Syagrus romanzoffiana","(Cham.) Glassman","Syagrus romanzoffiana (Cham.) Glassman"
ARECACEAE,"Syagrus ruschiana","(Bondar) Glassman","Syagrus ruschiana (Bondar) Glassman"
ARECACEAE,"Syagrus schizophylla","(Mart.) Glassman","Syagrus schizophylla (Mart.) Glassman"
ARECACEAE,"Syagrus smithii","(H.E.Moore) Glassman","Syagrus smithii (H.E.Moore) Glassman"
ARECACEAE,"Trithrinax brasiliensis",Mart.,"Trithrinax brasiliensis Mart."
ARECACEAE,"Wettinia drudei","(O.F.Cook & Doyle) A.J.Hend.","Wettinia drudei (O.F.Cook & Doyle) A.J.Hend."
ARISTOLOCHIACEAE,"Aristolochia curviflora",Malme,"Aristolochia curviflora Malme"
ARISTOLOCHIACEAE,"Aristolochia cymbifera","Mart. & Zucc.","Aristolochia cymbifera Mart. & Zucc."
ARISTOLOCHIACEAE,"Aristolochia hypoglauca",Kuhlm.,"Aristolochia hypoglauca Kuhlm."
ARISTOLOCHIACEAE,"Aristolochia labiata",Willd.,"Aristolochia labiata Willd."
ARISTOLOCHIACEAE,"Aristolochia odora",Steud.,"Aristolochia odora Steud."
ARISTOLOCHIACEAE,"Aristolochia odoratissima",L.,"Aristolochia odoratissima L."
ARISTOLOCHIACEAE,"Aristolochia wendeliana",Hoehne,"Aristolochia wendeliana Hoehne"
ARNELLIACEAE,"Gongylanthus liebmannianus","(Lindenb. & Gottsche) Steph.","Gongylanthus liebmannianus (Lindenb. & Gottsche) Steph."
ARNELLIACEAE,"Southbya organensis",Herzog,"Southbya organensis Herzog"
ASPLENIACEAE,"Asplenium austrobrasiliense","(Christ) Maxon","Asplenium austrobrasiliense (Christ) Maxon"
ASPLENIACEAE,"Asplenium beckeri",Brade,"Asplenium beckeri Brade"
ASPLENIACEAE,"Asplenium bradeanum",Handro,"Asplenium bradeanum Handro"
ASPLENIACEAE,"Asplenium campos-portoi",Brade,"Asplenium campos-portoi Brade"
ASPLENIACEAE,"Asplenium castaneum","Schltdl. & Cham.","Asplenium castaneum Schltdl. & Cham."
ASPLENIACEAE,"Asplenium lacinulatum",Schrad.,"Asplenium lacinulatum Schrad."
ASPLENIACEAE,"Asplenium muellerianum",Rosenst.,"Asplenium muellerianum Rosenst."
ASPLENIACEAE,"Asplenium praemorsum",Sw.,"Asplenium praemorsum Sw."
ASPLENIACEAE,"Asplenium schwackei",Christ,"Asplenium schwackei Christ"
ASPLENIACEAE,"Asplenium ulbrichtii",Rosenst.,"Asplenium ulbrichtii Rosenst."
ASPLENIACEAE,"Asplenium wacketii",Rosenst.,"Asplenium wacketii Rosenst."
ASTERACEAE,"Acmella pusilla","(Hook. & Arn.) R.K.Jansen","Acmella pusilla (Hook. & Arn.) R.K.Jansen"
ASTERACEAE,"Acmella serratifolia",R.K.Jansen,"Acmella serratifolia R.K.Jansen"
ASTERACEAE,"Acritopappus catolesensis","D.J.N.Hind & Bautista","Acritopappus catolesensis D.J.N.Hind & Bautista"
ASTERACEAE,"Acritopappus connatifolius","(Soar.Nunes) R.M.King & H.Rob.","Acritopappus connatifolius (Soar.Nunes) R.M.King & H.Rob."
ASTERACEAE,"Acritopappus irwinii","R.M.King & H.Rob.","Acritopappus irwinii R.M.King & H.Rob."
ASTERACEAE,"Acritopappus pintoi","Bautista & D.J.N.Hind","Acritopappus pintoi Bautista & D.J.N.Hind"
ASTERACEAE,"Agrianthus almasensis",D.J.N.Hind,"Agrianthus almasensis D.J.N.Hind"
ASTERACEAE,"Agrianthus giuliettiae",D.J.N.Hind,"Agrianthus giuliettiae D.J.N.Hind"
ASTERACEAE,"Anteremanthus hatschbachii",H.Rob.,"Anteremanthus hatschbachii H.Rob."
ASTERACEAE,"Aspilia almasensis",D.J.N.Hind,"Aspilia almasensis D.J.N.Hind"
ASTERACEAE,"Aspilia attenuata","(Gardner) Baker","Aspilia attenuata (Gardner) Baker"
ASTERACEAE,"Aspilia clausseniana",Baker,"Aspilia clausseniana Baker"
ASTERACEAE,"Aspilia cordifolia",J.U.Santos,"Aspilia cordifolia J.U.Santos"
ASTERACEAE,"Aspilia cylindrocephala",H.Rob.,"Aspilia cylindrocephala H.Rob."
ASTERACEAE,"Aspilia floribunda","(Gardner) Baker","Aspilia floribunda (Gardner) Baker"
ASTERACEAE,"Aspilia grazielae",J.U.Santos,"Aspilia grazielae J.U.Santos"
ASTERACEAE,"Aspilia paraensis","(Huber) J.U.Santos","Aspilia paraensis (Huber) J.U.Santos"
ASTERACEAE,"Aspilia pohlii","(Sch.Bip. ex Baker) Baker","Aspilia pohlii (Sch.Bip. ex Baker) Baker"
ASTERACEAE,"Aspilia procumbens",Baker,"Aspilia procumbens Baker"
ASTERACEAE,"Aspilia silphioides","(Hook. & Arn.) Benth. & Hook.","Aspilia silphioides (Hook. & Arn.) Benth. & Hook."
ASTERACEAE,"Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Austrocritonia angulicaulis (Sch.Bip. ex Baker) R.M.King & H.Rob."
ASTERACEAE,"Austroeupatorium rosmarinaceum","(Cabrera & Vittet) R.M.King & H.Rob.","Austroeupatorium rosmarinaceum (Cabrera & Vittet) R.M.King & H.Rob."
ASTERACEAE,"Baccharis brevifolia",DC.,"Baccharis brevifolia DC."
ASTERACEAE,"Baccharis concinna",G.M.Barroso,"Baccharis concinna G.M.Barroso"
ASTERACEAE,"Baccharis elliptica",Gardner,"Baccharis elliptica Gardner"
ASTERACEAE,"Baccharis grandimucronata",Malag.,"Baccharis grandimucronata Malag."
ASTERACEAE,"Baccharis hypericifolia",Baker,"Baccharis hypericifolia Baker"
ASTERACEAE,"Baccharis lychnophora",Gardner,"Baccharis lychnophora Gardner"
ASTERACEAE,"Baccharis megapotamica",Spreng.,"Baccharis megapotamica Spreng."
ASTERACEAE,"Baccharis paranensis","Heering & DusÃÂ©n","Baccharis paranensis Heering & DusÃÂ©n"
ASTERACEAE,"Baccharis penningtonii",Heering,"Baccharis penningtonii Heering"
ASTERACEAE,"Baccharis polyphylla",Gardner,"Baccharis polyphylla Gardner"
ASTERACEAE,"Baccharis pseudo-alpestris",Malag.,"Baccharis pseudo-alpestris Malag."
ASTERACEAE,"Baccharis sagittalis","(Less.) DC.","Baccharis sagittalis (Less.) DC."
ASTERACEAE,"Baccharis sphenophylla","DusÃÂ©n ex Malme","Baccharis sphenophylla DusÃÂ©n ex Malme"
ASTERACEAE,"Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Barrosoa apiculata (Gardner) R.M.King & H.Rob."
ASTERACEAE,"Bidens bipinnata",L.,"Bidens bipinnata L."
ASTERACEAE,"Calea abbreviata","Pruski & Urbatsch","Calea abbreviata Pruski & Urbatsch"
ASTERACEAE,"Calea acaulis",Baker,"Calea acaulis Baker"
ASTERACEAE,"Calea brittoniana",Pruski,"Calea brittoniana Pruski"
ASTERACEAE,"Calea clausseniana",Baker,"Calea clausseniana Baker"
ASTERACEAE,"Calea clematidea",Baker,"Calea clematidea Baker"
ASTERACEAE,"Calea cymosa",Less.,"Calea cymosa Less."
ASTERACEAE,"Calea gentianoides",DC.,"Calea gentianoides DC."
ASTERACEAE,"Calea heteropappa","Pruski & Urbatsch","Calea heteropappa Pruski & Urbatsch"
ASTERACEAE,"Calea kristiniae",Pruski,"Calea kristiniae Pruski"
ASTERACEAE,"Calea lantanoides",Gardner,"Calea lantanoides Gardner"
ASTERACEAE,"Calea polycephala","(Baker) H.Rob.","Calea polycephala (Baker) H.Rob."
ASTERACEAE,"Calea serrata",Less.,"Calea serrata Less."
ASTERACEAE,"Campuloclinium parvulum","(Glaz.) R.M.King & H.Rob.","Campuloclinium parvulum (Glaz.) R.M.King & H.Rob."
ASTERACEAE,"Campuloclinium riedelii","(Baker) R.M.King & H.Rob.","Campuloclinium riedelii (Baker) R.M.King & H.Rob."
ASTERACEAE,"Catolesia mentiens",D.J.N.Hind,"Catolesia mentiens D.J.N.Hind"
ASTERACEAE,"Chaptalia chapadensis",D.J.N.Hind,"Chaptalia chapadensis D.J.N.Hind"
ASTERACEAE,"Chaptalia cordifolia","(Baker) Cabrera","Chaptalia cordifolia (Baker) Cabrera"
ASTERACEAE,"Chaptalia hermogenis",M.D.Moraes,"Chaptalia hermogenis M.D.Moraes"
ASTERACEAE,"Chaptalia martii","(Baker) Zardini","Chaptalia martii (Baker) Zardini"
ASTERACEAE,"Chionolaena lychnophorioides",Sch.Bip.,"Chionolaena lychnophorioides Sch.Bip."
ASTERACEAE,"Chresta souzae",H.Rob.,"Chresta souzae H.Rob."
ASTERACEAE,"Chresta sphaerocephala",DC.,"Chresta sphaerocephala DC."
ASTERACEAE,"Chromolaena arrayana","(Gardner) R.M.King & H.Rob.","Chromolaena arrayana (Gardner) R.M.King & H.Rob."
ASTERACEAE,"Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Chromolaena costatipes (B.L.Rob.) R.M.King & H.Rob."
ASTERACEAE,"Chromolaena elliptica","(Hook. & Arn.) R.M.King & H.Rob.","Chromolaena elliptica (Hook. & Arn.) R.M.King & H.Rob."
ASTERACEAE,"Chromolaena latisquamulosa","(Hieron.) R.M.King & H.Rob.","Chromolaena latisquamulosa (Hieron.) R.M.King & H.Rob."
ASTERACEAE,"Chromolaena rhinanthacea","(DC.) R.M.King & H.Rob.","Chromolaena rhinanthacea (DC.) R.M.King & H.Rob."
ASTERACEAE,"Chronopappus bifrons","(DC. ex Pers.) DC.","Chronopappus bifrons (DC. ex Pers.) DC."
ASTERACEAE,"Chrysolaena nicolackii",H.Rob.,"Chrysolaena nicolackii H.Rob."
ASTERACEAE,"Cololobus longiangustatus","( G.M.Barroso ) H.Rob.","Cololobus longiangustatus ( G.M.Barroso ) H.Rob."
ASTERACEAE,"Cololobus rupestris","(Gardner) H.Rob.","Cololobus rupestris (Gardner) H.Rob."
ASTERACEAE,"Conocliniopsis prasiifolia","(DC.) R.M.King & H.Rob.","Conocliniopsis prasiifolia (DC.) R.M.King & H.Rob."
ASTERACEAE,"Dasyanthina serrata","(Less.) H.Rob.","Dasyanthina serrata (Less.) H.Rob."
ASTERACEAE,"Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Dasycondylus resinosus (Spreng.) R.M.King & H.Rob."
ASTERACEAE,"Dasyphyllum synacanthum","(Baker) Cabrera","Dasyphyllum synacanthum (Baker) Cabrera"
ASTERACEAE,"Dendrophorbium catharinense","(DusÃÂ©n ex Cabrera) C.Jeffrey","Dendrophorbium catharinense (DusÃÂ©n ex Cabrera) C.Jeffrey"
ASTERACEAE,"Dendrophorbium paranense","(Malme) Matzenb. & Baptista","Dendrophorbium paranense (Malme) Matzenb. & Baptista"
ASTERACEAE,"Dendrophorbium pluricephalum","(Cabrera) C.Jeffrey","Dendrophorbium pluricephalum (Cabrera) C.Jeffrey"
