family,scientificName,action,situation,details,references
ORCHIDACEAE,"Pelexia luetzelburgii","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
SPHAGNACEAE,"Sphagnum luetzelburgii","1 Land/water protection","on going","Coletada no Parque Nacional da Serra dos Órgãos (D.P. Costa 4173).",
FABACEAE,"Inga arenicola","5.1.1 International level","on going","Em 1998 foi avaliada como ''Em perigo"" (CR B1 +2c) por World Conservation Monitoring Centre. ","World Conservation Monitoring Centre 1998. Inga arenicola. The IUCN Red List of Threatened Species. Version 2014.3. <www.iucnredlist.org>. Downloaded on 08 April 2015."
FABACEAE,"Inga arenicola","1.1 Site/area protection","on going","Pela descrição da localidade de coleta (S. Mayo 616) é possível inferir que a espécie ocorre na APA de Maricá.",
FABACEAE,"Inga arenicola","5.1.2 National level","on going","Foi avaliada como ""Em perigo"" (EN A2c;B1ab(i,iii)) na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).","Ministério do Meio Ambiente. 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Portaria 443-17/12/2014. República Federativa do Brasil. "
MELASTOMATACEAE,"Meriania robusta","1.1 Site/area protection","on going","Ocorre no Parque Estadual do Desengano, Reserva Ecológica de Macaé de Cima e Reserva Estadual da União (Chiavegatto & Baumgratz, 2008).","Chiavegatto, B. & Baumgratz, J.F.A. 2008. Meriania (Melastomataceae; Merianieae) no Rio de Janeiro, Brasil. Rodriguésia, 59(4): 899-913."
LEJEUNEACEAE,"Colura itatyana","1 Land/water protection","on going","De acordo com o trabalho de Santos e Costa (2009), a espécie ocorre no Parque Nacional do Itatiaia.","Costa, D.P. Da, Santos, N.D. Dos, 2009. Conservação de hepáticas na Mata Atlântica do sudeste do Brasil: uma análise regional no Estado do Rio de Janeiro. Acta Bot. Brasilica 23, 913–922. doi:10.1590/S0102-33062009000400001"
SELIGERIACEAE,"Brachydontium notorogenes","1 Land/water protection","on going","Ocorre no Parque Nacional do Itatiaia (Buck e Schafer-Verwimp, 1992).","Buck, William R., Schafer-Verwimp, A., 1992. Brachydontium notorogenes sp. nov. (Seligeriaceae) from Southeastern Brazil. Bryologist 54, 258."
FABACEAE,"Inga enterolobioides","5.1.1 International level","on going","Avaliada pela World Conservation Monitoring Centre como ""Criticamente  em Perigo"" (CR B1+2c) IUCN 1998.","World Conservation Monitoring Centre 1998. Inga enterolobioides. The IUCN Red List of Threatened Species. Version 2014.3. <www.iucnredlist.org>. Downloaded on 08 April 2015."
FABACEAE,"Inga enterolobioides","5.1.2 National level","on going","Avaliada como ""Criticamente em Perigo"" (CR A2c;B2ab(ii,iii)) na lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).
","Ministério do Meio Ambiente 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Portária 443 - 17/12/2014. República Federativa do Brasil."
FABACEAE,"Machaerium firmum","4.3 Awareness & communications","on going","Categorizada como ""Criticamente em perigo"" (CR) por Bergallo et al. (2009).","Bergallo, H.G., Uzêda, M.C., Fidalgo, E.C.C., Alves, M.A.S., Rocha, C.F.D., Van Sluys, M., Costa, T.C.C., Costa, M.B., Santos, M.A., Cozzolino, A.C., Alencar, R.S., 2009. Estratégias e ações para a conservação da biodiversidade no Estado do Rio de Janeiro. Rio de Janeiro: Instituto Biomas."
FABACEAE,"Machaerium firmum","1.1 Site/area protection","on going","Nunes (2014) documenta ausência dessa espécie em Unidades de Conservação, porém existem registros de coleta válidos no Parque ecológico da Prainha (R.D. Ribeiro 289), atual Parque Natural Municipal da Prainha, e no Parque Estadual da Serra da Tiririca (D.N.S. Machado 313).","Nunes, N.L. de A. 2014. Padrões de endemismo de espécies de Leguminosae na Região Hidrográfica do Atlântico Sudeste. Dissertação (mestrado) – Instituto de Pesquisas Jardim Botânico do Rio de Janeiro / Escola Nacional de Botânica Tropical."
ORCHIDACEAE,"Pelexia mouraei","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Vriesea altimontana","1.1 Site/area protection","on going","Espécie coletada no  Parque Estadual do Desengano  (G. Martinelli, 13257; 13377; A. Costa, 255) ",
BROMELIACEAE,"Vriesea altimontana","5.1.2 National level","on going","Espécie categorizada como Em Perigo na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).

"," MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ORCHIDACEAE,"Phymatidium limae","1.1 Site/area protection","on going","A espécie ocorre no PE do Desengano (Barberena et al., 2014).","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 8 abril 2015."
ORCHIDACEAE,"Phymatidium limae","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Pabstiella dracula","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Pleurothallis jacarepaguaensis","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
CALOPHYLLACEAE,"Kielmeyera gracilis","1.1 Site/area protection","on going","A espécie ocorre em localidade do Parque Nacional Serra dos Órgãos  (Markgraf 10034).",
SPHAGNACEAE,"Sphagnum triporosum","1 Land/water protection","on going","A espécie ocorre no Parque Nacional do Itatiaia (H.A. Crum 1834).",
BROMELIACEAE,"Vriesea altomacaensis","3.4 Ex-situ conservation","on going","A espécie possui mudas em cultura no JBRJ  (G. Martinelli, 11937).",
BROMELIACEAE,"Vriesea altomacaensis","5.4.2 National level","on going","Espécie categorizada como Criticamente em Perigo na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).
","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
CALOPHYLLACEAE,"Kielmeyera insignis","1 Land/water protection","on going","Coletada na Serra dos Órgãos, provavelmente no PARNA Serra dos Órgãos (Glaziou 3878) e na EEE de Paraíso (C.M.Vieira 183).",
BROMELIACEAE,"Vriesea bleherae","5.1.2 National level","on going","Categorizada como Criticamente em Perigo na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMa, 2014). ","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Vriesea botafogensis","1.1 Site/area protection","on going","Espécie ocorre no interior do Parque Estadual da Serra da Tiririca (R. de C.C. Silva, 17). ",
BROMELIACEAE,"Vriesea botafogensis","5.1.2 National level",,"Categorizada como Criticamente em Perigo na  Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014). ","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Vriesea brassicoides","5.4.2 National level","on going","Espécie categorizada como Em Perigo, na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção(MMA, 2014). ","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Vriesea brassicoides","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Tijuca.",
BROMELIACEAE,"Vriesea costae","1.1 Site/area protection","on going","A espécie ocorre no interior do Parque Estadual da Serra da Tiririca (B.R. Silva, 115).",
BROMELIACEAE,"Vriesea eltoniana","5.1.2 National level","on going","A espécie foi categorizada como Em Perigo (EN) na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Vriesea eltoniana","1.1 Site/area protection","on going","As subpopulações da Ilha de Cabo Frio encontram-se preservadas, pro se tratar de uma área militar.",
BROMELIACEAE,"Vriesea fluminensis","1.1 Site/area protection",needed,"A região de Areal não conta com nenhuma unidade de conservação, o que representa uma séria ameaça para a conservação da espécie na região.",
ORCHIDACEAE,"Prescottia spiranthophylla","1.1 Site/area protection","on going","Segundo Barberena et al. (2014), ocorre no PARNA da Tijuca. Também ocorre na APA da Prainha, fato evidenciado por diversos registros de coleta (CNCFlora, 2015). ","CNCFlora. 2015. Base de dados do Centro Nacional de Conservação da Flora. Disponível em <http://cncflora.jbrj.gov.br/portal/>. Acesso em 9 abril 2015.;Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 9 abril 2015."
ORCHIDACEAE,"Prescottia spiranthophylla","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Vriesea fontourae","3.4 Ex-situ conservation","on going","Espécie em cultivo ex situ (RB 493837; T. Fontoura, s.n.).",
BROMELIACEAE,"Vriesea fontourae","1.1 Site/area protection","on going","Ocorre na Reserva Biológica Poço das Antas (RB 493837; T. Fontoura, s.n.).",
CONVOLVULACEAE,"Bonamia langsdorffii","1 Land/water protection",needed,"A espécie ocorre na APA dos Morros da Babilônia e de São João, abrangida pelo Parque Natural da Paisagem Carioca, criado recentemente, no ano de 2013, porém com maior foco social e turístico (Sinay et al., 2014) ","Sinay, L., de Sinay, M.C.F., de Barros Pena, I.A., 2014. Parque Natural Municipal da Paisagem Carioca: ecoturismo e sustentabilidade. Rev. Bras. Ecoturismo 7, 500–516."
BROMELIACEAE,"Vriesea fradensis","1.1 Site/area protection",needed,"Em alguns anos, se nada for feito, poderemos perder integralmente a biota associada aos Frades, tornando-o mais um grande afloramento enegrescido
e descoberto de florestas até sua base, cheio de capim africano com poucas nativas resistindo (Fernandez com. pess.).",
OROBANCHACEAE,"Magdalenaea limae","2.3 Habitat & natural process restoration",needed,"Na região de Santa Maria Madalena, diversos fragmentos florestais foram reduzidos, gerando barreiras para implantação de corredores ecológicos (TCE-RJ, 2003). Nesse caso, seria necessário implantar 1.249 hectares de corredores, o que representa 1,5% da área total do município (TCE-RJ, 2003). ","TCE-RJ, 2003. Estudo Socioeconômico 2004 - Santa Maria Madalena. Rio de Janeiro."
OROBANCHACEAE,"Magdalenaea limae","1.1 Site/area protection",needed,"Apesar de sua ocorrência em localidades próximas ao Parque Nacional do Desengano (S.Lima 230; 13191), a espécie não foi coletada em área protegida. E, sendo categorizada como ""Criticamente em perigo"" (MMA, 2014), recomenda-se investimentos na busca de novos registros em habitats potenciais da espécie nas UCs da região, bem como em ações de conservação in situ e ex situ. ","MMA, 2014. Portaria No. 443, de 18 de dezembro de 2014. Estabelece a Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. "
OROBANCHACEAE,"Magdalenaea limae","5.1.2 National level","on going","Espécie está categorizada como ""Criticamente em perigo"" (MMA, 2008; 2014).","MMA, 2014. Portaria No. 443, de 18 de dezembro de 2014. Estabelece a Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. ;MMA, 2008. Instrução normativa No. 6, de 23 de setembro de 2008. Estabelece a lista de espécies da flora ameaçada do Brasil e espécies deficiente de dados. "
ORCHIDACEAE,"Prosthechea serpentilingua","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Pygmaeorchis brasiliensis","1.1 Site/area protection","on going","Ocorre no PARNA da Serra dos Órgãos (Barberena et al., 2014).","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 9 abril 2015."
ORCHIDACEAE,"Pygmaeorchis brasiliensis","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
