family,scientificName,action,situation,details,references
BROMELIACEAE,"Aechmea fasciata","1.1 Site/area protection","on going","Espécie coletada no interior das seguintes Unidades de Conservação: Estação Ecológica do Paraíso, Parque Nacional da Serra dos Órgãos, Parque Nacional da Tijuca, Reserva Biológica do Tinguá e Reserva Biológica Poço das Antas (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>, Acessado em 01 abr 2015."
ORCHIDACEAE,"Octomeria cochlearis","1.1 Site/area protection","on going","Ocorre no PARNA da Tijuca (Barberena et al., 2014)","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 2 abril 2015."
ORCHIDACEAE,"Octomeria cochlearis","3.4.1 Captive breeding/artificial propagation","on going","Espécie em cultivo no Jardim Botânico do Rio de Janeiro (H. Seehawer s.n., RB 409141).",
ORCHIDACEAE,"Octomeria cochlearis","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Octomeria fimbriata","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Octomeria helvola","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BIGNONIACEAE,"Fridericia elegans","5.4.2 National level","on going","A espécie foi incluída na Lista Vermelha da Flora do Brasil, na categoria Quase ameaçada, NT. (MMA, 2014)","•	MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014.  ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
BROMELIACEAE,"Aechmea grazielae","3.4 Ex-situ conservation","on going","Espécie cultivada no Sítio Roberto Burle-Marx (G. Martinelli, 12025).",
ORCHIDACEAE,"Octomeria itatiaiae","1.1 Site/area protection","on going","Ocorre no PARNA do Itatiaia (Barberena et al., 2014)","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 6 abril 2015."
ORCHIDACEAE,"Octomeria itatiaiae","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BIGNONIACEAE,"Jacaranda crassifolia","1.1 Site/area protection","on going","Espécie coletada no PARNA Itatiaia, próximo ao Lago Azul (M.R. Carrara 23)",
BIGNONIACEAE,"Jacaranda crassifolia","5.4.2 National level","on going","Considerada ""Em perigo"" (EN) pela Lista Vermelha da Flora do Brasil (MMA, 2008; 2014)","MINISTÉRIO DO MEIO AMBIENTE. 2008. Instrução Normativa n. 6, de 23 de setembro de 2008. Espécies da flora brasileira ameaçadas de extinção e com deficiência de dados, Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 24 set. 2008. Seção 1, p.75-83, 2008.;MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014. a ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
BROMELIACEAE,"Alcantarea farneyi","1.1 Site/area protection","on going","Coletada no Parque Estadual do Desengano (G. Martinelli, 11989).",
CLUSIACEAE,"Clusia immersa","1.1 Site/area protection","on going","Possivelmente, a espécie ocorre dentro dos limites do Parque Estadual do Desengano, além de em outras duas localidades não protegidas dentro dos limites de alguma categoria de unidade de conservação.",
CLUSIACEAE,"Clusia studartiana","1.1 Site/area protection","on going","A espécie possui registros dentro dos limites do Parque Nacional da Serra dos Órgãos, Área de Proteção Ambiental de Macaé de Cima e Reserva Ecológica Municipal de Macaé de Cima e Parque Estadul do Desengano.",
CLUSIACEAE,"Garcinia calyptrata","1.1 Site/area protection","on going","A espécie ocorre provavelmente dentro dos limites do Parque Nacional da Serra dos Órgãos (A.F.M. Glaziou 18155).",
BROMELIACEAE,"Alcantarea geniculata","1.1 Site/area protection","on going","Espécie coletada nas seguintes Unidades de Conservação: Área de Proteção Ambiental da Região Serrana de Petrópolis, Parque Nacional da Serra dos Órgãos, Parque Nacional da Tijuca, RPPN Pedra do Amarilis (Moura e Vieira, 2014).  ","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>, Acessado em 01 abr 2015."
BROMELIACEAE,"Alcantarea geniculata","3.4 Ex-situ conservation","on going","Espécie amplamente cultivada por colecionadores (Versieux e Wanderley, 2015). ",
BROMELIACEAE,"Alcantarea glaziouana","1.1 Site/area protection","on going","Espécie ocorre no interior da Área de Proteção Ambiental Prainha e do Parque Estadual da Serra da Tiririca  (Moura e Vieira, 2014). Apesar de cultivada em parques, as autoridades devem evitar a extinção de populações localizadas, uma vez isso aumentaria os efeitos deletérios decorrentes das populações pequenas, isoladas e com acentuadas taxas de endocruzamento (Versieux e Wanderley, 2015). Versieux e Wanderley (2015) sugerem que seja feito um mapeamento atualizado das subpopulações, uma vez que muitas das localidades citadas para os espécimes mais antigos, já foram descaracterizadas por estarem dentro de áreas urbanas em expansão (Versieux e Wanderley, 2015).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>, Acessado em 01 abr 2015.;Versieux, L. M. ; Wanderley, M.G.L. . Bromélias-gigantes do Brasil. 1. ed. Natal: Capim Macio & Offset, 2015. v. 1. 200p."
BROMELIACEAE,"Alcantarea glaziouana","5.1.2 National level","on going","Espécie categorizada como Em Perigo na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Alcantarea glaziouana","3.4 Ex-situ conservation","on going","A espécie é amplamente cultivada desde o século XIX (Versieux e Wanderley, 2015).","Versieux, L. M. ; Wanderley, M.G.L. . Bromélias-gigantes do Brasil. 1. ed. Natal: Capim Macio & Offset, 2015. v. 1. 200p."
ORCHIDACEAE,"Octomeria minuta","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Alcantarea heloisae","1.1 Site/area protection","on going","Ocorre no interior do Parque Estadual do Desengano  (Versieux e Wanderley, 2015).","Versieux, L. M. ; Wanderley, M.G.L. . Bromélias-gigantes do Brasil. 1. ed. Natal: Capim Macio & Offset, 2015. v. 1. 200p."
ORCHIDACEAE,"Octomeria multiflora","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Alcantarea martinellii","1.1 Site/area protection","on going","Ocorrência no Parque Estadual dos Três Picos (E.P. Fernandez 196).",
BROMELIACEAE,"Alcantarea nevaresii","1.1 Site/area protection","on going","Espécie ocorre na APA Macaé de Cima (A. Costa, 372) e  no Parque Estadual dos Três Picos (Versieux e Wanderley, 2015).","Versieux, L. M. ; Wanderley, M.G.L. . Bromélias-gigantes do Brasil. 1. ed. Natal: Capim Macio & Offset, 2015. v. 1. 200p."
BROMELIACEAE,"Alcantarea nevaresii","5.1.2 National level","on going","Espécie categorizada como Em Perigo na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).
"," MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ORCHIDACEAE,"Octomeria pumila","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ORCHIDACEAE,"Octomeria rodeiensis","1.1 Site/area protection","on going","Ocorre no PARNA da Tijuca e no PE do Desengano (Barberena et al., 2014).","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 6 abril 2015."
ORCHIDACEAE,"Octomeria rodeiensis","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
DICRANACEAE,"Dicranoloma brasiliense","1 Land/water protection","on going","A espécie ocorre no Parque Nacional da Serra dos Órgãos (Luetzelburg s.n., US 2124174).",
MELASTOMATACEAE,"Meriania excelsa","1.1 Site/area protection","on going","Ocorre no Parque Nacional da Serra dos Órgãos (Chiavegatto & Baumgratz, 2008).","Chiavegatto, B. & Baumgratz, J.F.A. 2008. Meriania (Melastomataceae; Merianieae) no Rio de Janeiro, Brasil. Rodriguésia, 59(4): 899-913."
ORCHIDACEAE,"Octomeria rodriguesii","1.1 Site/area protection","on going","Ocorre do PARNA da Serra dos Órgãos (Barberena et al., 2014). ","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 7 abril 2015."
ORCHIDACEAE,"Octomeria rodriguesii","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
PLANTAGINACEAE,"Achetaria latifolia","5.1.2 National level","on going","Espécie categorizada como ""Criticamente em perigo"", na Lista Nacional de Espécies Ameaçadas (MMA, 2014)","MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014. ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
PLANTAGINACEAE,"Achetaria latifolia","3 Species management",needed,"Buscas intensivas recentes não obtiveram resultados, sugerindo possível risco de extinção na natureza em futuro próximo caso não haja investimento em ação de conservação efetivas (Souza et al., 2013).","Souza, V.C., Filho, L.A.F. dos S., Júnior, J.S.R., Marcelo Bueno de Abreu, D.C.K., 2013. Plantaginaceae, in: G. Martinelli & M. A. Moraes (orgs.). Livro Vermelho Da Flora Do Brasil. Andrea Jakobsson (Ed.): Instituto de Pesquisas Jardim Botânico do Rio de Janeiro, Rio de Janeiro, p. 1100."
BROMELIACEAE,"Alcantarea tortuosa","1.1 Site/area protection","on going","Espécie ocorre no interior do Parque Estadual do Desengano  (Versieux e Wanderley, 2015).","Versieux, L. M. ; Wanderley, M.G.L. . Bromélias-gigantes do Brasil. 1. ed. Natal: Capim Macio & Offset, 2015. v. 1. 200p."
BROMELIACEAE,"Pitcairnia albiflos","1.1 Site/area protection",,"Possuí registros dentro do Parque Nacional da Tijuca e Parque Estadual da Serra da Tiririca, nos municípios do Rio de Janeiro e Niterói, respectivamente (Wendt; Chamas 1997; Barros, 2008).","Barros, A.A.M. 2008. Análise florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil, Tese de doutorado, Instituto de Pesquisas Jardim Botânico do Rio de Janeiro/Escola Nacional de Botânica Tropical, Rio de Janeiro, 218 pp.;Wendt, T., Chamas, C.C., 1997. As Pitcairnias do leste do Brasil – suas verdadeiras identidades. Bromelia 4, 12–18."
BROMELIACEAE,"Pitcairnia albiflos","3.4 Ex-situ conservation","on going"," Estão depositados na coleção científica de Bromeliaceae do Instituto de Pesquisas Jardim Botânico do Rio de Janeiro 106 indivíduos de P. albiflos resgatados da obra executada pelo governo do estado para a implantação de sistema metroviário na Barra da Tijuca (Forzza com. pess., 2012).",
BROMELIACEAE,"Pitcairnia albiflos","5.1.2 National level","on going","Categorizada como Em Perigo na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).

","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ORCHIDACEAE,"Octomeria sarcophylla","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Pabstia placanthera","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
DILLENIACEAE,"Davilla glaziovii","1.1 Site/area protection","on going","A espécie encontra-se protegida dentro dos limites do Parque Ecológico da Serra do Medanha, criado em 1993 na zona oeste da região metropolitana da cidade do Rio de Janeiro (C.N. Fraga 2903);apesar de estar situada em área legalmente protegida, a única localidade de ocorrência da espécie sofreu pressões antrópicas ainda no século XVII e permance sofrendo, evidenciando a necessidade de se ampliar o efetivo de fiscalização para garantir sua perpetuação na natureza.",
TRIGONIACEAE,"Trigonia littoralis","1.1 Site/area protection",needed,"Com base nos registros de coleta da espécie, suspeita-se que nenhuma subpopulação conhecida esteja efetivamente protegida por alguma unidade de conservação.",
CHRYSOBALANACEAE,"Licania glazioviana","1.1 Site/area protection","on going","A espécie apresenta registro na estrada da Vista Chinesa, localidade do Parque Nacional da Tijuca (J.P.L.Sobrinho 642).",
ORCHIDACEAE,"Pabstiella calcarata","1.1 Site/area protection","on going","Foi encontrada na Serra da Maria Comprida, que fica situada na APA Petrópolis (R. Borges 1004).",
ORCHIDACEAE,"Pabstiella calcarata","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).
","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Pitcairnia corcovadensis","1.1 Site/area protection","on going","Espécie coletada no interior do Parque Nacional da Serra dos Órgãos e do Parque Nacional da Tijuca (Moura e Vieira, 2014). ","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>, Acessado em 01 abr 2015."
ORCHIDACEAE,"Pabstiella crassicaulis","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Pabstiella elegantula","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Pitcairnia encholirioides","1.1 Site/area protection","on going"," A espécie tem registros dentro dos limites do Parque Estadual do Desengano (E.M.C. Leme, 8038).",
BROMELIACEAE,"Pitcairnia encholirioides","5.1.2 National level","on going","Categorizada como Em Perigo na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).
","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ORCHIDACEAE,"Pabstiella gracilicaulis","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Pabstiella spathuliglossa","3.4.1 Captive breeding/artificial propagation","on going","A espécie é cultivada no Jardim Botânico de São Paulo (C. Spannagel 366).",
ORCHIDACEAE,"Pabstiella spathuliglossa","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Pabstiella tabacina","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
MELASTOMATACEAE,"Meriania glabra","1.1 Site/area protection","on going","Ocorre em Uniadades de Conservação: Parque Nacional da Tijuca, Parque Nacional da Serra dos Órgãos, Parque Nacional da Bocaina, Parque Estadual da Pedra Branca (Chiavegatto, 2009), Reserva Biológica do Tinguá (M.G. Bovini 2157) e APA-Cairuçú (M.G. Bovini 821).","Chiavegatto, B., 2009. Revisão taxonômica e filogenia do gênero Meriania Sw. (Melastomataceae) no Brasil. Tese de doutorado. Escola Nacional de Botânica Tropical, Instituto de Pesquisas Jardim Botânico do Rio de Janeiro."
MELASTOMATACEAE,"Meriania glazioviana","1.1 Site/area protection","on going","Ocorre no Parque Estadual da Ilha Grande e Reserva Ecológica Rio das Pedras (Baumgratz et al., 2014).","Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
CALOPHYLLACEAE,"Kielmeyera excelsa","1.1 Site/area protection","on going","A espécie foi coletada no PARNA da Tijuca (H.C.Lima 1631) e no Parque Estadual do Desengano (H.C.Lima 3028) e PARNA do Itatiaia (Cambe s.n., RB 66482).",
MELASTOMATACEAE,"Meriania longipes","1.1 Site/area protection","on going","Ocorre no Parque Estadual da Ilha Grande (Chiavegatto & Baumgratz, 2008).","Chiavegatto, B. & Baumgratz, J.F.A. 2008. Meriania (Melastomataceae; Merianieae) no Rio de Janeiro, Brasil. Rodriguésia, 59(4): 899-913."
BROMELIACEAE,"Pitcairnia staminea","1.1 Site/area protection","on going","Parque Estadual da Serra da Tiririca (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>, Acessado em 01 abr 2015."
BROMELIACEAE,"Pitcairnia suaveolens","3.4 Ex-situ conservation","on going","Planta em cultivo ex situ (N. Vasconcellos, 126).",
BROMELIACEAE,"Pitcairnia suaveolens","1.1 Site/area protection","on going","Coletada no interior do  Parque Nacional da Serra dos Órgãos (N. Vasconcellos, 126).",
MARCGRAVIACEAE,"Marcgravia comosa","1.1 Site/area protection","on going","Apresenta ocorrência em localidade próxima ao Rio das Flores (A.M.S da F. Vaz 573), abrangida pela APA Macaé de Cima. ",
BROMELIACEAE,"Pitcairnia wendtiae","1.1 Site/area protection","on going","Espécie coletada entre a região de Paratymirim  e o Saco do Mamanguá, na Aárea de Proteção Ambiental do Cairuçu (B.R.  Silva, 968; G. Martinelli, 11567; 12090; 14793).",
ORCHIDACEAE,"Pelexia longibracteata","5.1.1 International level","on going","A família Orchidaceae está inserida no Apêndice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
