family,scientificNameWithoutAuthorship,scientificNameAuthorship,analysis,assessment,category,criteria
MYRTACEAE,"Eugenia expansa","Spring ex Mart.",review,,,
MYRTACEAE,"Eugenia grandifolia",O.Berg,review,,,
MYRTACEAE,"Eugenia grazielae","Mattos & D.Legrand",review,,,
MYRTACEAE,"Eugenia irirensis",O.Berg,review,,,
MYRTACEAE,"Eugenia itaguahiensis",Nied.,review,,,
MYRTACEAE,"Eugenia kuhlmanniana","Mattos & D.Legrand",review,,,
MYRTACEAE,"Eugenia marambaiensis","M.C.Souza & M.P.Lima",review,,,
MYRTACEAE,"Eugenia oxyoentophylla",Kiaersk.,review,,,
MYRTACEAE,"Eugenia strellensis",O.Berg,review,,,
MYRTACEAE,"Eugenia strigipes",O.Berg,review,,,
MYRTACEAE,"Eugenia violascens",O.Berg,review,,,
MYRTACEAE,"Marlierea capitata",O.Berg,review,,,
MYRTACEAE,"Marlierea choriophylla",Kiaersk.,review,,,
MYRTACEAE,"Marlierea estrellensis",O.Berg,review,,,
MYRTACEAE,"Marlierea guanabarina","Mattos & D.Legrand",review,,,
MYRTACEAE,"Marlierea langsdorffii",O.Berg,validation,,,
MYRTACEAE,"Marlierea martinellii","G.M.Barroso & Peixoto",review,,,
MYRTACEAE,"Marlierea occhionii",D.Legrand,done,,,
MYRTACEAE,"Marlierea resupinata","(Vell.) O.Berg",review,,,
MYRTACEAE,"Marlierea sessiliflora",O.Berg,review,,,
MYRTACEAE,"Marlierea silvestris","(Vell.) Mattos",review,,,
MYRTACEAE,"Myrcia badia","(O.Berg) N.Silveira",review,,,
MYRTACEAE,"Myrcia dolichopetala",Kiaersk.,review,,,
MYRTACEAE,"Myrcia magnifolia","(O.Berg) Kiaersk.",review,,,
MYRTACEAE,"Myrcia neocambessedeana","E.Lucas & Sobral",review,,,
MYRTACEAE,"Myrcia stewartiana",O.Berg,review,,,
MYRTACEAE,"Myrcia velutiflora","(Mattos & D.Legrand) Mattos",review,,,
MYRTACEAE,"Myrcia warmingiana",Kiaersk.,review,,,
MYRTACEAE,"Myrciaria pumila","(Gardner) O.Berg",review,,,
MYRTACEAE,"Neomitranthes apiculata","(Burret) Mattos",review,,,
MYRTACEAE,"Neomitranthes riedeliana","(O.Berg) Mattos",review,,,
MYRTACEAE,"Plinia anonyma",Sobral,review,,,
MYRTACEAE,"Plinia ilhensis",G.M.Barroso,review,,,
MYRTACEAE,"Plinia marqueteana",G.M.Barroso,review,,,
MYRTACEAE,"Plinia martinellii","G.M.Barroso & M.Peron",review,,,
MYRTACEAE,"Plinia sebastianopolitana",G.M.Barroso,review,,,
MYRTACEAE,"Psidium anthomega",Vell.,review,,,
MYRTACEAE,"Psidium arboreum",Vell.,review,,,
OCHNACEAE,"Luxemburgia glazioviana","(Engl.) Beauverd",validation,review,EN,"B2ab(i,ii,iii,iv)"
OCHNACEAE,"Ouratea campos-portoi",Sleumer,validation,open,,
OCHNACEAE,"Ouratea grandifolia","(Planch.) Engl.",validation,open,,
OCHNACEAE,"Ouratea miersii","(Planch.) Engl.",validation,open,,
OCHNACEAE,"Ouratea polita","(C.Presl) Engl.",validation,open,,
OCHNACEAE,"Ouratea stipulata","(Vell.) Engl.",validation,open,,
OLACACEAE,"Cathedra grandiflora",Loes.,validation,,,
OLACACEAE,"Dulacia singularis",Vell.,validation,,,
OLEACEAE,"Chionanthus fluminensis","(Miers) P.S.Green",validation,,,
OLEACEAE,"Chionanthus tenuis",P.S.Green,validation,,,
ONAGRACEAE,"Fuchsia alpestris",Gardner,validation,,,
ONAGRACEAE,"Fuchsia campos-portoi","Pilg. & Schulze-Menz",validation,,,
ONAGRACEAE,"Fuchsia glazioviana",Taub.,validation,,,
OPILIACEAE,"Agonandra fluminensis","Rizzini & Occhioni",validation,,,
ORCHIDACEAE,"Acianthera bidentata","(Lindl.) F.Barros & L.Guimarães",done,review,DD,
ORCHIDACEAE,"Acianthera exdrasii","(Luer & Toscano) Luer",done,review,DD,
ORCHIDACEAE,"Acianthera pavimentata","(Rchb.f.) Pridgeon & M.W.Chase",done,review,DD,
ORCHIDACEAE,"Acianthera subrotundifolia","(Cogn.) F.Barros & V.T.Rodrigues",done,comments,DD,
ORCHIDACEAE,"Anathallis flammea","(Barb.Rodr.) F.Barros",done,comments,DD,
ORCHIDACEAE,"Anathallis githaginea","(Pabst & Garay) Pridgeon & M.W.Chase",done,comments,DD,
ORCHIDACEAE,"Anathallis lichenophila","(Porto & Brade) Luer",done,review,DD,
ORCHIDACEAE,"Anathallis pubipetala","(Hoehne) Pridgeon & M.W.Chase",validation,comments,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Anathallis rubrolimbata","(Hoehne) F.Barros & Barberena",done,review,DD,
ORCHIDACEAE,"Anathallis spannageliana","(Hoehne) Pridgeon & M.W.Chase",done,review,EN,"B1ab(i,iii)"
ORCHIDACEAE,"Baptistonia pulchella","(Regel) Chiron & V.P.Castro",done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Barbosella macaheensis","(Cogn.) Luer",done,comments,DD,
ORCHIDACEAE,"Brasilaelia fidelensis","(Pabst) Gutfreund",done,comments,DD,
ORCHIDACEAE,"Brasilidium dasytyle","(Rchb.f.) F.Barros & V.T.Rodrigues",done,comments,DD,
ORCHIDACEAE,"Brasiliorchis heismanniana","(Barb.Rodr.) R.B.Singer et al.",done,comments,DD,
ORCHIDACEAE,"Brasiliorchis polyantha","(Barb.Rodr.) R.B.Singer et al.",done,comments,DD,
ORCHIDACEAE,"Bulbophyllum macroceras",Barb.Rodr.,done,comments,EN,"B1ab(i,iii)"
ORCHIDACEAE,"Campylocentrum calostachyum","(Barb. Rodr.) Cogn.",done,comments,DD,
ORCHIDACEAE,"Campylocentrum organense","(Rchb.f.) Rolfe",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
ORCHIDACEAE,"Catasetum globiflorum",Hook.,validation,comments,DD,
ORCHIDACEAE,"Cattleya dormaniana",Rchb.f.,done,,,
ORCHIDACEAE,"Centroglossa greeniana","(Rchb.f.) Cogn.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
ORCHIDACEAE,"Cleistes liliastrum",Rchb.f.,done,comments,DD,
ORCHIDACEAE,"Cleistes miersii",Gardner,validation,review,DD,
ORCHIDACEAE,"Coppensia edmundoi","(Pabst) Campacci",done,comments,DD,
ORCHIDACEAE,"Cyclopogon gardneri","Mytnik et al.",done,comments,DD,
ORCHIDACEAE,"Cyclopogon proboscideus",Szlach.,validation,comments,DD,
ORCHIDACEAE,"Cyclopogon venustus","(Barb.Rodr) Schltr.",done,comments,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Encyclia viridiflora",Hook.,done,comments,DD,
ORCHIDACEAE,"Epidendrum ammophilum",Barb.Rodr.,validation,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
ORCHIDACEAE,"Epidendrum goebelii",Schltr.,done,comments,DD,
ORCHIDACEAE,"Epidendrum harrisoniae",Hook.,done,review,CR,"B1ab(iii,iv)"
ORCHIDACEAE,"Epistephium portellianum",Barb.Rodr.,done,comments,DD,
ORCHIDACEAE,"Eurystyles lobata","Chiron & V.P.Castro",validation,comments,DD,
ORCHIDACEAE,"Eurystyles rutkowskiana",Szlach.,validation,comments,DD,
ORCHIDACEAE,"Gomesa messmeriana","(Campacci) Laitano",done,comments,DD,
ORCHIDACEAE,"Habenaria gnoma",Barb.Rodr.,done,review,CR,B2ab(iii)
ORCHIDACEAE,"Hadrolaelia acuensis","(Fowlie) Chiron & V.P.Castro",done,comments,DD,
ORCHIDACEAE,"Hapalorchis cymbirostris",Szlach.,validation,comments,DD,
ORCHIDACEAE,"Hapalorchis panduratus",Szlach.,done,comments,DD,
ORCHIDACEAE,"Hoffmannseggella alvaroana","(F.E.L.Miranda) V.P.Castro & Chiron",done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Lankesterella parvula","(Kraenzl.) Pabst",done,comments,DD,
ORCHIDACEAE,"Lankesterella pilosa","(Cogn.) Hoehne",done,comments,DD,
ORCHIDACEAE,"Lankesterella spannageliana","(Hoehne & Brade) Mansf.",validation,comments,DD,
ORCHIDACEAE,"Maxillaria pterocarpa",Barb.Rodr.,done,comments,DD,
ORCHIDACEAE,"Miltonia flava",Lindl.,done,comments,DD,
ORCHIDACEAE,"Octomeria aetheoantha",Barb.Rodr.,done,comments,DD,
ORCHIDACEAE,"Octomeria cariocana",Pabst,done,comments,DD,
ORCHIDACEAE,"Octomeria cochlearis",Rchb.f.,done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Octomeria fimbriata","Porto & Peixoto",done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Octomeria helvola",Barb.Rodr.,done,comments,DD,
ORCHIDACEAE,"Octomeria itatiaiae","Brade & Pabst",done,review,DD,
ORCHIDACEAE,"Octomeria minuta",Cogn.,done,review,DD,
ORCHIDACEAE,"Octomeria multiflora",Barb.Rodr.,done,comments,DD,
ORCHIDACEAE,"Octomeria pumila",Seehawer,done,comments,DD,
ORCHIDACEAE,"Octomeria rodeiensis",Barb.Rodr.,done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Octomeria rodriguesii",Cogn.,done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Octomeria sarcophylla",Barb.Rodr.,validation,comments,DD,
ORCHIDACEAE,"Pabstia placanthera","(Hook.) Garay",done,comments,DD,
ORCHIDACEAE,"Pabstiella calcarata","(Cogn.) Luer",done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Pabstiella crassicaulis","(Barb.Rodr.) Luer",done,comments,DD,
ORCHIDACEAE,"Pabstiella elegantula","(Cogn.) Luer",done,review,DD,
ORCHIDACEAE,"Pabstiella gracilicaulis","(Seehawer) Luer",validation,review,CR,B2ab(iii)
ORCHIDACEAE,"Pabstiella spathuliglossa","(Hoehne) Luer",validation,review,DD,
ORCHIDACEAE,"Pabstiella tabacina","(Barb.Rodr.) Luer",done,review,DD,
ORCHIDACEAE,"Pelexia longibracteata",Pabst,done,review,DD,
ORCHIDACEAE,"Pelexia luetzelburgii",Schltr.,validation,review,DD,
ORCHIDACEAE,"Pelexia mouraei",Schltr.,validation,review,DD,
ORCHIDACEAE,"Phymatidium limae","Porto & Brade",done,review,DD,
ORCHIDACEAE,"Pleurothallis jacarepaguaensis",Barb.Rodr.,done,review,DD,
ORCHIDACEAE,"Prescottia spiranthophylla",Barb.Rodr.,done,review,EN,B1ab(iii)+2ab(iii)
ORCHIDACEAE,"Prosthechea serpentilingua","Withner & D.G.Hunt",done,review,DD,
ORCHIDACEAE,"Pygmaeorchis brasiliensis",Brade,done,review,DD,
ORCHIDACEAE,"Rauhiella brasiliensis","Pabst & Braga",done,review,DD,
ORCHIDACEAE,"Rauhiella seehaweri","(I.Bock) Toscano & Christenson",done,review,DD,
ORCHIDACEAE,"Rodriguezia bifolia",Barb.Rodr.,done,review,DD,
ORCHIDACEAE,"Rodriguezia leucantha",Barb.Rodr.,done,review,DD,
ORCHIDACEAE,"Rodriguezia sucrei",Braga,done,review,CR,"B2ab(i,ii,iii,iv)"
ORCHIDACEAE,"Sarcoglottis veyretiae",Szlach.,done,review,DD,
ORCHIDACEAE,"Sauroglossum odoratum",Robatsch,done,review,DD,
ORCHIDACEAE,"Sauroglossum organense",Szlach.,validation,review,DD,
ORCHIDACEAE,"Specklinia hymenantha","(Lindl.) F.Barros & V.T.Rodrigues",done,review,DD,
ORCHIDACEAE,"Stelis palmeiraensis",Barb.Rodr.,validation,review,EN,B1ab(iii)
ORCHIDACEAE,"Trigonidium turbinatum",Rchb.f.,done,review,DD,
ORCHIDACEAE,"Vanilla dungsii",Pabst,done,review,DD,
ORCHIDACEAE,"Zygostates ovatipetala","(Brade) Toscano",validation,review,CR,"B2ab(i,ii,iii)"
OROBANCHACEAE,"Magdalenaea limae",Brade,done,open,,
PASSIFLORACEAE,"Passiflora farneyi","Pessoa & Cervi",done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
PASSIFLORACEAE,"Passiflora imbeana",Sacco,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
PHYLLANTHACEAE,"Phyllanthus itatiaiensis",Brade,done,review,CR,"B2ab(ii,iii,iv)"
PHYLLANTHACEAE,"Phyllanthus mocotensis",G.L.Webster,done,review,DD,
PHYLLANTHACEAE,"Phyllanthus rosmarinifolius",Müll.Arg.,done,review,CR,"B2ab(ii,iii,iv)"
PICRAMNIACEAE,"Picramnia grandifolia",Engl.,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
PIPERACEAE,"Peperomia arbuscula",Yunck.,done,review,CR,"B2ab(ii,iii,iv)"
PIPERACEAE,"Peperomia bradei",Yunck.,done,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Peperomia humifusa",Yunck.,done,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Peperomia papillispica",C.DC.,done,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Peperomia pubipeduncula",Yunck.,done,review,CR,"A2c;B1ab(i,ii,iii,iv)"
PIPERACEAE,"Peperomia riedeliana",Regel,done,review,DD,
PIPERACEAE,"Piper crebrinodum",C.DC.,validation,review,DD,
PIPERACEAE,"Piper emygdioi",Yunck.,done,review,DD,
PIPERACEAE,"Piper giordanoi","E.F.Guim. & D.Monteiro",done,review,DD,
PIPERACEAE,"Piper halesiifolium",Kunth,done,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Piper lundii",C.DC.,done,review,DD,
PIPERACEAE,"Piper morisonianum",C.DC.,done,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Piper niteroiense",Yunck.,validation,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Piper rioense",Yunck.,done,open,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
PIPERACEAE,"Piper rumicifolium","(Miq.) C.DC.",done,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Piper saldanhai",Yunck.,done,review,DD,
PIPERACEAE,"Piper translucens",Yunck.,done,review,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
PIPERACEAE,"Piper trigonodrupum",Yunck.,done,review,CR,"B2ab(i,ii,iii,iv)"
PIPERACEAE,"Piper weddellii",C.DC.,done,review,CR,"B2ab(i,ii,iii,iv)"
PLANTAGINACEAE,"Achetaria latifolia",V.C.Souza,validation,,,
PLANTAGINACEAE,"Ildefonsia bibracteata",Gardner,validation,,,
POACEAE,"Apochloa tijucae","(Renvoize) Zuloaga & Morrone",done,review,DD,
POACEAE,"Chusquea tenuis","Glaz. ex E.G.Camus",done,review,DD,
POACEAE,"Chusquea wilkesii",Munro,done,review,DD,
POACEAE,"Dichanthelium cucaense","(Zuloaga & Morrone) Zuloaga",done,review,EN,"B1ab(i,iii)"
POACEAE,"Dichanthelium itatiaiae","(Swallen) Zuloaga",done,review,DD,
POACEAE,"Dichanthelium petropolitanum","(Zuloaga & Morrone) Zuloaga",done,review,DD,
POACEAE,"Renvoizea glaziovii","(Hack.) Zuloaga & Morrone",validation,review,DD,
POACEAE,"Renvoizea teretifolia","(Hack.) Zuloaga & Morrone",validation,review,DD,
Poaceae,"Trisetum brasiliense",Louis-Marie,done,review,DD,
PODOSTEMACEAE,"Podostemum saldanhanum","(Warm.) C.T.Philbrick & Novelo",validation,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POLYGALACEAE,"Polygala revoluta",Gardner,done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
POLYGONACEAE,"Coccoloba rigida",Meisn.,done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
POLYPODIACEAE,"Moranopteris xbradei","(Labiak & F.B.Matos) R.Y. Hirai & J. Prado",done,review,DD,
POLYPODIACEAE,"Pecluma imbeana","(Brade) Salino",done,review,DD,
POLYPODIACEAE,"Stenogrammitis luetzelburgii","(Rosenst.) Labiak",done,review,DD,
PRIMULACEAE,"Cybianthus barrosoanus",G.Agostini,done,review,DD,
PRIMULACEAE,"Cybianthus gracillimus","(Warm.) Mez",done,review,CR,"B2ab(i,ii,iii,iv)"
PRIMULACEAE,"Stylogyne araujoana","Carrijo, M.F. Freitas A.L. Peixoto",done,review,CR,"B2ab(i,ii,iii,iv)"
PRIMULACEAE,"Stylogyne leptantha","(Miq.) Mez",done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
PRIMULACEAE,"Stylogyne sordida",Mez,done,review,CR,"B2ab(i,ii,iii,iv)"
PROTEACEAE,"Roupala gracilis",Meisn.,done,comments,CR,"B1ab(i,ii,iii,iv)"
PTERIDACEAE,"Doryopteris magdalenensis","(Brade) Brade",validation,review,CR,"B1ab(i,iii)"
PTERIDACEAE,"Doryopteris quinquelobata","(Fée) Diels",validation,review,DD,
PTERIDACEAE,"Doryopteris subsimplex","(Fée) Diels",validation,open,EN,B2ab(iii)
PTERIDACEAE,"Doryopteris tijucana","Brade & Rosenst.",done,review,EN,B2ab(iii)
PTERIDACEAE,"Pteris congesta",J.Prado,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
RANUNCULACEAE,"Anemone assisbrasiliana","Kuhlm. & Porto",validation,,,
RUBIACEAE,"Bathysa sylvestrae","Germano-Filho & M.Gomes",done,,,
RUBIACEAE,"Chomelia monantha","(K.Schum. ex Standl.) Steyerm.",review-sig,,,
RUBIACEAE,"Chomelia transiens",Müll.Arg.,review,,,
RUBIACEAE,"Coussarea biflora","(Vell.) Müll.Arg.",review,open,,
RUBIACEAE,"Coussarea coffeoides",Müll.Arg.,validation,,,
RUBIACEAE,"Coussarea friburgensis",M.Gomes,validation,,,
RUBIACEAE,"Coussarea lanceolata","(Vell.) Müll.Arg.",validation,,,
RUBIACEAE,"Coussarea procumbens","(Vell.) Müll.Arg.",open,,,
RUBIACEAE,"Coussarea speciosa","K.Schum. ex M. Gomes",validation,,,
RUBIACEAE,"Coussarea strigosipes",Müll.Arg.,validation,,,
RUBIACEAE,"Coussarea viridis",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea anisodonta",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea aristata",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea australis","(Vell.) Müll.Arg.",validation,,,
RUBIACEAE,"Faramea brachyloba",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea calyciflora","A.Rich. ex DC.",validation,,,
RUBIACEAE,"Faramea campanularis",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea cardiophylla",Standl.,validation,,,
RUBIACEAE,"Faramea cordifolia",Glaz.,validation,,,
RUBIACEAE,"Faramea diversifolia",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea filamentosa",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea heteromera",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea includens",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea intercedens",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea leucocalyx",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea micrantha",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea platypoda",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea tinguana",Müll.Arg.,validation,,,
RUBIACEAE,"Faramea urophylla",Müll.Arg.,validation,,,
RUBIACEAE,"Galianthe polygonoides","E.L.Cabral & Bacigalupo",validation,,,
RUBIACEAE,"Hillia saldanhaei",K.Schum.,done,,,
RUBIACEAE,"Hindsia arianeae","Di Maio",done,,,
RUBIACEAE,"Hindsia cucullata","Di Maio",done,,,
RUBIACEAE,"Hindsia glabra",K.Schum.,validation,,,
RUBIACEAE,"Hindsia phyllocalyx",K.Schum.,done,,,
RUBIACEAE,"Hindsia republicana","Di Maio",done,,,
RUBIACEAE,"Hindsia violacea",Benth.,validation,,,
RUBIACEAE,"Ixora heterophylla",Müll.Arg.,validation,,,
RUBIACEAE,"Malanea spicata",Müll.Arg.,validation,,,
RUBIACEAE,"Manettia fimbriata","Cham. & Schltdl.",validation,,,
RUBIACEAE,"Manettia lutescens","(Vell.) K.Schum.",done,open,DD,
RUBIACEAE,"Manettia parvula","K.Schum. ex Wernham",done,,,
RUBIACEAE,"Manettia pedunculata","(Spreng.) K.Schum.",validation,,,
RUBIACEAE,"Palicourea brasiliensis",Wawra,validation,,,
RUBIACEAE,"Posoqueria laurifolia",Mart.,done,,,
RUBIACEAE,"Psychotria ampla",Müll.Arg.,validation,,,
RUBIACEAE,"Psychotria brachyandra",Müll.Arg.,validation,,,
RUBIACEAE,"Psychotria brachyanthema",Standl.,validation,,,
RUBIACEAE,"Psychotria caudata",M.Gomes,validation,,,
RUBIACEAE,"Psychotria clavipes",Müll.Arg.,validation,,,
RUBIACEAE,"Psychotria densicostata",Müll.Arg.,validation,,,
RUBIACEAE,"Psychotria lindleyana",Müll.Arg.,validation,open,,
RUBIACEAE,"Psychotria lucidifolia",Standl.,validation,,,
RUBIACEAE,"Psychotria mandiocana",Müll.Arg.,review,,,
RUBIACEAE,"Psychotria subspathacea",Müll.Arg.,validation,,,
RUBIACEAE,"Psychotria sutericalyx",Wernham,review,,,
RUBIACEAE,"Psychotria tenuinervis",Müll.Arg.,review,,,
RUBIACEAE,"Psychotria ulei",Standl.,review,,,
RUBIACEAE,"Psychotria vestita",C.Presl,review,,,
RUBIACEAE,"Psychotria wilkesiana",Standl.,validation,,,
RUBIACEAE,"Randia itatiaiae","Silva Neto & Ávila",validation,,,
RUBIACEAE,"Rudgea discolor",Benth.,validation,,,
RUBIACEAE,"Rudgea erythrocarpa",Müll.Arg.,validation,,,
RUBIACEAE,"Rudgea insignis",Müll.Arg.,validation,,,
RUBIACEAE,"Rudgea macrophylla",Benth.,validation,,,
RUBIACEAE,"Rudgea parvifolia","(Cham.) Müll.Arg.",review,,,
RUBIACEAE,"Rustia simpsonii",Delprete,validation,,,
RUBIACEAE,"Standleya erecta",Brade,done,,,
RUBIACEAE,"Standleya limae",Brade,done,,,
RUTACEAE,"Conchocarpus grandiflorus","(Engl.) Kallunki & Pirani",validation,,,
RUTACEAE,"Conchocarpus ovatus","(A.St.-Hil. & Tul.) Kallunki & Pirani",review,,,
RUTACEAE,"Conchocarpus paniculatus","(Engl.) Kallunki & Pirani",review,,,
RUTACEAE,"Conchocarpus sordidus",Kallunki,validation,,,
SALICACEAE,"Abatia microphylla",Taub.,validation,review,EN,"B2ab(i,ii,iii,iv)"
SAPINDACEAE,"Allophylus exappendiculatus","Somner, Frazão & Ferrucci",validation,,,
SAPINDACEAE,"Allophylus heterophyllus","(Cambess.) Radlk.",validation,,,
SAPINDACEAE,"Allophylus membranifolius",Radlk.,validation,,,
SAPINDACEAE,"Cupania fluminensis",Acev.-Rodr.,validation,,,
SAPINDACEAE,"Cupania schizoneura",Radlk.,validation,,,
SAPINDACEAE,"Matayba leucodyctia",Radlk.,validation,,,
SAPINDACEAE,"Matayba talisioides",Radlk.,validation,,,
SAPINDACEAE,"Paullinia marginata",Casar.,validation,,,
SAPINDACEAE,"Serjania acuminata",Radlk.,validation,,,
SAPINDACEAE,"Serjania fluminensis",Acev.-Rodr.,validation,,,
SAPINDACEAE,"Serjania hamuligera",Radlk.,validation,,,
SAPINDACEAE,"Serjania itatiaiensis",Somner,validation,,,
SAPINDACEAE,"Serjania littoralis","Somner & Ferrucci",validation,,,
SAPINDACEAE,"Serjania truncata",Radlk.,validation,,,
SAPOTACEAE,"Pradosia glaziovii","(Pierre) T.D.Penn.",done,open,CR,"B2ab(ii,iii,iv)"
SELIGERIACEAE,"Brachydontium notorogenes","W.R.Buck & Schaf.-Verw.",review,,,
SOLANACEAE,"Capsicum friburgense","Barboza & Bianch.",done,review,CR,"B2ab(ii,iii)"
SOLANACEAE,"Solanum friburgense","Giacomin & Stehmann",done,review,CR,"B2b(ii,iii,iv)"
SPHAGNACEAE,"Sphagnum amoenum",Warnst.,validation,,,
SPHAGNACEAE,"Sphagnum costae","H.A.Crum & D.P.Costa",review,,,
SPHAGNACEAE,"Sphagnum luetzelburgii","H.K.G.Paul ex H.A.Crum",validation,,,
SPHAGNACEAE,"Sphagnum scorpioides","(Hampe) H.A.Crum",validation,,,
SPHAGNACEAE,"Sphagnum subhomophyllum",H.A.Crum,validation,,,
SPHAGNACEAE,"Sphagnum triporosum",H.A.Crum,validation,,,
SYMPLOCACEAE,"Symplocos altissima",Brand,validation,open,DD,
SYMPLOCACEAE,"Symplocos dasyphylla",Brand,validation,open,,
SYMPLOCACEAE,"Symplocos glaziovii",Brand,done,open,DD,
SYMPLOCACEAE,"Symplocos neglecta",Brand,done,open,CR,"B2ab(i,iii,iv)"
SYMPLOCACEAE,"Symplocos occulta",Aranha,done,open,DD,
SYMPLOCACEAE,"Symplocos organensis",Brand,validation,open,EN,"B1ab(i,iii,iv)"
THELYPTERIDACEAE,"Thelypteris refracta","(Fisch. & C.Meyer ex Kunze) C.F.Reed",validation,open,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
THISMIACEAE,"Thismia caudata","Maas & H.Maas",done,,,
THISMIACEAE,"Thismia fungiformis","(Taub. ex Warm.) Maas & H.Maas",done,,,
THISMIACEAE,"Thismia macahensis","(Miers) F.Muell.",done,,,
THYMELAEACEAE,"Funifera brasiliensis","(Raddi) Mansf.",validation,,,
THYMELAEACEAE,"Funifera insulae",Nevling,validation,,,
TRIGONIACEAE,"Trigonia littoralis","Miguel & E.F.Guim.",validation,,,
TRIGONIACEAE,"Trigonia rotundifolia",Lleras,validation,,,
TRIURIDACEAE,"Peltophyllum caudatum","(Poulsen) R.Schmid & M.D.Turner",done,,,
TRIURIDACEAE,"Triuris alata",Brade,done,,,
VELLOZIACEAE,"Barbacenia brevifolia",Taub.,validation,,,
VELLOZIACEAE,"Barbacenia fanniae","(N.L.Menezes) Mello-Silva",validation,,,
VELLOZIACEAE,"Barbacenia foliosa","Goethart & Henrard",validation,,,
VELLOZIACEAE,"Barbacenia gaveensis","Goethart & Henrard",validation,,,
VELLOZIACEAE,"Barbacenia seubertiana","Goethart & Henrard",validation,,,
VELLOZIACEAE,"Barbacenia squamata",Herb.,validation,,,
VIOLACEAE,"Rinorea laevigata","(Sol. ex Ging.) Hekking",validation,open,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
VOCHYSIACEAE,"Callisthene dryadum",Duarte,done,open,,
XYRIDACEAE,"Xyris organensis",Malme,done,review,EN,"B2ab(ii,iii)"
Calophyllaceae,"Kielmeyera aureovinosa","M. Gomes",done,review,EN,A4bcd;D1
Bromeliaceae,"Vriesea eltoniana",E.Pereira,done,,,
Orchidaceae,"Brasilaelia lobata","(Lindl.) Gutfreund",done,,,
BEGONIACEAE,"Begonia sylvestris",A.DC.,validation,,,
BEGONIACEAE,"Begonia arborescens",Raddi,validation,,,
FABACEAE,"Mimosa bocainae",Barneby,done,,,
BEGONIACEAE,"Begonia bonitoensis",Brade,validation,,,
Ditrichaceae,"Ditrichum itatiaiae","(Müll.Hal.) Paris",open,,,
FABACEAE,"Mimosa itatiaiensis",Dusén,done,,,
ARACEAE,"Anthurium sakuraguianum",,done,open,CR,D
ARACEAE,"Philodendron luisae",,done,open,CR,"B2ab(i,ii,iii,v)"
ARACEAE,"Anthurium cronembergerae",,done,open,EN,"B1ab(i,ii,iii,iv,v)"
Poaceae,"Glaziophyton mirable",Franch.,,,,
MALPIGHIACEAE,"Hiraea restingae ",C.E.Anderson,done,review,EN,"B2ab(i,ii,iii,iv)"
