family,scientificName,threat,incidence,timing,decline
ORCHIDACEAE,"Pabstiella crassicaulis","1.2 Commercial & industrial areas",regional,present,habitat;occurrence
BROMELIACEAE,"Pitcairnia encholirioides","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Pitcairnia encholirioides","8.1 Invasive non-native/alien species/diseases",local,past;present;future,occurrence
ORCHIDACEAE,"Pabstiella gracilicaulis","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Pabstiella gracilicaulis","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Pabstiella gracilicaulis","1.1 Housing & urban areas",regional,present,habitat;occurrence
ORCHIDACEAE,"Pabstiella spathuliglossa","1.1 Housing & urban areas",regional,past;present,habitat;occurrence
MELASTOMATACEAE,"Meriania glazioviana","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Meriania glazioviana","2.1 Annual & perennial non-timber crops",regional,past;present,habitat;occupancy;occurrence
CALOPHYLLACEAE,"Kielmeyera excelsa","1.3 Tourism & recreation areas",regional,present,occurrence
CALOPHYLLACEAE,"Kielmeyera excelsa","7.1.1 Increase in fire frequency/intensity",regional,present,occurrence
CALOPHYLLACEAE,"Kielmeyera excelsa","2 Agriculture & aquaculture",regional,past;present,locality;habitat;occupancy;occurrence
MELASTOMATACEAE,"Meriania longipes","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
BROMELIACEAE,"Pitcairnia staminea","7.1.1 Increase in fire frequency/intensity",local,past;present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Pitcairnia staminea","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
BROMELIACEAE,"Pitcairnia suaveolens","9.5 Air-borne pollutants",local,past;present;future,habitat
BROMELIACEAE,"Pitcairnia suaveolens","8.1.2 Named species",local,past;present;future,habitat;occupancy;occurrence
BROMELIACEAE,"Pitcairnia suaveolens","1 Residential & commercial development",regional,past;present;future,habitat;locality
BROMELIACEAE,"Pitcairnia suaveolens","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat
BROMELIACEAE,"Pitcairnia suaveolens","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
MARCGRAVIACEAE,"Marcgravia comosa","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
MARCGRAVIACEAE,"Marcgravia comosa","2 Agriculture & aquaculture",regional,past;present,locality;habitat;occupancy;occurrence
MARCGRAVIACEAE,"Marcgravia comosa","1 Residential & commercial development",regional,present;future,locality;habitat;occupancy;occurrence
MARCGRAVIACEAE,"Marcgravia comosa","2 Agriculture & aquaculture",regional,past;present;future,locality;habitat;occupancy;occurrence
MARCGRAVIACEAE,"Marcgravia comosa","1.3 Tourism & recreation areas",regional,present;future,habitat
MARCGRAVIACEAE,"Marcgravia comosa","7.1 Fire & fire suppression",regional,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Pitcairnia wendtiae","1.3 Tourism & recreation areas",local,past;present;future,habitat;locality
ORCHIDACEAE,"Pelexia longibracteata","2 Agriculture & aquaculture",regional,past;present,habitat;occurrence
ORCHIDACEAE,"Pelexia luetzelburgii","1.1 Housing & urban areas",regional,present,habitat;occurrence
BROMELIACEAE,"Vriesea agostiniana","1 Residential & commercial development",regional,past;present;future,habitat;locality
FABACEAE,"Inga arenicola","1 Residential & commercial development",local,,
MELASTOMATACEAE,"Meriania robusta","12.1 Other threat",regional,past;present,habitat;occupancy;occurrence
BROMELIACEAE,"Vriesea altimontana","2.1.3 Agro-industry farming",local,past;present;future,"habitat;occupancy;occurrence;mature individuals;locality"
BROMELIACEAE,"Vriesea altimontana","7.1.1 Increase in fire frequency/intensity",local,past;present;future,habitat;occupancy;occurrence
ORCHIDACEAE,"Phymatidium limae","2 Agriculture & aquaculture",regional,past;present,habitat;occurrence
CALOPHYLLACEAE,"Kielmeyera gracilis","4.1 Roads & railroads",regional,past;present;future,habitat
CALOPHYLLACEAE,"Kielmeyera gracilis","7.1 Fire & fire suppression",regional,past;present;future,habitat
BROMELIACEAE,"Vriesea altomacaensis","2.1.4 Scale Unknown/Unrecorded",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Vriesea altomacaensis","2.3.4 Scale Unknown/Unrecorded",local,past;present;future,"habitat;occupancy;occurrence;mature individuals;locality"
BROMELIACEAE,"Vriesea altomacaensis","1 Residential & commercial development",local,present;future,habitat;locality
CALOPHYLLACEAE,"Kielmeyera insignis","1.3 Tourism & recreation areas",regional,past;present,locality;habitat
CALOPHYLLACEAE,"Kielmeyera insignis","2.3 Livestock farming & ranching",regional,past;present,locality;habitat
CALOPHYLLACEAE,"Kielmeyera insignis","2.3 Livestock farming & ranching",regional,past;present;,
CALOPHYLLACEAE,"Kielmeyera insignis","2.3 Livestock farming & ranching",regional,past;present,locality;habitat;occupancy;occurrence
CALOPHYLLACEAE,"Kielmeyera insignis","1.1 Housing & urban areas",regional,past;present,locality
MELASTOMATACEAE,"Miconia augusti","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Miconia augusti","2.3.2 Small-holder grazing, ranching or farming",,,
MELASTOMATACEAE,"Miconia augusti","1.3 Tourism & recreation areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Miconia augusti","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
BROMELIACEAE,"Vriesea bleherae","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"habitat;locality;occupancy;mature individuals;occurrence"
BROMELIACEAE,"Vriesea bleherae","5.2 Gathering terrestrial plants",local,present,occupancy;occurrence
BROMELIACEAE,"Vriesea bleherae","1 Residential & commercial development",local,past;present;future,"habitat;locality;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Vriesea botafogensis","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat;occurrence
BROMELIACEAE,"Vriesea botafogensis","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Vriesea brassicoides","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat;occurrence
BROMELIACEAE,"Vriesea costae","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat
