family,acceptedNameUsage,valid,invalid,validated,not_validated,sig_ok,sig_nok,no_sig,used,unused,total,eoo,aoo
RUBIACEAE,"Psychotria lindleyana",2,1,3,0,0,3,0,0,3,3,n/a,n/a
RUBIACEAE,"Psychotria lucidifolia",1,0,1,0,1,0,0,1,0,1,"274,74km²","4,0km²"
RUBIACEAE,"Psychotria mandiocana",1,5,6,0,2,4,0,1,5,6,"274,08km²","4,0km²"
RUBIACEAE,"Psychotria subspathacea",55,29,84,0,69,15,0,50,34,84,"29.400,88km²","48,0km²"
RUBIACEAE,"Psychotria sutericalyx",1,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,"Psychotria tenuinervis",49,15,64,0,61,3,0,47,17,64,"2.463,03km²","60,0km²"
RUBIACEAE,"Psychotria ulei",16,6,22,0,20,2,0,15,7,22,"989,13km²","28,0km²"
RUBIACEAE,"Psychotria vestita",1,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,"Psychotria wilkesiana",2,3,5,0,0,5,0,0,5,5,n/a,n/a
RUBIACEAE,"Randia itatiaiae",5,4,9,0,9,0,0,5,4,9,"0,62km²","8,0km²"
RUBIACEAE,"Rudgea discolor",3,7,10,0,9,1,0,2,8,10,"548,95km²","8,0km²"
RUBIACEAE,"Rudgea erythrocarpa",11,19,30,0,21,9,0,9,21,30,"2.856,66km²","28,0km²"
RUBIACEAE,"Rudgea insignis",12,10,22,0,13,9,0,8,14,22,"11.931,13km²","28,0km²"
RUBIACEAE,"Rudgea macrophylla",71,28,99,0,90,9,0,65,34,99,"4.027,25km²","72,0km²"
RUBIACEAE,"Rudgea parvifolia",4,5,9,0,5,4,0,2,7,9,"273,81km²","4,0km²"
RUBIACEAE,"Rustia simpsonii",3,3,6,0,6,0,0,3,3,6,"40,64km²","12,0km²"
RUBIACEAE,"Standleya erecta",1,4,5,0,4,1,0,1,4,5,"272,59km²","4,0km²"
RUBIACEAE,"Standleya limae",2,3,5,0,5,0,0,2,3,5,"272,59km²","4,0km²"
RUTACEAE,"Conchocarpus grandiflorus",3,0,3,1,3,1,0,3,1,4,"69,73km²","12,0km²"
RUTACEAE,"Conchocarpus ovatus",42,27,69,0,57,12,0,39,30,69,"3.721,34km²","56,0km²"
RUTACEAE,"Conchocarpus paniculatus",3,8,11,0,6,5,0,2,9,11,"546,95km²","8,0km²"
RUTACEAE,"Conchocarpus sordidus",11,10,21,1,19,3,0,10,12,22,"13.469,25km²","28,0km²"
SALICACEAE,"Abatia microphylla",4,1,5,4,6,3,0,3,6,9,"7.261,63km²","24,0km²"
SAPINDACEAE,"Allophylus exappendiculatus",0,0,0,0,0,0,0,0,0,0,n/a,n/a
SAPINDACEAE,"Allophylus heterophyllus",17,25,42,59,65,36,0,12,89,101,"38.173,59km²","80,0km²"
SAPINDACEAE,"Allophylus membranifolius",0,3,3,23,22,4,0,0,26,26,"871.314,2km²","64,0km²"
SAPINDACEAE,"Cupania fluminensis",0,1,1,15,13,3,0,0,16,16,"4.553,82km²","32,0km²"
SAPINDACEAE,"Cupania schizoneura",0,2,2,6,5,3,0,0,8,8,"4.115,75km²","16,0km²"
SAPINDACEAE,"Matayba leucodyctia",0,0,0,2,2,0,0,0,2,2,"546,86km²","8,0km²"
SAPINDACEAE,"Matayba talisioides",0,4,4,1,1,4,0,0,5,5,"274,83km²","4,0km²"
SAPINDACEAE,"Paullinia marginata",0,10,10,26,24,12,0,0,36,36,"378.355,8km²","60,0km²"
SAPINDACEAE,"Serjania acuminata",0,1,1,1,1,1,0,0,2,2,"272,67km²","4,0km²"
SAPINDACEAE,"Serjania fluminensis",0,3,3,8,10,1,0,0,11,11,"1.025,07km²","28,0km²"
SAPINDACEAE,"Serjania hamuligera",0,0,0,3,1,2,0,0,3,3,"274,69km²","4,0km²"
SAPINDACEAE,"Serjania itatiaiensis",0,0,0,1,1,0,0,0,1,1,"274,03km²","4,0km²"
SAPINDACEAE,"Serjania littoralis",0,0,0,8,8,0,0,0,8,8,"28,82km²","20,0km²"
SAPINDACEAE,"Serjania truncata",0,0,0,3,1,2,0,0,3,3,"273,98km²","4,0km²"
SAPOTACEAE,"Pradosia glaziovii",2,3,5,0,1,4,0,1,4,5,"274,34km²","4,0km²"
SELIGERIACEAE,"Brachydontium notorogenes",1,0,1,0,1,0,0,1,0,1,"273,91km²","4,0km²"
SOLANACEAE,"Capsicum friburgense",4,2,6,0,6,0,0,4,2,6,"1,6km²","8,0km²"
SOLANACEAE,"Solanum friburgense",2,2,4,0,4,0,0,2,2,4,"471,86km²","8,0km²"
SPHAGNACEAE,"Sphagnum amoenum",1,2,3,0,2,1,0,1,2,3,"274,82km²","4,0km²"
SPHAGNACEAE,"Sphagnum costae",0,0,0,3,3,0,0,0,3,3,"414,47km²","8,0km²"
SPHAGNACEAE,"Sphagnum luetzelburgii",1,0,1,0,1,0,0,1,0,1,"273,87km²","4,0km²"
SPHAGNACEAE,"Sphagnum scorpioides",0,0,0,0,0,0,0,0,0,0,n/a,n/a
SPHAGNACEAE,"Sphagnum subhomophyllum",1,0,1,0,1,0,0,1,0,1,"273,83km²","4,0km²"
SPHAGNACEAE,"Sphagnum triporosum",1,1,2,0,2,0,0,1,1,2,"273,91km²","4,0km²"
SYMPLOCACEAE,"Symplocos altissima",1,4,5,2,3,4,0,1,6,7,"546,14km²","8,0km²"
SYMPLOCACEAE,"Symplocos dasyphylla",2,9,11,3,2,12,0,2,12,14,"895,63km²","12,0km²"
SYMPLOCACEAE,"Symplocos glaziovii",1,11,12,0,2,10,0,1,11,12,"273,49km²","4,0km²"
SYMPLOCACEAE,"Symplocos neglecta",3,17,20,0,19,1,0,3,17,20,"546,88km²","8,0km²"
SYMPLOCACEAE,"Symplocos occulta",0,0,0,1,1,0,0,0,1,1,"273,81km²","4,0km²"
SYMPLOCACEAE,"Symplocos organensis",6,11,17,7,14,10,0,5,19,24,"232,9km²","12,0km²"
THELYPTERIDACEAE,"Thelypteris refracta",8,2,10,1,8,3,0,7,4,11,"3.895,63km²","20,0km²"
THISMIACEAE,"Thismia caudata",0,0,0,2,0,2,0,0,2,2,n/a,n/a
THISMIACEAE,"Thismia fungiformis",0,0,0,2,0,2,0,0,2,2,n/a,n/a
THISMIACEAE,"Thismia macahensis",0,0,0,0,0,0,0,0,0,0,n/a,n/a
THYMELAEACEAE,"Funifera brasiliensis",0,0,0,84,67,17,0,0,84,84,"72.483,43km²","72,0km²"
THYMELAEACEAE,"Funifera insulae",6,2,8,0,6,2,0,5,3,8,"288,64km²","4,0km²"
TRIGONIACEAE,"Trigonia littoralis",9,1,10,0,10,0,0,9,1,10,"1.187,56km²","16,0km²"
TRIGONIACEAE,"Trigonia rotundifolia",0,0,0,19,17,1,1,0,19,19,"39.108,21km²","44,0km²"
TRIURIDACEAE,"Peltophyllum caudatum",1,2,3,0,1,2,0,1,2,3,"274,85km²","4,0km²"
TRIURIDACEAE,"Triuris alata",2,1,3,1,3,1,0,2,2,4,"274,1km²","4,0km²"
VELLOZIACEAE,"Barbacenia brevifolia",7,11,18,0,14,4,0,6,12,18,"59,89km²","16,0km²"
VELLOZIACEAE,"Barbacenia fanniae",4,2,6,0,6,0,0,4,2,6,"347,47km²","8,0km²"
VELLOZIACEAE,"Barbacenia foliosa",0,0,0,0,0,0,0,0,0,0,n/a,n/a
VELLOZIACEAE,"Barbacenia gaveensis",7,4,11,0,9,2,0,7,4,11,"0,1km²","8,0km²"
VELLOZIACEAE,"Barbacenia seubertiana",7,20,27,0,4,23,0,2,25,27,"518,83km²","8,0km²"
VELLOZIACEAE,"Barbacenia squamata",3,1,4,0,4,0,0,3,1,4,"59,54km²","12,0km²"
VIOLACEAE,"Rinorea laevigata",20,49,69,2,55,16,0,17,54,71,"982,52km²","60,0km²"
VOCHYSIACEAE,"Callisthene dryadum",3,32,35,0,34,1,0,3,32,35,"274,84km²","4,0km²"
XYRIDACEAE,"Xyris organensis",4,2,6,0,5,1,0,4,2,6,"69,46km²","12,0km²"
Calophyllaceae,"Kielmeyera aureovinosa",7,1,8,0,8,0,0,7,1,8,"0,85km²","8,0km²"
Bromeliaceae,"Vriesea eltoniana",21,17,38,1,39,0,0,21,18,39,"1.097,74km²","24,0km²"
Orchidaceae,"Brasilaelia lobata",11,5,16,0,9,7,0,9,7,16,"57,68km²","16,0km²"
BEGONIACEAE,"Begonia sylvestris",11,1,12,0,10,2,0,10,2,12,"665,56km²","32,0km²"
BEGONIACEAE,"Begonia arborescens",100,19,119,114,181,50,2,93,140,233,"71.847,57km²","200,0km²"
FABACEAE,"Mimosa bocainae",7,2,9,0,8,1,0,7,2,9,"117,56km²","12,0km²"
Melastomataceae,"Pleroma cleistoflorae",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia bonitoensis",16,1,17,0,17,0,0,16,1,17,"47,66km²","24,0km²"
Ditrichaceae,"Ditrichum itatiaiae",0,0,0,3,0,0,3,0,3,3,n/a,n/a
FABACEAE,"Mimosa itatiaiensis",10,5,15,1,12,4,0,9,7,16,"453,89km²","24,0km²"
ARACEAE,"Anthurium sakuraguianum",2,0,2,0,2,0,0,2,0,2,"392,46km²","8,0km²"
ARACEAE,"Philodendron luisae",1,0,1,0,1,0,0,1,0,1,"273,81km²","4,0km²"
ARACEAE,"Anthurium cronembergerae",4,0,4,0,3,1,0,3,1,4,"29,35km²","12,0km²"
Poaceae,"Glaziophyton mirable",0,0,0,0,0,0,0,0,0,0,n/a,n/a
MALPIGHIACEAE,"Hiraea restingae ",0,0,0,0,0,0,0,0,0,0,"3.629,9km²","36,0km²"
ORCHIDACEAE,"Pabstiella purpurea",0,0,0,0,0,0,0,0,0,0,n/a,n/a
LOASACEAE,"Aosa uleana",8,2,10,0,7,3,0,6,4,10,"32,29km²","16,0km²"
BEGONIACEAE,"Begonia tomentosa",9,9,18,0,11,7,0,9,9,18,"15,87km²","12,0km²"
MORACEAE,"Ficus nevesiae",21,11,32,0,30,2,0,20,12,32,"13.295,74km²","56,0km²"
ORCHIDACEAE,"Brasiliorchis moutinhoi",1,0,1,0,1,0,0,1,0,1,"273,87km²","4,0km²"
CACTACEAE,"Schlumbergera russelliana",18,3,21,22,32,9,2,17,26,43,"682,65km²","44,0km²"
